,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
608324,Alex Bregman,124,106,163,80,34,0,20,64,71,1,119,7,.267,445,.372,.479,.851,1,1,.500,16,2034,530,213,77,203,0,7,.269,0.65,0,22.25,123,202,121,6,329,.982,2.60,2.67,1090.2,124,33,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656232,Brandon Bielak,4,10,11,4,1,0,1,10,3,0,9,3,.225,40,.326,.325,.651,0,0,.---,0,191,,13,,,0,0,,0.91,0,,0,0,0,0,0,.000,0.00,0.00,10.1,4,0,0,0,3.48,10.1,0,0,0,0,1,0,4,1.16,46,31,4,0,0,117,.610,3,0,1,0,.---,18.48,1,3.33,8.71,2.61,7.84,3.48,0.87,1,0,,
650556,Bryan Abreu,41,35,34,14,7,0,1,68,21,0,36,4,.209,172,.308,.267,.575,1,3,.750,5,817,,46,,,0,1,,1.03,0,,0,6,1,0,7,1.000,0.17,1.34,47.2,41,0,0,0,2.08,47.2,4,0,2,2,3,0,11,1.20,198,143,41,0,0,505,.620,4,0,7,0,1.000,17.14,15,3.24,12.84,3.97,6.80,2.64,0.19,19,8,,
676801,Chas McCormick,1,67,67,36,10,2,12,81,36,0,67,1,.238,281,.326,.416,.742,2,2,.500,5,1233,319,117,37,106,0,1,.291,1.00,0,23.42,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543877,Christian Vazquez,1,11,11,5,0,0,0,6,3,0,14,0,.333,42,.378,.333,.711,3,7,.700,1,174,45,14,5,11,0,0,.389,1.00,0,-.--,0,0,1,0,1,1.000,1.00,9.00,1.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,0,3.73
664299,Cristian Javier,24,50,141,38,17,1,15,150,41,0,75,6,.181,414,.264,.336,.600,2,7,.778,3,2011,,139,,,1,1,,0.35,0,,19,1,2,0,3,1.000,0.13,0.23,115.1,24,0,0,0,2.97,115.1,7,9,0,0,1,0,38,1.01,463,346,24,0,0,1259,.630,6,0,5,0,.438,17.44,0,3.66,11.71,3.20,5.85,2.97,1.17,0,0,,
682073,David Hensley,1,2,1,0,1,0,0,2,0,0,1,0,.167,6,.167,.333,.500,0,0,.---,0,23,6,2,0,2,0,0,.250,2.00,0,-.--,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664285,Framber Valdez,25,236,85,52,19,1,9,150,56,0,127,11,.214,594,.293,.295,.588,0,5,1.000,22,2433,,175,,,2,2,,2.78,0,,25,20,5,1,26,.962,1.00,1.37,164.0,25,0,0,1,2.63,164.0,14,4,0,0,0,0,48,1.12,665,492,25,2,0,1569,.640,11,1,7,0,.778,14.84,0,2.68,8.23,3.07,6.97,2.85,0.49,0,0,,
593576,Hector Neris,57,33,61,22,12,1,2,63,14,0,38,5,.195,195,.266,.297,.563,1,3,.750,4,826,,58,,,0,0,,0.54,0,,0,1,1,0,2,1.000,0.04,0.33,54.1,57,1,0,0,3.48,54.1,4,4,3,6,22,3,21,0.96,214,163,57,0,0,545,.660,5,1,5,0,.500,15.20,22,4.50,10.44,2.32,6.29,3.64,0.33,6,1,,
656695,J.J. Matijevic,9,16,11,7,2,0,2,21,2,0,11,2,.186,59,.238,.322,.560,0,1,1.000,1,233,63,19,4,31,0,0,.250,1.45,0,29.50,6,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665161,Jeremy Pena,104,111,90,53,16,1,16,107,19,0,99,5,.246,402,.285,.410,.695,2,7,.778,3,1552,432,165,45,157,0,5,.292,1.23,1,25.12,103,286,123,14,423,.967,3.93,4.04,911.1,104,56,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,2,108,124,74,30,0,22,72,50,1,120,8,.284,423,.369,.511,.880,1,12,.923,12,1851,482,216,46,108,0,1,.297,0.87,0,19.23,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
