,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
605131,Austin Barnes,4,47,38,25,5,0,6,25,21,0,28,3,137,6,14,5,162.0,51,69.0,0,1,0,0.204,0.321,0.372,0.693,22.0,1.24,0.15432098765432098,0.037037037037037035,0.1728395061728395,0.205607476635514,0.24442592592592588,0.03558871437341117,83.46086824759452,-1.1359198172139837,0.2920468840970112,0.04093775186775946,70.4022154768876,-2.1114839852642846,0.7138765432098765,0.10140036663244258,97.07560874377421,-0.20588232472127155,76.79012345679013,37.13956088315207,36.463022508038584,-1.3136968315347852,39.376543209876544,22.757434231940618,55.8708261482991,-0.7635545832090395
621035,Chris Taylor,3,44,79,39,23,3,8,135,40,2,73,4,328,1,9,4,375.0,126,168.0,0,3,0,0.223,0.312,0.384,0.696,34.0,0.56,0.36,0.021333333333333333,0.19466666666666665,0.34574468085106386,0.24442592592592588,0.03558871437341117,91.23418440790971,-0.6020427066040207,0.2920468840970112,0.04093775186775946,118.38670421705835,1.3116938352528924,0.7138765432098765,0.10140036663244258,97.49584947426673,-0.17629663287782443,76.79012345679013,37.13956088315207,95.06430868167202,-0.10205084192337535,39.376543209876544,22.757434231940618,86.34582222918952,-0.23625436659860513
641355,Cody Bellinger,119,86,130,60,22,3,17,128,35,0,86,2,426,2,12,7,467.0,165,211.0,0,4,0,0.202,0.263,0.387,0.65,55.0,0.66,0.2740899357601713,0.03640256959314775,0.1841541755888651,0.24210526315789474,0.24442592592592588,0.03558871437341117,82.64262444124557,-1.1921174078045054,0.2920468840970112,0.04093775186775946,82.89945085579924,-1.21994048672829,0.7138765432098765,0.10140036663244258,91.05215827338131,-0.629943907810679,76.79012345679013,37.13956088315207,111.99356913183279,0.24798022174214304,39.376543209876544,22.757434231940618,139.67706537074775,0.6865210124696549
518692,Freddie Freeman,133,122,151,96,43,2,16,86,61,7,168,5,521,2,11,5,593.0,263,178.0,0,6,0,0.322,0.395,0.505,0.9,82.0,0.81,0.14502529510961215,0.026981450252951095,0.28330522765598654,0.35764705882352943,0.24442592592592588,0.03558871437341117,131.73725282218354,2.1797380276268368,0.2920468840970112,0.04093775186775946,122.4622066862139,1.6024371572338754,0.7138765432098765,0.10140036663244258,126.07221914775873,1.8355304124765779,76.79012345679013,37.13956088315207,218.7781350482315,2.45586846947849,39.376543209876544,22.757434231940618,208.24580655275122,1.872946499843132
666158,Gavin Lux,28,105,80,62,18,7,6,79,46,0,108,0,369,2,7,3,418.0,158,173.0,0,3,0,0.293,0.368,0.428,0.796,42.0,1.31,0.18899521531100477,0.014354066985645933,0.2583732057416268,0.3554006968641115,0.24442592592592588,0.03558871437341117,119.8727176301235,1.3648729640642618,0.2920468840970112,0.04093775186775946,121.69302814614372,1.5475645309432502,0.7138765432098765,0.10140036663244258,111.50387382401772,0.8098930952370792,76.79012345679013,37.13956088315207,140.64308681672026,0.8403404833299435,39.376543209876544,22.757434231940618,106.66248628311648,0.11527911114168439
593643,Hanser Alberto,5,45,35,12,8,2,2,23,2,0,32,0,135,1,0,4,137.0,50,72.0,0,0,0,0.237,0.248,0.37,0.618,14.0,1.29,0.1678832116788321,0.014598540145985401,0.23357664233576642,0.2727272727272727,0.24442592592592588,0.03558871437341117,96.96189105235247,-0.2086595724703645,0.2920468840970112,0.04093775186775946,93.38475689289636,-0.4719265345138222,0.7138765432098765,0.10140036663244258,86.56959048146099,-0.9455246208074481,76.79012345679013,37.13956088315207,41.672025723472665,-1.2059949657915487,39.376543209876544,22.757434231940618,35.55416209437215,-1.115088060949329
608336,Joey Gallo,1,29,61,32,4,1,12,106,40,0,37,0,233,0,2,0,273.0,79,122.0,0,0,0,0.159,0.282,0.339,0.621,24.0,0.48,0.3882783882783883,0.04395604395604396,0.13553113553113552,0.21739130434782608,0.24442592592592588,0.03558871437341117,65.0503826047428,-2.400365605500737,0.2920468840970112,0.04093775186775946,74.43712505955507,-1.823636529683989,0.7138765432098765,0.10140036663244258,86.98983121195351,-0.9159389289640011,76.79012345679013,37.13956088315207,48.18327974276527,-1.0713676336125033,39.376543209876544,22.757434231940618,60.94999216178084,-0.675671213773967
457759,Justin Turner,49,82,137,52,32,0,10,73,42,1,109,5,393,0,3,12,448.0,171,167.0,0,8,0,0.277,0.348,0.435,0.783,70.0,0.60,0.16294642857142858,0.022321428571428572,0.24330357142857142,0.3113207547169811,0.24442592592592588,0.03558871437341117,113.3267671793318,0.915292239340084,0.2920468840970112,0.04093775186775946,106.59958098151378,0.470809210096099,0.7138765432098765,0.10140036663244258,109.68283065855009,0.6816884305821417,76.79012345679013,37.13956088315207,141.94533762057878,0.8672659497657526,39.376543209876544,22.757434231940618,177.77081047186078,1.3456462832326976
571970,Max Muncy,21,72,123,55,16,1,16,119,74,1,70,2,378,0,2,2,460.0,136,181.0,0,6,0,0.185,0.317,0.36,0.677,51.0,0.59,0.25869565217391305,0.034782608695652174,0.15217391304347827,0.21686746987951808,0.24442592592592588,0.03558871437341117,75.68755208727936,-1.669796927823946,0.2920468840970112,0.04093775186775946,74.25775849314651,-1.8364324074351692,0.7138765432098765,0.10140036663244258,94.83432484781406,-0.363672681219655,76.79012345679013,37.13956088315207,91.15755627009646,-0.18282724123080268,39.376543209876544,22.757434231940618,129.5187333437843,0.5107542735995101
605141,Mookie Betts,113,106,150,104,31,3,33,86,46,0,133,6,471,1,12,8,527.0,269,165.0,0,4,0,0.282,0.351,0.571,0.922,74.0,0.71,0.16318785578747627,0.06261859582542695,0.2523719165085389,0.2808988764044944,0.24442592592592588,0.03558871437341117,115.3723766952042,1.0557862158163884,0.2920468840970112,0.04093775186775946,96.18280204324533,-0.2723160697374884,0.7138765432098765,0.10140036663244258,129.15398450470394,2.0524921526618565,76.79012345679013,37.13956088315207,173.19935691318327,1.513477144225171,39.376543209876544,22.757434231940618,187.92914249882426,1.5214130221028426
