,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
608324,Alex Bregman,127,108,167,81,34,0,20,68,73,1,121,7,456,1,1,17,544.0,215,210.0,0,8,0,0.265,0.369,0.471,0.84,78.0,0.65,0.125,0.03676470588235294,0.22242647058823528,0.26861702127659576,0.24490967741935488,0.03626711288713224,108.20315587049866,0.5539542847860186,0.2898807504149273,0.045776380720655506,92.66466327691812,-0.4645131136096299,0.7055096774193549,0.10685986500971853,119.06286006913327,1.2585672138778545,80.75483870967741,36.380625273159126,149.83622273707758,1.1062251126292388,40.851612903225806,22.05329835106013,190.93493367024635,1.6844821352987511
676801,Chas McCormick,1,68,71,38,11,2,12,84,37,0,68,1,290,2,2,5,329.0,119,114.0,0,1,0,0.234,0.322,0.41,0.732,37.0,0.96,0.2553191489361702,0.0364741641337386,0.2066869300911854,0.28717948717948716,0.24490967741935488,0.03626711288713224,95.545428202629,-0.30081461001064885,0.2898807504149273,0.045776380720655506,99.06814673565816,-0.05900997835377667,0.7055096774193549,0.10685986500971853,103.75477806024469,0.24789777320265094,80.75483870967741,36.380625273159126,84.20548054645683,-0.3505942686226361,40.851612903225806,22.05329835106013,90.57169930511687,-0.1746501970776927
665161,Jeremy Pena,108,114,94,54,17,1,16,113,19,0,104,5,420,2,7,3,451.0,171,162.0,0,5,2,0.248,0.285,0.407,0.692,46.0,1.21,0.25055432372505543,0.03547671840354767,0.23059866962305986,0.2972972972972973,0.24490967741935488,0.03626711288713224,101.26182134295722,0.0852100521555876,0.2898807504149273,0.045776380720655506,102.55848202122915,0.16201689092959448,0.7055096774193549,0.10685986500971853,98.08511805695264,-0.12642424186223966,80.75483870967741,36.380625273159126,128.78485260046338,0.6389434243031658,40.851612903225806,22.05329835106013,112.60265319014529,0.23345202222445355
514888,Jose Altuve,2,111,127,79,33,0,23,74,53,1,128,8,439,1,14,12,501.0,230,112.0,0,1,0,0.292,0.377,0.524,0.901,51.0,0.87,0.14770459081836326,0.04590818363273453,0.2554890219560878,0.30612244897959184,0.24490967741935488,0.03626711288713224,119.22762835541738,1.2984304189637603,0.2898807504149273,0.045776380720655506,105.6028896508018,0.35480521415132066,0.7055096774193549,0.10685986500971853,127.70909157415366,1.8294082868518127,80.75483870967741,36.380625273159126,158.50443396980108,1.2986352195870337,40.851612903225806,22.05329835106013,124.8420720151611,0.46017547739231257
663656,Kyle Tucker,3,102,152,58,24,1,23,79,52,3,115,0,446,2,20,8,503.0,210,198.0,0,2,3,0.258,0.334,0.471,0.805,86.0,0.67,0.15705765407554673,0.04572564612326044,0.2286282306163022,0.2658959537572254,0.24490967741935488,0.03626711288713224,105.34495930033454,0.36094195370289994,0.2898807504149273,0.045776380720655506,91.72597813984865,-0.5239557230193889,0.7055096774193549,0.10685986500971853,114.10190756625272,0.9310354506960763,80.75483870967741,36.380625273159126,142.40632739474316,0.9413021638082718,40.851612903225806,22.05329835106013,210.51800379027162,2.047239663567326
671277,Luis Garcia,59,79,53,22,16,2,6,56,5,0,78,1,262,4,2,4,272.0,116,117.0,1,3,0,0.298,0.31,0.443,0.753,30.0,1.49,0.20588235294117646,0.022058823529411766,0.2867647058823529,0.35467980295566504,0.24490967741935488,0.03626711288713224,121.67751112984378,1.4638695598921476,0.2898807504149273,0.045776380720655506,122.35369283679105,1.415556483946725,0.7055096774193549,0.10685986500971853,106.73134956197303,0.4444168311117185,80.75483870967741,36.380625273159126,96.58863945034753,-0.07572268725435784,40.851612903225806,22.05329835106013,73.43651295009475,-0.49206303431269527
455117,Martin Maldonado,95,73,71,31,12,0,12,100,20,0,51,6,290,11,31,4,321.0,99,147.0,3,2,0,0.176,0.242,0.341,0.583,37.0,1.03,0.3115264797507788,0.037383177570093455,0.1588785046728972,0.21666666666666667,0.24490967741935488,0.03626711288713224,71.86322804984061,-1.9000596389850597,0.2898807504149273,0.045776380720655506,74.74337856395638,-1.5993855913389083,0.7055096774193549,0.10685986500971853,82.63529454798177,-1.1464517329140655,80.75483870967741,36.380625273159126,63.15411040984261,-0.8178759569487092,40.851612903225806,22.05329835106013,90.57169930511687,-0.1746501970776927
669257,Will Smith,20,85,148,58,23,1,21,78,51,3,110,9,417,9,40,8,481.0,198,194.0,0,4,0,0.264,0.353,0.475,0.828,80.0,0.57,0.16216216216216217,0.04365904365904366,0.2286902286902287,0.27639751552795033,0.24490967741935488,0.03626711288713224,107.79484207476094,0.5263810946312873,0.2898807504149273,0.045776380720655506,95.34869601804279,-0.29454567343924937,0.7055096774193549,0.10685986500971853,117.36196206814564,1.1462706093583874,80.75483870967741,36.380625273159126,136.2147479427978,0.8038663731241327,40.851612903225806,22.05329835106013,195.8307012002527,1.7751715173658948
670541,Yordan Alvarez,64,101,85,78,17,2,31,89,65,7,112,5,381,1,1,12,457.0,226,184.0,0,6,0,0.294,0.398,0.593,0.991,82.0,1.19,0.19474835886214442,0.06783369803063458,0.24507658643326038,0.30337078651685395,0.24490967741935488,0.03626711288713224,120.04425594689283,1.3535767992732228,0.2898807504149273,0.045776380720655506,104.65365019326651,0.2946942482029737,0.7055096774193549,0.10685986500971853,140.4658265815608,2.6716328207478153,80.75483870967741,36.380625273159126,138.69137972357595,0.8588406893977883,40.851612903225806,22.05329835106013,200.726468730259,1.8658608994330383
493329,Yuli Gurriel,1,118,166,47,35,0,7,62,28,0,109,6,452,0,8,13,489.0,165,218.0,0,3,0,0.241,0.292,0.365,0.657,41.0,0.71,0.12678936605316973,0.014314928425357873,0.2229038854805726,0.26424870466321243,0.24490967741935488,0.03626711288713224,98.40362477279311,-0.10780227892753101,0.2898807504149273,0.045776380720655506,91.15772754312735,-0.559940417922752,0.7055096774193549,0.10685986500971853,93.12416555407209,-0.4539560050440179,80.75483870967741,36.380625273159126,134.9764320524087,0.7763792149873049,40.851612903225806,22.05329835106013,100.3632343651295,0.006728567056594527
