,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
608324,Alex Bregman,130.0,108.0,171.0,82.0,34.0,0.0,20.0,70.0,76.0,1.0,124.0,7.0,465.0,1.0,1.0,17.0,556.0,218.0,214.0,0.0,8.0,0.0,0.267,0.372,0.469,0.841,78.0,0.63,0.12589928057553956,0.03597122302158273,0.22302158273381295,0.27154046997389036,0.2439426751592357,0.035822253869415135,109.45194391498472,0.6436592439106837,0.29058336647741617,0.04684303994519519,93.4466667055405,-0.40652563381465784,0.700267515923567,0.10591907785382762,120.09696021538628,1.3286792797672315,80.3312101910828,38.21588281287082,154.36092610212495,1.14268693000623,40.12738853503185,23.07838541286499,194.38095238095238,1.641042507412852
676801,Chas McCormick,1.0,70.0,72.0,38.0,11.0,2.0,12.0,87.0,37.0,0.0,70.0,1.0,298.0,2.0,2.0,5.0,337.0,121.0,115.0,0.0,1.0,0.0,0.235,0.32,0.406,0.726,38.0,0.97,0.258160237388724,0.03560830860534125,0.20771513353115728,0.29,0.2439426751592357,0.035822253869415135,96.33410794015508,-0.24964021504160383,0.29058336647741617,0.04684303994519519,99.79924299023443,-0.012453642592340533,0.700267515923567,0.10591907785382762,103.67466482327043,0.24294475176553973,80.3312101910828,38.21588281287082,87.13923247700602,-0.270338127256433,40.12738853503185,23.07838541286499,94.6984126984127,-0.09218099520280741
665161,Jeremy Pena,111.0,118.0,95.0,54.0,17.0,1.0,16.0,118.0,19.0,0.0,107.0,5.0,433.0,2.0,9.0,3.0,465.0,174.0,168.0,0.0,5.0,3.0,0.247,0.284,0.402,0.686,46.0,1.24,0.2537634408602151,0.034408602150537634,0.23010752688172043,0.2993421052631579,0.2439426751592357,0.035822253869415135,101.25329643071619,0.085347082065504,0.29058336647741617,0.04684303994519519,103.01419138057322,0.186980580167068,0.700267515923567,0.10591907785382762,97.96256207818668,-0.1347020405828742,80.3312101910828,38.21588281287082,133.19854107199492,0.6978457082753915,40.12738853503185,23.07838541286499,114.63492063492062,0.2544637053203245
514888,Jose Altuve,2.0,114.0,130.0,81.0,33.0,0.0,24.0,76.0,57.0,2.0,130.0,8.0,449.0,1.0,15.0,12.0,515.0,235.0,116.0,0.0,1.0,0.0,0.29,0.379,0.523,0.902,52.0,0.88,0.14757281553398058,0.04660194174757282,0.2524271844660194,0.3028571428571429,0.2439426751592357,0.035822253869415135,118.8803885218935,1.2857182300326389,0.29058336647741617,0.04684303994519519,104.22383997009706,0.26201921126567834,0.700267515923567,0.10591907785382762,128.80791690163903,1.9045906380985644,80.3312101910828,38.21588281287082,161.83000317158263,1.2996897141465258,40.12738853503185,23.07838541286499,129.5873015873016,0.5144472307126734
663656,Kyle Tucker,3.0,103.0,157.0,62.0,24.0,1.0,24.0,79.0,53.0,3.0,119.0,0.0,456.0,2.0,22.0,8.0,514.0,217.0,205.0,0.0,2.0,3.0,0.261,0.337,0.476,0.813,88.0,0.66,0.15369649805447472,0.04669260700389105,0.23151750972762647,0.2676056338028169,0.2439426751592357,0.035822253869415135,106.99234966970417,0.47616559535712977,0.29058336647741617,0.04684303994519519,92.09255059807936,-0.49052607818541416,0.700267515923567,0.10591907785382762,116.09848829382763,1.0643265251233411,80.3312101910828,38.21588281287082,148.13669521091023,1.0118512765559833,40.12738853503185,23.07838541286499,219.3015873015873,2.074348383066767
671277,Luis Garcia,59.0,86.0,54.0,23.0,17.0,2.0,6.0,64.0,5.0,0.0,82.0,1.0,282.0,4.0,2.0,4.0,292.0,121.0,128.0,1.0,3.0,0.0,0.291,0.302,0.429,0.731,33.0,1.59,0.2191780821917808,0.02054794520547945,0.2808219178082192,0.35348837209302325,0.2439426751592357,0.035822253869415135,119.29032089610692,1.3136338381248978,0.29058336647741617,0.04684303994519519,121.6478342783932,1.3428890543654695,0.700267515923567,0.10591907785382762,104.38867766640591,0.2901506008090916,80.3312101910828,38.21588281287082,102.07738661592134,0.043667441024158704,40.12738853503185,23.07838541286499,82.23809523809523,-0.30883393302976486
455117,Martin Maldonado,97.0,74.0,73.0,31.0,12.0,0.0,12.0,101.0,21.0,0.0,52.0,6.0,295.0,13.0,34.0,5.0,327.0,100.0,148.0,3.0,2.0,0.0,0.176,0.244,0.339,0.583,38.0,1.01,0.308868501529052,0.03669724770642202,0.15902140672782875,0.21739130434782608,0.2439426751592357,0.035822253869415135,72.14809786156296,-1.8966610924848823,0.29058336647741617,0.04684303994519519,74.81202622956104,-1.562495991191485,0.700267515923567,0.10591907785382762,83.25389750959596,-1.1071425308800427,80.3312101910828,38.21588281287082,64.73200126863304,-0.7413464796773207,40.12738853503185,23.07838541286499,94.6984126984127,-0.09218099520280741
641820,Trey Mancini,14.0,19.0,29.0,12.0,3.0,0.0,6.0,29.0,7.0,0.0,19.0,1.0,95.0,0.0,0.0,1.0,104.0,40.0,43.0,0.0,1.0,0.0,0.2,0.26,0.421,0.681,17.0,0.66,0.27884615384615385,0.057692307692307696,0.18269230769230768,0.21311475409836064,0.2439426751592357,0.035822253869415135,81.98647484268517,-1.2266864982706667,0.29058336647741617,0.04684303994519519,73.34031423815985,-1.6537913096522183,0.700267515923567,0.10591907785382762,97.2485492350512,-0.18190788962642604,80.3312101910828,38.21588281287082,23.65207738661592,-1.6048617924489479,40.12738853503185,23.07838541286499,42.36507936507937,-1.0021233340760287
669257,Will Smith,20.0,86.0,151.0,58.0,23.0,1.0,21.0,78.0,51.0,3.0,110.0,9.0,421.0,9.0,40.0,8.0,485.0,198.0,196.0,0.0,4.0,0.0,0.261,0.351,0.47,0.821,80.0,0.57,0.16082474226804125,0.04329896907216495,0.2268041237113402,0.27300613496932513,0.2439426751592357,0.035822253869415135,106.99234966970417,0.47616559535712977,0.29058336647741617,0.04684303994519519,93.95105379871868,-0.3752367807182416,0.700267515923567,0.10591907785382762,117.24090884284439,1.1398558835930241,80.3312101910828,38.21588281287082,136.93307960672377,0.7763471003455394,40.12738853503185,23.07838541286499,199.36507936507937,1.7277036825436352
670541,Yordan Alvarez,66.0,106.0,88.0,78.0,18.0,2.0,31.0,92.0,66.0,8.0,114.0,5.0,394.0,1.0,1.0,12.0,471.0,229.0,191.0,0.0,6.0,0.0,0.289,0.393,0.581,0.974,82.0,1.20,0.19532908704883228,0.06581740976645435,0.24203821656050956,0.2996389891696751,0.2439426751592357,0.035822253869415135,118.47045614768005,1.2578026219403797,0.29058336647741617,0.04684303994519519,103.1163596189401,0.19331842474044558,0.700267515923567,0.10591907785382762,139.08970184278982,2.5843548643257104,80.3312101910828,38.21588281287082,141.91246431969552,0.8810156231057367,40.12738853503185,23.07838541286499,204.34920634920633,1.814364857674418
