,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,baseOnBallsperplateAppearance,totalBasesperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score,baseOnBalls_mean,baseOnBalls_std,normalized_baseOnBalls,baseOnBalls_z_score,totalBases_mean,totalBases_std,normalized_totalBases,totalBases_z_score
649557,Aledmys Diaz,81,67,84,33,12,0,12,47,18,0,68,2,265,1,1,7,286.0,116,106.0,0,1,0,0.257,0.308,0.438,0.746,35.0,0.80,0.16433566433566432,0.04195804195804196,0.23776223776223776,0.12237762237762238,0.06293706293706294,0.40559440559440557,0.27053140096618356,0.2446036585365854,0.0354346575524323,105.06792970210643,0.3498366379037776,0.2910055645020632,0.0443148674993983,92.96433950638956,-0.46201567760882184,0.702469512195122,0.10809303103933106,106.19677965366085,0.4027131757369156,84.89634146341463,41.383529947917346,80.0976800976801,-0.40828661751859446,42.46341463414634,24.669195476274773,82.42389431361286,-0.30253984737054623,29.945121951219512,18.347783018741747,60.10995723885155,-0.6510389805143163,138.2621951219512,72.94773848278714,83.89856670341787,-0.3051800588335474
608324,Alex Bregman,141,114,186,88,37,0,21,74,82,1,133,10,498,2,1,17,599.0,233,233.0,0,9,0,0.267,0.376,0.468,0.844,86.0,0.61,0.12353923205342238,0.035058430717863104,0.22203672787979967,0.14357262103505844,0.13689482470784642,0.38898163606010017,0.27184466019417475,0.2446036585365854,0.0354346575524323,109.15617599401719,0.6320462228335348,0.2910055645020632,0.0443148674993983,93.4156227078769,-0.43238094547272726,0.702469512195122,0.10809303103933106,120.14756303979861,1.309339616477035,84.89634146341463,41.383529947917346,156.6616390145802,1.1623865483955949,42.46341463414634,24.669195476274773,202.52728317059163,1.7648157763281869,29.945121951219512,18.347783018741747,273.8342496436571,2.8371208660799994,138.2621951219512,72.94773848278714,168.52039691289968,1.2987079085447353
676801,Chas McCormick,107,76,77,42,11,2,13,95,41,0,75,1,322,2,3,5,365.0,129,121.0,0,1,0,0.233,0.321,0.401,0.722,41.0,0.99,0.2602739726027397,0.03561643835616438,0.2054794520547945,0.11232876712328767,0.11232876712328767,0.35342465753424657,0.28837209302325584,0.2446036585365854,0.0354346575524323,95.25613860152062,-0.32746636592763906,0.2910055645020632,0.0443148674993983,99.09504428779104,-0.05942636472608516,0.702469512195122,0.10809303103933106,102.78026127338222,0.18068221065770243,84.89634146341463,41.383529947917346,88.34302951950012,-0.23913719965091254,42.46341463414634,24.669195476274773,96.55370476737508,-0.05932153870010703,29.945121951219512,18.347783018741747,136.91712482182854,0.6025184643555158,138.2621951219512,72.94773848278714,93.30099228224918,-0.12697028468040486
665161,Jeremy Pena,120,128,104,62,18,1,18,127,20,0,117,6,470,2,10,5,505.0,191,184.0,1,5,3,0.249,0.285,0.406,0.691,50.0,1.23,0.2514851485148515,0.03564356435643564,0.2316831683168317,0.09900990099009901,0.039603960396039604,0.3782178217821782,0.3,0.2446036585365854,0.0354346575524323,101.79733266857782,0.12406896995997177,0.2910055645020632,0.0443148674993983,103.09081220262131,0.2029665438593243,0.702469512195122,0.10809303103933106,98.36725836552232,-0.10610778590294792,84.89634146341463,41.383529947917346,137.81512605042016,0.775759307555179,42.46341463414634,24.669195476274773,117.7484204480184,0.3055059243055518,29.945121951219512,18.347783018741747,66.78884137650172,-0.542033985308244,138.2621951219512,72.94773848278714,138.1433296582139,0.7229532535884287
514888,Jose Altuve,128,123,139,87,33,0,24,84,60,2,141,9,486,1,18,12,556.0,246,124.0,0,1,0,0.29,0.378,0.506,0.884,52.0,0.88,0.1510791366906475,0.04316546762589928,0.25359712230215825,0.09352517985611511,0.1079136690647482,0.44244604316546765,0.3087071240105541,0.2446036585365854,0.0354346575524323,118.55914246541192,1.2811282681719751,0.2910055645020632,0.0443148674993983,106.08289382327787,0.399449676990036,0.702469512195122,0.10809303103933106,125.841760340263,1.6793912249423903,84.89634146341463,41.383529947917346,166.0848954966602,1.3557001688158026,42.46341463414634,24.669195476274773,122.45835726593913,0.3865786938623648,29.945121951219512,18.347783018741747,200.36652412950517,1.6380659188132032,138.2621951219512,72.94773848278714,177.92282249173098,1.4769176826978778
663656,Kyle Tucker,3,115,168,67,26,1,28,86,55,3,130,0,497,3,22,10,557.0,242,228.0,0,2,3,0.262,0.334,0.487,0.821,99.0,0.68,0.15439856373429084,0.05026929982046679,0.2333931777378815,0.17773788150807898,0.09874326750448834,0.43447037701974867,0.2649350649350649,0.2446036585365854,0.0354346575524323,107.11205284806182,0.49094143036865623,0.2910055645020632,0.0443148674993983,91.04123675036686,-0.5883014220307053,0.702469512195122,0.10809303103933106,116.87339959203157,1.0965599416094558,84.89634146341463,41.383529947917346,153.1279178338002,1.0898939407380168,42.46341463414634,24.669195476274773,233.1418724870764,2.2917887784474718,29.945121951219512,18.347783018741747,183.66931378537976,1.3655534307980224,138.2621951219512,72.94773848278714,175.0297684674752,1.4220839060353723
671277,Luis Garcia,59,97,59,25,19,2,6,65,8,1,86,1,302,4,2,4,316.0,127,134.0,1,4,0,0.285,0.302,0.421,0.723,37.0,1.64,0.20569620253164558,0.0189873417721519,0.2721518987341772,0.11708860759493671,0.02531645569620253,0.40189873417721517,0.3404255319148936,0.2446036585365854,0.0354346575524323,116.51501931945654,1.1400234757070964,0.2910055645020632,0.0443148674993983,116.98248193205254,1.115200613281793,0.702469512195122,0.10809303103933106,102.92261620589383,0.18993350086933633,84.89634146341463,41.383529947917346,101.30000718236012,0.02666902842687332,42.46341463414634,24.669195476274773,87.1338311315336,-0.22146707781373315,29.945121951219512,18.347783018741747,26.715536550600692,-1.196063956544678,138.2621951219512,72.94773848278714,91.8544652701213,-0.15438717301165755
455117,Martin Maldonado,103,79,79,36,12,0,13,105,21,0,58,7,316,13,38,5,349.0,109,160.0,3,2,0,0.184,0.249,0.345,0.594,43.0,1.00,0.3008595988538682,0.03724928366762178,0.166189111747851,0.12320916905444126,0.06017191977077364,0.3123209169054441,0.225,0.2446036585365854,0.0354346575524323,75.22373177115792,-1.710293332083449,0.2910055645020632,0.0443148674993983,77.31810915196598,-1.4894677165165715,0.702469512195122,0.10809303103933106,84.55882991189617,-1.0034829364314335,84.89634146341463,41.383529947917346,68.31860949508008,-0.6499286430438543,42.46341463414634,24.669195476274773,101.26364158529582,0.021751230856706036,29.945121951219512,18.347783018741747,70.12828344532682,-0.48753148770520777,138.2621951219512,72.94773848278714,78.83572216097023,-0.4011391679929318
641820,Trey Mancini,19,28,33,16,5,0,8,39,15,0,25,1,124,0,0,3,141.0,54,56.0,0,1,0,0.202,0.291,0.435,0.726,21.0,0.85,0.2765957446808511,0.05673758865248227,0.1773049645390071,0.14893617021276595,0.10638297872340426,0.3829787234042553,0.21794871794871795,0.2446036585365854,0.0354346575524323,82.58257509659728,-1.202316079209886,0.2910055645020632,0.0443148674993983,74.89503450617786,-1.648585467492083,0.702469512195122,0.10809303103933106,103.34968100342866,0.21768737150423798,84.89634146341463,41.383529947917346,29.447676506500038,-1.447347327277212,42.46341463414634,24.669195476274773,49.45433658816773,-0.8700492342682377,29.945121951219512,18.347783018741747,50.09163103237629,-0.8145464733234249,138.2621951219512,72.94773848278714,39.056229327453146,-1.1551035971023809
669257,Will Smith,123,94,165,62,25,1,22,81,55,4,117,10,453,0,1,9,522.0,210,216.0,0,4,0,0.258,0.349,0.464,0.813,82.0,0.57,0.15517241379310345,0.0421455938697318,0.22413793103448276,0.15708812260536398,0.1053639846743295,0.40229885057471265,0.268361581920904,0.2446036585365854,0.0354346575524323,105.47675433129751,0.3780575963967533,0.2910055645020632,0.0443148674993983,92.21871148068762,-0.5109793588227854,0.702469512195122,0.10809303103933106,115.73456013193871,1.0225496199163848,84.89634146341463,41.383529947917346,137.81512605042016,0.775759307555179,42.46341463414634,24.669195476274773,193.10740953475016,1.602670237214561,29.945121951219512,18.347783018741747,183.66931378537976,1.3655534307980224,138.2621951219512,72.94773848278714,151.88533627342892,0.9834136927353293
