,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
608324,Alex Bregman,125.0,107.0,164.0,80.0,34.0,0.0,20.0,65.0,72.0,1.0,120.0,7.0,449.0,1.0,1.0,16.0,535.0,214.0,206.0,0.0,7.0,0.0,0.267,0.372,0.477,0.849,77.0,0.65,0.12149532710280374,0.037383177570093455,0.22429906542056074,0.2695417789757412,0.24528481012658224,0.03530180915451151,108.85305121919755,0.6151296603064496,0.29077716152107524,0.04458426801034559,92.69702529791188,-0.47629766043050087,0.7072784810126582,0.10352850454695527,120.03758389261745,1.3689130313194477,79.78481012658227,34.84183402709108,150.4045692527368,1.1542213834710486,40.379746835443036,21.184842434629658,190.6896551724138,1.7286063503921048
676801,Chas McCormick,1.0,67.0,67.0,36.0,10.0,2.0,12.0,81.0,36.0,0.0,67.0,1.0,281.0,2.0,2.0,5.0,319.0,117.0,106.0,0.0,1.0,0.0,0.238,0.326,0.416,0.742,37.0,1.00,0.25391849529780564,0.03761755485893417,0.21003134796238246,0.291005291005291,0.24528481012658224,0.03530180915451151,97.03006063733713,-0.20635798280755424,0.29077716152107524,0.04458426801034559,100.078455090153,0.005116815737847439,0.7072784810126582,0.10352850454695527,104.90917225950783,0.3353812473123656,79.78481012658227,34.84183402709108,83.97588449944472,-0.3669384945879,40.379746835443036,21.184842434629658,91.63009404388715,-0.15953608557023566
665161,Jeremy Pena,105.0,112.0,90.0,54.0,16.0,1.0,16.0,109.0,19.0,0.0,100.0,5.0,406.0,2.0,7.0,3.0,437.0,166.0,159.0,0.0,5.0,2.0,0.246,0.285,0.409,0.694,45.0,1.24,0.2494279176201373,0.036613272311212815,0.2288329519450801,0.2937062937062937,0.24528481012658224,0.03530180915451151,100.29157528060897,0.0202592980514813,0.29077716152107524,0.04458426801034559,101.00734602741699,0.06569878380730082,0.7072784810126582,0.10352850454695527,98.12259507829977,-0.12825917915810162,79.78481012658227,34.84183402709108,125.33714104394733,0.5801987879771058,40.379746835443036,21.184842434629658,111.44200626959248,0.21809240162223242
514888,Jose Altuve,2.0,108.0,124.0,76.0,31.0,0.0,22.0,73.0,52.0,1.0,122.0,8.0,426.0,1.0,12.0,12.0,487.0,219.0,110.0,0.0,1.0,0.0,0.286,0.374,0.514,0.888,48.0,0.87,0.14989733059548255,0.045174537987679675,0.25051334702258726,0.30120481927710846,0.24528481012658224,0.03530180915451151,116.59914849696816,1.1533457023466573,0.29077716152107524,0.04458426801034559,103.5861336913413,0.23388648555615002,0.7072784810126582,0.10352850454695527,125.551677852349,1.7456208778267022,79.78481012658227,34.84183402709108,152.91131207361573,1.211623643020443,40.379746835443036,21.184842434629658,118.87147335423198,0.35970308431940795
663656,Kyle Tucker,3.0,98.0,149.0,57.0,24.0,1.0,22.0,76.0,51.0,2.0,113.0,0.0,434.0,2.0,19.0,7.0,489.0,205.0,193.0,0.0,2.0,2.0,0.26,0.337,0.472,0.809,84.0,0.66,0.1554192229038855,0.044989775051124746,0.2310838445807771,0.2692307692307692,0.24528481012658224,0.03530180915451151,105.99922590633469,0.41683953955479347,0.29077716152107524,0.04458426801034559,92.59006719179891,-0.4832734336987719,0.7072784810126582,0.10352850454695527,114.38210290827742,0.9825460092607261,79.78481012658227,34.84183402709108,141.63096937966048,0.9533134750481687,40.379746835443036,21.184842434629658,208.02507836990597,2.059031276685514
671277,Luis Garcia,59.0,76.0,51.0,19.0,14.0,2.0,5.0,54.0,5.0,0.0,71.0,1.0,248.0,4.0,2.0,3.0,258.0,104.0,110.0,1.0,3.0,0.0,0.286,0.3,0.419,0.719,28.0,1.49,0.20930232558139536,0.01937984496124031,0.2751937984496124,0.34375,0.24528481012658224,0.03530180915451151,116.59914849696816,1.1533457023466573,0.29077716152107524,0.04458426801034559,118.21767507524325,1.1881509071009675,0.7072784810126582,0.10352850454695527,101.65727069351229,0.11322020962860006,79.78481012658227,34.84183402709108,88.98937014120261,-0.25213397548911143,40.379746835443036,21.184842434629658,69.34169278996866,-0.5843681336617622
455117,Martin Maldonado,94.0,71.0,71.0,31.0,12.0,0.0,12.0,98.0,20.0,0.0,51.0,6.0,286.0,11.0,31.0,4.0,317.0,99.0,144.0,3.0,2.0,0.0,0.178,0.245,0.346,0.591,37.0,1.00,0.30914826498422715,0.03785488958990536,0.1608832807570978,0.21910112359550563,0.24528481012658224,0.03530180915451151,72.56870081279835,-1.9059875892503193,0.29077716152107524,0.04458426801034559,75.3501830918813,-1.6076531279808721,0.7072784810126582,0.10352850454695527,83.55973154362417,-1.1231542609593115,79.78481012658227,34.84183402709108,63.92194193241314,-0.8261565709830544,40.379746835443036,21.184842434629658,91.63009404388715,-0.15953608557023566
669257,Will Smith,19.0,85.0,142.0,55.0,22.0,1.0,19.0,76.0,49.0,3.0,107.0,8.0,406.0,9.0,40.0,8.0,467.0,188.0,191.0,0.0,4.0,0.0,0.264,0.351,0.463,0.814,75.0,0.60,0.16274089935760172,0.04068522483940043,0.2291220556745182,0.27936507936507937,0.24528481012658224,0.03530180915451151,107.62998322797061,0.5301481799843113,0.29077716152107524,0.04458426801034559,96.0753168865469,-0.2559665699422888,0.7072784810126582,0.10352850454695527,115.08903803131992,1.0308418870180653,79.78481012658227,34.84183402709108,134.11074091702363,0.7811066963999858,40.379746835443036,21.184842434629658,185.73667711598748,1.6341992285939877
670541,Yordan Alvarez,64.0,100.0,84.0,78.0,17.0,2.0,31.0,88.0,64.0,7.0,111.0,5.0,377.0,1.0,1.0,11.0,452.0,225.0,182.0,0.0,6.0,0.0,0.294,0.398,0.597,0.995,80.0,1.19,0.19469026548672566,0.06858407079646017,0.24557522123893805,0.30303030303030304,0.24528481012658224,0.03530180915451151,119.86066314023998,1.379962983205693,0.29077716152107524,0.04458426801034559,104.2139284409858,0.2748310571429479,0.7072784810126582,0.10352850454695527,140.6800894854586,2.7791526618337845,79.78481012658227,34.84183402709108,139.12422655878154,0.8959112154987744,40.379746835443036,21.184842434629658,198.1191222570533,1.8702170330892802
493329,Yuli Gurriel,1.0,116.0,160.0,46.0,34.0,0.0,7.0,62.0,27.0,0.0,106.0,6.0,441.0,0.0,8.0,13.0,477.0,161.0,215.0,0.0,3.0,0.0,0.24,0.291,0.365,0.656,40.0,0.73,0.129979035639413,0.014675052410901468,0.2222222222222222,0.264,0.24528481012658224,0.03530180915451151,97.84543929815509,-0.14970366259279536,0.29077716152107524,0.04458426801034559,90.79117445778682,-0.6005966390400692,0.7072784810126582,0.10352850454695527,92.74988814317673,-0.49530785011388706,79.78481012658227,34.84183402709108,132.85736950658418,0.7524055666252887,40.379746835443036,21.184842434629658,99.05956112852665,-0.01792540287306012
