,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
605131,Austin Barnes,4.0,48.0,38.0,27.0,5.0,0.0,7.0,27.0,21.0,0.0,32.0,3.0,144.0,6.0,15.0,5.0,169.0,58.0,73.0,0.0,1.0,0.0,0.222,0.331,0.403,0.734,23.0,1.26,0.15976331360946747,0.04142011834319527,0.1893491124260355,0.22522522522522523,0.24535625,0.03572542861884235,90.48067860508954,-0.65377102257302,0.2951475535420932,0.040718692189963136,76.30936544188708,-1.7172046683292872,0.71526875,0.09938456670457745,102.61877091652613,0.1884724220379104,77.45,37.759716980071424,41.31697869593286,-1.2036636827544895,39.65625,23.323820219308875,57.99842395587076,-0.7141304401845349
621035,Chris Taylor,3.0,46.0,80.0,39.0,23.0,3.0,8.0,139.0,40.0,2.0,73.0,4.0,335.0,1.0,9.0,4.0,382.0,126.0,174.0,0.0,3.0,0.0,0.218,0.306,0.376,0.682,34.0,0.58,0.36387434554973824,0.020942408376963352,0.19109947643979058,0.3403141361256545,0.24535625,0.03572542861884235,88.85039610770053,-0.7657360893235506,0.2951475535420932,0.040718692189963136,115.30305165721786,1.1092346083427134,0.71526875,0.09938456670457745,95.3487762466905,-0.33474764848441674,77.45,37.759716980071424,94.25435765009684,-0.11785045958762336,39.65625,23.323820219308875,85.73680063041765,-0.2425095866292698
641355,Cody Bellinger,121.0,88.0,132.0,60.0,22.0,3.0,17.0,130.0,36.0,0.0,86.0,2.0,432.0,2.0,12.0,7.0,474.0,165.0,215.0,0.0,4.0,0.0,0.199,0.262,0.382,0.644,55.0,0.67,0.2742616033755274,0.035864978902953586,0.18143459915611815,0.23875432525951557,0.24535625,0.03572542861884235,81.10655424510279,-1.2975701563885707,0.2951475535420932,0.040718692189963136,80.89320829334437,-1.3849469432733443,0.71526875,0.09938456670457745,90.03608783411829,-0.7171007769430412,77.45,37.759716980071424,111.03938024531956,0.22643178190430982,39.65625,23.323820219308875,138.69188337273442,0.6578574974307816
518692,Freddie Freeman,136.0,122.0,154.0,100.0,44.0,2.0,17.0,89.0,64.0,7.0,172.0,5.0,531.0,2.0,11.0,5.0,606.0,271.0,182.0,0.0,6.0,0.0,0.324,0.398,0.51,0.908,84.0,0.79,0.14686468646864687,0.028052805280528052,0.2838283828382838,0.35962877030162416,0.24535625,0.03572542861884235,132.05288228850907,2.2013381795655107,0.2951475535420932,0.040718692189963136,121.84711205825218,1.583577794166609,0.71526875,0.09938456670457745,126.94529154251461,1.9392472734010846,77.45,37.759716980071424,222.07876049063913,2.5039912256201755,39.65625,23.323820219308875,211.82033096926713,1.901221565894662
666158,Gavin Lux,28.0,105.0,80.0,62.0,18.0,7.0,6.0,79.0,46.0,0.0,108.0,0.0,369.0,2.0,7.0,3.0,418.0,158.0,173.0,0.0,3.0,0.0,0.293,0.368,0.428,0.796,42.0,1.31,0.18899521531100477,0.014354066985645933,0.2583732057416268,0.3554006968641115,0.24535625,0.03572542861884235,119.4181929337443,1.3336089122488977,0.2951475535420932,0.040718692189963136,120.41458334955337,1.4797416145126163,0.71526875,0.09938456670457745,111.28684148440709,0.8123117368914556,77.45,37.759716980071424,139.4448030987734,0.809063267506043,39.65625,23.323820219308875,105.91016548463357,0.10048739777455931
608336,Joey Gallo,1.0,29.0,61.0,32.0,4.0,1.0,12.0,106.0,40.0,0.0,37.0,0.0,233.0,0.0,2.0,0.0,273.0,79.0,122.0,0.0,0.0,0.0,0.159,0.282,0.339,0.621,24.0,0.48,0.3882783882783883,0.04395604395604396,0.13553113553113552,0.21739130434782608,0.24535625,0.03572542861884235,64.80372927121279,-2.417220823893877,0.2951475535420932,0.040718692189963136,73.65512664390839,-1.9095959376964833,0.71526875,0.09938456670457745,86.82051326861406,-0.9485250389048403,77.45,37.759716980071424,47.77275661717237,-1.071247436026823,39.65625,23.323820219308875,60.520094562647756,-0.6712558171340561
457759,Justin Turner,50.0,83.0,139.0,54.0,32.0,0.0,11.0,74.0,44.0,1.0,112.0,5.0,400.0,0.0,3.0,12.0,457.0,177.0,169.0,0.0,8.0,0.0,0.28,0.352,0.443,0.795,73.0,0.60,0.16192560175054704,0.024070021881838075,0.24507658643326038,0.3126934984520124,0.24535625,0.03572542861884235,114.11977481723005,0.9697224453096744,0.2951475535420932,0.040718692189963136,105.94480445436483,0.43090639620896576,0.71526875,0.09938456670457745,111.14703389460257,0.8022498124583339,77.45,37.759716980071424,144.609425435765,0.9149962648881762,39.65625,23.323820219308875,184.08195429472025,1.429600712339397
571970,Max Muncy,22.0,74.0,124.0,60.0,17.0,1.0,19.0,122.0,74.0,1.0,77.0,2.0,391.0,0.0,2.0,2.0,473.0,153.0,183.0,0.0,6.0,0.0,0.197,0.323,0.391,0.714,57.0,0.60,0.25792811839323465,0.040169133192389,0.16279069767441862,0.2265625,0.24535625,0.03572542861884235,80.29141299640828,-1.3535526897638361,0.2951475535420932,0.040718692189963136,76.76245229919829,-1.68436287742559,0.71526875,0.09938456670457745,99.82261912043549,-0.01276606662452355,77.45,37.759716980071424,99.41897998708843,-0.01191746220549007,39.65625,23.323820219308875,143.7352245862884,0.7436067435317388
605141,Mookie Betts,115.0,109.0,157.0,105.0,32.0,3.0,33.0,86.0,47.0,0.0,135.0,6.0,483.0,1.0,12.0,8.0,540.0,272.0,170.0,0.0,4.0,0.0,0.28,0.348,0.563,0.911,74.0,0.69,0.15925925925925927,0.06111111111111111,0.25,0.27717391304347827,0.24535625,0.03572542861884235,114.11977481723005,0.9697224453096744,0.2951475535420932,0.040718692189963136,93.91028647098321,-0.4414100633380684,0.71526875,0.09938456670457745,127.36471431192822,1.9694330467004497,77.45,37.759716980071424,174.30600387346675,1.5241109998354425,39.65625,23.323820219308875,186.60362490149726,1.4724753353898756
607208,Trea Turner,135.0,139.0,144.0,85.0,35.0,2.0,19.0,107.0,37.0,1.0,168.0,3.0,552.0,3.0,23.0,9.0,600.0,264.0,230.0,0.0,6.0,2.0,0.304,0.348,0.478,0.826,91.0,0.97,0.17833333333333334,0.03166666666666667,0.28,0.3449074074074074,0.24535625,0.03572542861884235,123.90146980156405,1.6415128458128572,0.2951475535420932,0.040718692189963136,116.85931435586761,1.222039588923232,0.71526875,0.09938456670457745,115.48106917854301,1.1141694698851055,77.45,37.759716980071424,216.9141381536475,2.398058228238042,39.65625,23.323820219308875,229.4720252167061,2.2013439272480126
