,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,baseOnBallsperplateAppearance,totalBasesperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score,baseOnBalls_mean,baseOnBalls_std,normalized_baseOnBalls,baseOnBalls_z_score,totalBases_mean,totalBases_std,normalized_totalBases,totalBases_z_score
605131,Austin Barnes,56,53,44,30,6,0,8,31,23,0,36,3,161,1,2,5,190.0,66,79.0,2,1,0,0.224,0.33,0.41,0.74,25.0,1.20,0.1631578947368421,0.042105263157894736,0.18947368421052632,0.13157894736842105,0.12105263157894737,0.3473684210526316,0.22764227642276422,0.24112676056338034,0.03462091753948178,92.89719626168223,-0.49469401103679395,0.2919849085332584,0.04278795131187957,77.9637131132189,-1.5037558503678636,0.7114436619718311,0.09110756830306521,104.01385795595148,0.3134354100328697,83.01408450704226,41.350257216261234,43.36613505259586,-1.136971996598698,42.86619718309859,25.43584026198434,58.321011992771474,-0.7024024761549115,32.978873239436616,18.954768224320723,69.74161862054238,-0.5264571490055361,137.6056338028169,71.49269245467077,47.96315250767657,-1.0015797607317383
621035,Chris Taylor,113,53,92,43,24,3,10,156,44,2,83,5,381,1,10,4,433.0,143,201.0,0,3,0,0.218,0.305,0.375,0.68,40.0,0.58,0.36027713625866054,0.023094688221709007,0.19168591224018475,0.09237875288683603,0.10161662817551963,0.3302540415704388,0.3348623853211009,0.24112676056338034,0.03462091753948178,90.40887850467287,-0.6679996431927757,0.2919849085332584,0.04278795131187957,114.68482635052301,1.0020923057360323,0.7114436619718311,0.09110756830306521,95.58030190546894,-0.34512678318046086,83.01408450704226,41.350257216261234,99.98303359348489,-0.0003406147383459783,42.86619718309859,25.43584026198434,93.31361918843437,-0.11268340866970793,32.978873239436616,18.954768224320723,133.41874866538546,0.5814434990780978,137.6056338028169,71.49269245467077,103.92016376663256,0.07545339267510938
641355,Cody Bellinger,133,93,144,67,25,3,17,141,38,0,94,2,468,2,14,7,512.0,176,223.0,0,4,0,0.201,0.262,0.376,0.638,58.0,0.65,0.275390625,0.033203125,0.18359375,0.11328125,0.07421875,0.34375,0.24522292993630573,0.24112676056338034,0.03462091753948178,83.35864485981307,-1.1590322676347231,0.2919849085332584,0.04278795131187957,83.98479605269522,-1.092877250796763,0.7114436619718311,0.09110756830306521,89.67681267013114,-0.8061203184297931,83.01408450704226,41.350257216261234,113.23379708177808,0.26567949590982154,42.86619718309859,25.43584026198434,135.30474782322983,0.5949794723125363,32.978873239436616,18.954768224320723,115.22528293828745,0.2649004567684881,137.6056338028169,71.49269245467077,127.90174002047084,0.5370390298494726
518692,Freddie Freeman,149,136,165,110,45,2,20,95,74,12,190,5,579,3,12,6,665.0,299,195.0,0,7,0,0.328,0.405,0.516,0.921,94.0,0.82,0.14285714285714285,0.03007518796992481,0.2857142857142857,0.14135338345864662,0.11127819548872181,0.4496240601503759,0.3609341825902335,0.24112676056338034,0.03462091753948178,136.02803738317755,2.509270279666887,0.2919849085332584,0.04278795131187957,123.6139855321055,1.6114179796645731,0.7114436619718311,0.09110756830306521,129.45508537490718,2.3000980262264195,83.01408450704226,41.350257216261234,228.87682388870036,2.587309552475647,42.86619718309859,25.43584026198434,219.28700509282075,2.0103052342770247,32.978873239436616,18.954768224320723,224.38607730087554,2.1641587106261464,137.6056338028169,71.49269245467077,217.2876151484135,2.257494586590281
666158,Gavin Lux,1,109,83,63,19,7,6,88,46,0,113,0,390,2,7,3,439.0,164,186.0,0,3,0,0.29,0.362,0.421,0.783,42.0,1.31,0.20045558086560364,0.01366742596810934,0.25740318906605925,0.09567198177676538,0.10478359908883828,0.3735763097949886,0.35785953177257523,0.24112676056338034,0.03462091753948178,120.26869158878502,1.4116679426790026,0.2919849085332584,0.04278795131187957,122.56096850012827,1.5395601149295386,0.7114436619718311,0.09110756830306521,110.05790645879732,0.7854049818357575,83.01408450704226,41.350257216261234,136.12147947064813,0.7251687779384745,42.86619718309859,25.43584026198434,97.97930014785608,-0.03405419967168079,32.978873239436616,18.954768224320723,139.48323724108477,0.6869578465146343,137.6056338028169,71.49269245467077,119.1811668372569,0.3691897072406133
608336,Joey Gallo,82,29,61,32,4,1,12,106,40,0,37,0,233,0,2,0,273.0,79,122.0,0,0,0,0.159,0.282,0.339,0.621,24.0,0.48,0.3882783882783883,0.04395604395604396,0.13553113553113552,0.08791208791208792,0.14652014652014653,0.2893772893772894,0.21739130434782608,0.24112676056338034,0.03462091753948178,65.94042056074765,-2.3721716927265946,0.2919849085332584,0.04278795131187957,74.45292478979756,-1.743331987122326,0.7114436619718311,0.09110756830306521,87.28730512249442,-0.9927129398402371,83.01408450704226,41.350257216261234,44.570749915167966,-1.1127883501761373,42.86619718309859,25.43584026198434,55.98817151306063,-0.741717080653925,32.978873239436616,18.954768224320723,121.28977151398676,0.37041480420502465,137.6056338028169,71.49269245467077,57.41044012282498,-0.8197429945721405
457759,Justin Turner,58,92,155,61,36,0,13,84,49,1,127,5,450,0,3,13,512.0,202,191.0,0,8,0,0.282,0.354,0.449,0.803,81.0,0.59,0.1640625,0.025390625,0.248046875,0.158203125,0.095703125,0.39453125,0.3157894736842105,0.24112676056338034,0.03462091753948178,116.95093457943922,1.180593766471027,0.2919849085332584,0.04278795131187957,108.1526696946533,0.5563380442648823,0.7114436619718311,0.09110756830306521,112.86909180895816,1.004925712906868,83.01408450704226,41.350257216261234,152.98608754665761,1.063739827854324,42.86619718309859,25.43584026198434,188.9600788565796,1.4992153757898485,32.978873239436616,18.954768224320723,148.5799701046338,0.8452293676694392,137.6056338028169,71.49269245467077,146.79631525076766,0.9007125621686679
571970,Max Muncy,24,78,140,68,21,1,21,132,81,1,89,2,433,0,2,2,522.0,175,198.0,0,6,0,0.206,0.33,0.404,0.734,67.0,0.56,0.25287356321839083,0.040229885057471264,0.17049808429118773,0.12835249042145594,0.15517241379310345,0.33524904214559387,0.23776223776223776,0.24112676056338034,0.03462091753948178,85.43224299065419,-1.0146109075047391,0.2919849085332584,0.04278795131187957,81.42963242744293,-1.2672415740541982,0.7114436619718311,0.09110756830306521,103.17050235090323,0.2475791907115365,83.01408450704226,41.350257216261234,107.21072276891755,0.14476126379701812,42.86619718309859,25.43584026198434,156.30031214062757,0.9488109128036585,32.978873239436616,18.954768224320723,245.61178731582322,2.533458926654024,137.6056338028169,71.49269245467077,127.17502558853636,0.5230515862987344
605141,Mookie Betts,1,122,177,112,35,3,35,95,52,0,144,7,534,2,12,8,597.0,290,185.0,0,4,0,0.27,0.34,0.543,0.883,80.0,0.69,0.15912897822445563,0.05862646566164154,0.24120603015075376,0.13400335008375208,0.08710217755443886,0.48576214405360135,0.26715686274509803,0.24112676056338034,0.03462091753948178,111.97429906542054,0.8339825021590651,0.2919849085332584,0.04278795131187957,91.49680512157965,-0.5802578769707812,0.7114436619718311,0.09110756830306521,124.11383320960157,1.8830086371913093,83.01408450704226,41.350257216261234,173.46454021038343,1.4748618170378556,42.86619718309859,25.43584026198434,186.62723837686875,1.459900771290835,32.978873239436616,18.954768224320723,157.6767029681828,1.003500888824244,137.6056338028169,71.49269245467077,210.7471852610031,2.1316075946336364
607208,Trea Turner,149,148,165,93,38,4,20,119,41,1,183,3,609,3,25,9,661.0,289,245.0,0,6,2,0.3,0.344,0.475,0.819,97.0,0.90,0.1800302571860817,0.030257186081694403,0.27685325264750377,0.14674735249621784,0.06202723146747353,0.4372163388804841,0.34243697478991597,0.24112676056338034,0.03462091753948178,124.41588785046727,1.7005106629389721,0.2919849085332584,0.04278795131187957,117.27899791468532,1.1791185300954132,0.7114436619718311,0.09110756830306521,115.11804008908683,1.1805422977637552,83.01408450704226,41.350257216261234,220.4445198506956,2.4180240275177223,42.86619718309859,25.43584026198434,226.28552653195334,2.1282490477740654,32.978873239436616,18.954768224320723,124.32201580183644,0.4231719779232929,137.6056338028169,71.49269245467077,210.02047082906859,2.1176201510828982
