,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
665161,Jeremy Pena,119,128,102,61,18,1,18,126,19,0,116,6,.249,466,.284,.408,.692,2,10,.833,5,1804,500,190,49,180,1,5,.300,1.25,3,25.89,118,317,133,15,465,.968,3.78,3.86,1050.0,119,59,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,2,122,139,86,33,0,24,84,59,2,138,9,.286,482,.374,.504,.878,1,17,.944,12,2119,551,243,52,123,0,1,.304,0.88,0,20.08,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664353,Jose Urquidy,27,127,206,71,33,1,26,127,35,0,149,7,.247,603,.293,.434,.727,3,10,.769,8,2502,,262,,,0,6,,0.62,0,,27,10,4,0,14,1.000,0.52,0.80,157.0,27,1,0,0,3.96,157.0,13,7,0,0,0,0,69,1.17,651,471,27,0,0,1702,.680,7,0,5,0,.650,15.94,0,3.63,7.28,2.01,8.54,4.07,1.49,0,0,,
434378,Justin Verlander,25,121,179,39,12,1,12,163,27,0,104,5,.185,562,.227,.274,.501,3,8,.727,7,2336,,154,,,1,4,,0.68,0,,25,14,4,0,18,1.000,0.72,1.03,157.0,25,2,0,0,1.78,157.0,17,3,0,0,0,0,31,0.83,599,471,25,0,0,1595,.680,5,0,2,0,.850,14.88,0,6.04,9.34,1.55,5.96,2.24,0.69,0,0,,
663656,Kyle Tucker,3,114,166,67,26,1,28,86,55,3,129,0,.262,493,.335,.489,.824,3,22,.880,10,2077,553,241,99,227,0,2,.265,0.69,3,17.61,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621121,McCullers Jr.,6,32,31,9,6,0,2,37,19,0,25,0,.202,124,.306,.298,.604,1,2,.667,3,563,,37,,,0,1,,1.03,0,,6,1,2,0,3,1.000,0.50,0.79,34.2,6,0,0,0,2.34,34.2,3,1,0,0,0,0,9,1.27,144,104,6,0,0,337,.600,0,0,1,0,.750,16.24,0,1.95,9.61,4.93,6.49,2.34,0.52,0,0,,
671277,Luis Garcia,59,95,57,25,19,2,6,65,8,1,86,1,.288,299,.305,.425,.730,4,2,.333,4,1088,312,127,36,134,1,3,.346,1.67,0,49.83,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,102,79,79,32,12,0,12,105,21,0,54,7,.173,312,.240,.327,.567,13,38,.745,5,1371,345,102,39,160,3,2,.213,1.00,0,26.00,99,41,916,2,959,.998,9.38,9.99,862.2,102,3,0,2,,,,,,,,,,,,,,,,,,,,29,1,,,,,,,,,,,,8,2.96
643289,Mauricio Dubon,1,10,23,10,1,0,2,4,1,0,11,0,.239,46,.245,.391,.636,0,0,.---,0,149,49,18,8,32,0,2,.214,0.43,0,23.00,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664208,Phil Maton,59,49,54,30,7,1,8,61,22,2,51,7,.242,211,.329,.398,.727,1,2,.667,7,953,,84,,,1,3,,0.91,0,,0,5,1,1,7,.857,0.10,0.96,56.2,59,1,0,1,3.81,56.2,0,2,0,2,13,2,24,1.29,244,170,59,0,0,609,.640,7,0,0,0,.000,16.82,7,2.77,9.69,3.49,8.10,4.76,1.27,25,5,,
606160,Rafael Montero,63,64,48,19,7,1,2,64,21,2,42,2,.194,217,.271,.263,.534,0,7,1.000,8,967,,57,,,1,0,,1.33,0,,0,4,2,1,7,.857,0.10,0.90,60.2,63,0,0,1,2.37,60.2,4,2,13,15,20,2,16,1.04,241,182,63,0,0,616,.640,2,0,1,0,.667,15.94,23,3.05,9.49,3.12,6.23,2.82,0.30,19,4,,
519151,Ryan Pressly,42,35,29,15,2,1,3,53,9,0,28,0,.197,142,.243,.289,.532,1,0,.000,5,588,,41,,,2,1,,1.21,0,,0,3,2,0,5,1.000,0.12,1.13,40.2,42,0,0,0,3.10,40.2,3,3,28,32,0,4,14,0.91,154,122,42,0,0,383,.650,0,0,0,0,.500,14.46,37,5.89,11.73,1.99,6.20,3.32,0.66,4,2,,
592773,Ryne Stanek,53,33,52,7,6,0,2,56,30,1,31,0,.182,170,.302,.253,.555,2,4,.667,5,805,,43,,,0,2,,0.63,0,,0,1,0,0,1,1.000,0.02,0.18,49.1,53,0,0,0,1.09,49.1,2,1,1,4,15,3,6,1.24,202,148,53,0,0,486,.600,0,0,4,0,.667,16.32,10,1.87,10.22,5.47,5.66,1.28,0.36,21,9,,
641820,Trey Mancini,18,26,32,16,5,0,8,38,15,0,25,1,.208,120,.299,.450,.749,0,0,.---,2,551,137,54,21,53,0,1,.227,0.81,0,15.00,16,0,0,0,0,.000,0.00,-.--,0.0,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,22,94,165,62,25,1,22,81,55,4,117,10,.258,453,.349,.464,.813,9,42,.824,9,2147,522,210,82,216,0,4,.268,0.57,0,20.59,21,0,0,0,0,.000,0.00,-.--,0.0,22,0,0,0,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,4,2.60
673237,Yainer Diaz,1,1,2,0,0,0,0,0,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,14,4,0,1,2,0,0,.000,0.50,0,-.--,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0.00
670541,Yordan Alvarez,68,110,96,89,22,2,37,94,72,9,128,6,.303,422,.407,.628,1.035,1,1,.500,12,1995,506,265,89,197,0,6,.306,1.15,0,11.40,68,0,0,0,0,.000,0.00,-.--,0.0,68,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493329,Yuli Gurriel,1,130,180,50,37,0,8,66,28,0,120,6,.243,493,.291,.367,.658,0,8,1.000,13,1931,530,181,46,238,0,3,.265,0.72,0,61.62,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,13,20,53,17,9,0,8,32,16,0,30,3,.222,135,.318,.467,.785,0,3,1.000,0,605,,63,,,0,0,,0.38,0,,6,1,1,0,2,1.000,0.15,0.51,35.0,13,0,0,0,4.37,35.0,0,2,0,0,0,0,17,1.31,154,105,13,0,0,379,.630,3,0,1,0,.000,17.29,7,2.00,8.23,4.11,7.71,4.37,2.06,2,0,,
647351,Abraham Toro,21,80,103,32,12,1,9,53,21,1,52,1,.182,285,.239,.326,.565,0,1,1.000,4,1168,310,93,30,114,0,3,.190,0.78,0,31.67,18,0,0,0,0,.000,0.00,-.--,0.0,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624428,Adam Frazier,8,151,170,59,19,4,3,65,44,1,118,5,.238,495,.304,.311,.615,5,9,.643,13,2005,553,154,35,193,4,5,.266,0.89,0,165.00,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662253,Andres Munoz,58,42,36,19,4,0,5,90,15,3,39,4,.190,205,.257,.283,.540,1,5,.833,4,944,,58,,,0,2,,1.17,0,,0,4,3,0,7,1.000,0.12,1.09,58.2,58,0,0,0,2.61,58.2,2,5,3,6,21,3,17,0.92,226,176,58,0,0,645,.680,4,0,4,0,.286,16.09,10,6.00,13.81,2.30,5.98,2.91,0.77,22,3,,
663728,Cal Raleigh,106,55,107,41,18,1,23,109,34,0,69,2,.205,336,.279,.470,.749,23,48,.676,5,1470,376,158,54,162,0,4,.221,0.51,1,14.61,92,25,848,6,879,.993,8.24,9.23,851.0,106,3,0,4,,,,,,,,,,,,,,,,,,,,22,0,,,,,,,,,,,,3,3.11
467793,Carlos Santana,33,51,68,27,5,0,13,43,28,1,35,2,.179,195,.286,.405,.691,0,0,.---,7,919,227,79,31,82,0,2,.156,0.75,0,15.00,32,0,0,0,0,.000,0.00,-.--,0.0,33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623167,Chris Flexen,27,107,179,57,25,3,16,87,48,3,125,2,.254,492,.321,.415,.736,0,4,1.000,6,2041,,204,,,2,4,,0.60,0,,21,9,6,1,16,.938,0.56,1.06,127.0,27,1,0,1,3.83,127.0,7,9,2,2,0,0,54,1.36,548,381,27,0,0,1257,.620,2,0,6,0,.438,16.07,6,1.81,6.17,3.40,8.86,4.04,1.13,0,0,,
592200,Curt Casali,1,20,29,13,3,0,4,36,15,0,25,1,.231,108,.325,.370,.695,3,13,.813,1,566,126,40,14,55,0,2,.300,0.69,1,27.00,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,1,3.26
660636,Diego Castillo,1,3,1,8,0,0,1,1,3,0,6,1,.545,11,.667,.818,1.485,0,0,.---,1,60,265,9,27,89,0,0,.230,3.00,0,22.27,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,36.00,2.0,0,0,0,0,0,0,8,4.50,15,6,2,0,0,26,.430,1,0,0,0,.---,30.00,2,0.33,4.50,13.50,27.00,36.00,4.50,0,0,,
664238,Dylan Moore,2,24,45,31,8,2,6,64,27,1,34,11,.206,165,.353,.388,.741,5,15,.750,2,924,206,64,19,95,1,1,.292,0.53,1,27.50,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657024,Erik Swanson,51,29,50,6,6,0,3,63,8,1,32,1,.186,172,.227,.273,.500,1,2,.667,1,785,,47,,,2,0,,0.58,0,,1,4,3,0,7,1.000,0.14,1.31,48.1,51,0,0,0,1.12,48.1,2,0,3,4,13,1,6,0.83,183,145,51,0,0,543,.690,1,0,1,1,1.000,16.24,8,7.88,11.73,1.49,5.96,1.12,0.56,9,1,,
669923,George Kirby,22,101,122,44,19,1,12,123,15,0,117,5,.255,459,.284,.379,.663,3,9,.750,8,1842,,174,,,1,3,,0.83,0,,22,9,7,0,16,1.000,0.73,1.23,117.2,22,1,0,0,2.98,117.2,7,4,0,0,0,0,39,1.12,483,353,22,0,0,1266,.690,5,0,4,1,.636,15.65,0,8.20,9.41,1.15,8.95,3.37,0.92,0,0,,
641487,J.P. Crawford,130,140,150,53,24,2,6,70,57,0,118,6,.251,471,.336,.348,.684,2,3,.600,9,2187,541,164,38,182,2,5,.280,0.93,0,78.50,129,294,146,13,453,.971,3.38,3.50,1130.0,130,64,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571875,Jake Lamb,5,3,8,3,1,0,1,13,3,0,5,1,.172,29,.273,.310,.583,0,0,.---,0,159,33,9,2,14,0,0,.267,0.38,0,29.00,3,0,7,0,7,1.000,1.40,2.86,22.0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608385,Jesse Winker,12,106,141,46,15,0,13,97,79,1,95,2,.218,436,.338,.342,.680,0,0,.---,8,2126,520,149,48,179,0,3,.249,0.75,0,33.54,11,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677594,Julio Rodriguez,125,107,108,80,23,3,27,140,40,4,137,8,.279,491,.343,.503,.846,7,25,.781,6,2033,540,247,73,176,0,1,.338,0.99,0,18.18,125,3,352,6,361,.983,2.84,2.91,1097.2,125,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669302,Logan Gilbert,29,136,194,64,37,2,17,156,45,2,156,5,.245,636,.299,.390,.689,4,6,.600,10,2740,,248,,,3,3,,0.70,0,,29,13,14,1,28,.964,0.93,1.46,166.2,29,1,0,1,3.19,166.2,12,6,0,0,0,0,59,1.21,692,500,29,0,0,1776,.650,5,0,4,0,.667,16.44,0,3.47,8.42,2.43,8.42,3.46,0.92,0,0,,
622379,Luis Castillo,3,5,3,0,0,0,0,4,0,0,2,0,.143,14,.143,.143,.286,0,0,.---,0,60,,2,,,0,0,,1.67,0,,0,0,0,0,0,.000,0.00,0.00,3.2,3,0,0,0,0.00,3.2,0,0,0,0,0,0,0,0.55,14,11,3,0,0,38,.630,0,0,0,0,.---,16.36,1,-.--,9.82,0.00,4.91,0.00,0.00,2,0,,
594835,Marco Gonzales,28,175,200,80,41,0,24,88,45,1,165,7,.267,619,.321,.449,.770,2,8,.800,15,2480,,278,,,3,6,,0.88,0,,28,8,7,0,15,1.000,0.54,0.85,159.2,28,1,0,0,3.89,159.2,10,13,0,0,0,0,69,1.32,680,479,28,0,0,1632,.660,7,0,1,1,.435,15.53,0,1.96,4.96,2.54,9.30,4.51,1.35,0,0,,
666374,Matt Brash,31,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,5,5,3,1,9,.889,0.26,1.60,45.0,31,1,0,0,4.20,45.0,3,4,0,0,7,0,21,1.58,197,135,31,0,0,519,.620,2,0,3,0,.429,18.53,2,1.90,11.00,5.80,8.40,4.20,0.60,12,0,,
571510,Matthew Boyd,4,6,4,0,0,0,0,4,5,2,1,0,.067,15,.300,.067,.367,0,0,.---,1,62,,1,,,0,0,,1.50,0,,0,0,1,0,1,1.000,0.25,1.80,5.0,4,0,0,0,0.00,5.0,1,0,0,0,0,0,0,1.20,20,15,4,0,0,36,.580,0,0,0,0,1.000,12.40,0,0.80,7.20,9.00,1.80,0.00,0.00,0,0,,
670036,Matthew Festa,47,31,47,22,6,2,9,57,14,0,39,2,.227,172,.293,.442,.735,0,5,1.000,3,773,,76,,,2,0,,0.66,0,,0,4,4,0,8,1.000,0.17,1.57,46.1,47,1,0,0,4.08,46.1,2,0,2,3,6,1,21,1.14,190,139,47,0,0,517,.670,2,0,1,0,1.000,16.68,12,4.07,11.07,2.72,7.58,4.27,1.75,11,6,,
571745,Mitch Haniger,12,33,50,19,6,0,7,43,12,1,38,1,.233,163,.288,.399,.687,0,0,.---,4,711,177,65,23,60,0,1,.272,0.66,0,23.29,12,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623149,Paul Sewald,60,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,0,12,3,0,15,1.000,0.25,2.33,58.1,60,0,0,0,2.62,58.1,4,4,19,24,6,5,17,0.77,222,175,60,0,0,593,.660,4,0,1,0,.500,15.48,36,4.19,10.34,2.47,4.47,2.93,1.23,14,5,,
682171,Penn Murfee,56,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,1,2,2,0,4,1.000,0.07,0.60,60.1,56,0,0,0,2.54,60.1,4,0,0,0,6,0,17,0.90,234,181,56,0,0,587,.680,2,0,2,0,1.000,14.20,13,4.33,9.70,2.24,5.82,2.54,0.75,24,4,,
592662,Robbie Ray,29,138,161,72,28,5,28,194,54,0,146,7,.229,638,.296,.420,.716,8,15,.652,12,2759,,268,,,0,1,,0.86,0,,29,17,6,0,23,1.000,0.79,1.21,171.2,29,1,0,0,3.72,171.2,12,10,0,0,0,0,71,1.17,700,515,29,0,0,1776,.640,7,0,5,6,.545,16.07,0,3.59,10.17,2.83,7.65,3.77,1.47,0,0,,
664059,Sam Haggerty,6,36,28,26,8,1,5,43,11,2,41,3,.281,146,.342,.452,.794,1,12,.923,3,587,162,66,18,66,1,1,.364,1.29,0,29.20,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666211,Taylor Trammell,2,22,26,15,9,0,4,30,12,0,20,0,.208,96,.294,.427,.721,1,2,.667,1,397,110,41,10,45,1,1,.254,0.85,0,24.00,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664034,Ty France,7,143,133,55,23,0,19,81,31,3,132,18,.272,485,.336,.437,.773,0,0,.---,14,1949,539,212,73,188,0,4,.290,1.08,1,25.53,7,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,13,20,53,17,9,0,8,32,16,0,30,3,.222,135,.318,.467,.785,0,3,1.000,0,605,,63,,,0,0,,0.38,0,,6,1,1,0,2,1.000,0.15,0.51,35.0,13,0,0,0,4.37,35.0,0,2,0,0,0,0,17,1.31,154,105,13,0,0,379,.630,3,0,1,0,.000,17.29,7,2.00,8.23,4.11,7.71,4.37,2.06,2,0,,
571901,Aaron Loup,58,60,50,36,13,0,4,50,20,3,48,7,.231,208,.319,.351,.670,2,5,.714,2,882,,73,,,0,0,,1.20,0,,0,9,0,0,9,1.000,0.16,1.56,52.1,58,0,0,0,3.96,52.1,0,5,1,4,16,3,23,1.30,235,157,58,0,0,574,.650,7,0,0,1,.000,16.85,7,2.50,8.60,3.44,8.25,6.19,0.69,29,6,,
681806,Andrew Wantz,36,27,53,18,3,0,8,39,17,0,32,2,.213,150,.300,.393,.693,1,2,.667,5,700,,59,,,0,1,,0.51,0,,1,3,2,0,5,1.000,0.14,1.10,41.2,36,0,0,0,3.67,41.2,2,1,0,1,5,1,17,1.18,170,125,36,0,0,434,.620,2,1,1,0,.667,16.80,7,2.29,8.42,3.67,6.91,3.89,1.73,15,3,,
642545,Jaime Barria,30,77,88,28,12,3,10,49,19,0,56,2,.211,266,.267,.391,.658,0,2,1.000,10,1033,,104,,,3,1,,0.88,0,,1,10,3,0,13,1.000,0.43,1.60,73.2,30,1,0,0,2.69,73.2,2,3,0,3,3,3,22,1.02,291,221,30,0,0,689,.670,2,0,3,1,.400,14.02,20,2.58,5.99,2.32,6.84,3.42,1.22,15,7,,
623474,Jimmy Herget,42,54,66,18,15,0,4,58,15,3,42,3,.194,217,.254,.318,.572,0,6,1.000,4,894,,69,,,2,1,,0.82,0,,1,6,4,0,10,1.000,0.24,1.48,61.1,42,0,0,0,2.49,61.1,2,1,5,8,4,3,17,0.93,238,184,42,0,0,589,.660,3,0,0,0,.667,14.58,9,3.87,8.51,2.20,6.16,2.64,0.59,26,9,,
666176,Jo Adell,1,44,45,19,10,1,7,89,10,0,50,3,.220,227,.261,.366,.627,2,4,.667,6,1000,242,83,21,110,0,1,.326,0.98,1,32.43,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665896,Jose Marte,10,3,13,9,0,1,2,13,15,0,8,0,.216,37,.442,.432,.874,0,2,1.000,1,232,,16,,,0,0,,0.23,0,,0,0,0,0,0,.000,0.00,0.00,10.0,10,0,0,0,8.10,10.0,0,0,0,0,0,0,9,2.30,52,30,10,0,0,123,.530,0,0,0,0,.---,23.20,4,0.87,11.70,13.50,7.20,8.10,1.80,6,2,,
650671,Jose Quijada,36,17,43,14,10,0,3,40,18,4,22,2,.182,121,.296,.339,.635,1,1,.500,1,583,,41,,,0,1,,0.40,0,,0,3,0,1,4,.750,0.08,0.82,33.2,36,0,0,1,3.48,33.2,0,4,3,5,8,2,13,1.19,142,101,36,0,0,373,.640,2,0,1,0,.000,17.32,9,2.22,10.69,4.81,5.88,3.74,0.80,21,4,,
660761,Jose Suarez,19,77,106,40,19,0,12,87,31,2,86,3,.243,354,.308,.398,.706,1,1,.500,3,1509,,141,,,1,1,,0.73,0,,17,2,2,1,5,.800,0.21,0.40,91.1,19,0,0,1,3.84,91.1,6,7,0,0,0,0,39,1.28,390,274,19,0,0,994,.660,3,0,1,0,.462,16.52,0,2.81,8.57,3.05,8.47,3.94,1.18,1,0,,
435559,Kurt Suzuki,2,28,55,10,4,0,4,29,15,0,24,1,.179,134,.263,.299,.562,6,34,.850,3,574,152,40,14,53,0,2,.194,0.51,1,33.50,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,14,0,,,,,,,,,,,,2,4.15
650859,Luis Rengifo,4,123,111,39,22,4,13,68,15,0,113,4,.273,414,.305,.440,.745,2,6,.750,9,1556,434,182,44,182,1,0,.300,1.11,0,31.85,0,0,0,0,0,.000,0.00,0.00,5.1,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642423,Magneuris Sierra,2,27,21,6,1,3,0,20,4,0,15,0,.183,82,.221,.268,.489,1,6,.857,0,314,87,22,5,31,1,0,.242,1.29,0,-.--,0,0,1,0,1,1.000,0.50,4.50,2.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622110,Matt Duffy,32,53,45,9,6,0,1,41,13,0,45,1,.245,184,.298,.293,.591,0,0,.---,4,737,198,54,12,67,0,0,.310,1.18,0,184.00,29,47,19,1,67,.985,2.06,2.33,255.2,32,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642136,Matt Thaiss,3,9,6,5,0,0,2,15,3,0,10,0,.256,39,.302,.410,.712,1,4,.800,1,164,43,16,4,16,0,1,.348,1.50,0,19.50,0,3,2,0,5,1.000,1.67,11.25,4.0,3,1,0,0,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,0,4.74
545358,Max Stassi,1,84,69,29,11,1,8,105,37,0,56,1,.179,313,.267,.297,.564,12,43,.782,12,1351,352,93,27,136,0,1,.239,1.22,1,39.12,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,32,0,,,,,,,,,,,,8,3.73
547179,Michael Lorenzen,15,99,72,44,16,0,11,63,36,0,73,4,.239,306,.326,.399,.725,1,0,.000,13,1358,,122,,,0,1,,1.38,0,,15,9,7,1,17,.941,1.07,1.78,81.2,15,1,0,1,4.74,81.2,7,6,0,0,0,0,43,1.33,347,245,15,0,0,837,.620,4,0,3,0,.538,16.63,0,1.75,6.94,3.97,8.04,4.85,1.21,0,0,,
