,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
571745,Mitch Haniger,12.0,33.0,48.0,19.0,6.0,0.0,7.0,40.0,11.0,1.0,38.0,0.0,158.0,0.0,0.0,4.0,170.0,65.0,59.0,0.0,1.0,0.0,0.241,0.288,0.411,0.699,23.0,0.69,0.23529411764705882,0.041176470588235294,0.2235294117647059,0.13529411764705881,0.2767857142857143,0.24463225806451613,0.03558126227928846,98.51521704731262,-0.10208345156519213,0.29044287692903553,0.046179225151725234,95.29781456934883,-0.2957425681883925,0.7040903225806453,0.1045578425475916,99.27703557094945,-0.04868427328469774,81.51612903225806,38.04736536072286,46.61654135338346,-1.1437356731454718,40.851612903225806,23.03323221657546,56.301326595072645,-0.7750372477198058
664059,Sam Haggerty,6.0,30.0,25.0,25.0,8.0,1.0,4.0,38.0,10.0,2.0,38.0,3.0,129.0,1.0,11.0,2.0,144.0,60.0,59.0,1.0,1.0,0.0,0.295,0.357,0.465,0.822,15.0,1.20,0.2638888888888889,0.027777777777777776,0.2638888888888889,0.10416666666666667,0.38636363636363635,0.24463225806451613,0.03558126227928846,120.58916609525818,1.4155692830718507,0.29044287692903553,0.046179225151725234,133.02568837246343,2.077140946376777,0.7040903225806453,0.1045578425475916,116.74638517785472,1.1276980716744007,81.51612903225806,38.04736536072286,46.61654135338346,-1.1437356731454718,40.851612903225806,23.03323221657546,36.718256475047376,-1.1223614931742905
666211,Taylor Trammell,2.0,21.0,25.0,14.0,9.0,0.0,3.0,28.0,12.0,0.0,19.0,0.0,91.0,1.0,2.0,1.0,105.0,37.0,42.0,1.0,1.0,0.0,0.209,0.298,0.407,0.705,9.0,0.84,0.26666666666666666,0.02857142857142857,0.18095238095238095,0.08571428571428572,0.26229508196721313,0.24463225806451613,0.03558126227928846,85.43435835223376,-1.0014332202389955,0.29044287692903553,0.046179225151725234,90.30866404456536,-0.6095337214806172,0.7040903225806453,0.1045578425475916,100.12919896640824,0.008700231347453461,81.51612903225806,38.04736536072286,23.30827067669173,-1.6431132205751848,40.851612903225806,23.03323221657546,22.030953885028424,-1.382854677265154
664034,Ty France,7.0,137.0,124.0,52.0,23.0,0.0,18.0,78.0,31.0,3.0,129.0,17.0,464.0,0.0,0.0,13.0,517.0,206.0,178.0,0.0,4.0,1.0,0.278,0.343,0.444,0.787,71.0,1.10,0.15087040618955513,0.03481624758220503,0.2495164410058027,0.13733075435203096,0.29838709677419356,0.24463225806451613,0.03558126227928846,113.63995991349756,0.9377897184638938,0.29044287692903553,0.046179225151725234,102.73520904666533,0.17203016765778792,0.7040903225806453,0.1045578425475916,111.77543203767843,0.7929551279868532,81.51612903225806,38.04736536072286,158.25089038385437,1.2480199487547328,40.851612903225806,23.03323221657546,173.79974731522424,1.3089082250071025
623205,Andrew Velazquez,120.0,80.0,65.0,36.0,8.0,0.0,8.0,115.0,15.0,0.0,59.0,3.0,310.0,1.0,15.0,3.0,337.0,91.0,133.0,6.0,3.0,0.0,0.19,0.233,0.294,0.527,26.0,1.23,0.34124629080118696,0.02373887240356083,0.17507418397626112,0.0771513353115727,0.26842105263157895,0.24463225806451613,0.03558126227928846,77.6675985020307,-1.5354221453890657,0.29044287692903553,0.046179225151725234,92.41784665876408,-0.4768773019707945,0.7040903225806453,0.1045578425475916,74.84835156779738,-1.6937067394063632,81.51612903225806,38.04736536072286,72.37831420656904,-0.5917920680915785,40.851612903225806,23.03323221657546,63.644977890082124,-0.644790655674374
664058,David Fletcher,31.0,51.0,72.0,18.0,9.0,1.0,2.0,14.0,7.0,0.0,48.0,2.0,183.0,0.0,1.0,5.0,194.0,65.0,50.0,2.0,0.0,0.0,0.262,0.297,0.355,0.652,15.0,0.71,0.07216494845360824,0.010309278350515464,0.24742268041237114,0.07731958762886598,0.2754491017964072,0.24463225806451613,0.03558126227928846,107.0995305659581,0.48811483412699175,0.29044287692903553,0.046179225151725234,94.83761650787814,-0.32468658976769726,0.7040903225806453,0.1045578425475916,92.60175563985558,-0.4981962262365477,81.51612903225806,38.04736536072286,58.88405223585279,-0.8809053850245702,40.851612903225806,23.03323221657546,36.718256475047376,-1.1223614931742905
666176,Jo Adell,15.0,42.0,43.0,18.0,10.0,1.0,7.0,86.0,10.0,0.0,47.0,3.0,217.0,2.0,4.0,6.0,232.0,80.0,105.0,0.0,1.0,1.0,0.217,0.26,0.369,0.629,21.0,0.98,0.3706896551724138,0.03017241379310345,0.2025862068965517,0.09051724137931035,0.32,0.24463225806451613,0.03558126227928846,88.70457302600347,-0.7765957780705444,0.29044287692903553,0.046179225151725234,110.17657013436974,0.6400523822964196,0.7040903225806453,0.1045578425475916,89.33512929059685,-0.718170160659794,81.51612903225806,38.04736536072286,57.65730114760586,-0.9071884138366604,40.851612903225806,23.03323221657546,51.40555906506633,-0.861868309083427
650859,Luis Rengifo,4.0,110.0,108.0,35.0,20.0,4.0,11.0,64.0,14.0,0.0,106.0,3.0,387.0,1.0,6.0,5.0,405.0,167.0,172.0,1.0,0.0,0.0,0.274,0.304,0.432,0.736,40.0,1.02,0.1580246913580247,0.027160493827160494,0.2617283950617284,0.09876543209876543,0.30448717948717946,0.24463225806451613,0.03558126227928846,112.0048525766127,0.8253709973796682,0.29044287692903553,0.046179225151725234,104.83547839308017,0.30412598981469136,0.7040903225806453,0.1045578425475916,104.53204317627869,0.305186838613568,81.51612903225806,38.04736536072286,130.03561535417492,0.643510286076659,40.851612903225806,23.03323221657546,97.91535060012635,-0.03697322612902579
622110,Matt Duffy,25.0,47.0,39.0,7.0,6.0,0.0,0.0,34.0,10.0,0.0,40.0,1.0,160.0,0.0,0.0,3.0,171.0,46.0,55.0,0.0,0.0,0.0,0.25,0.298,0.288,0.586,8.0,1.21,0.19883040935672514,0.0,0.23391812865497075,0.04678362573099415,0.31746031746031744,0.24463225806451613,0.03558126227928846,102.19420855530355,0.15085867087431526,0.29044287692903553,0.046179225151725234,109.30215291108108,0.5850561684938222,0.7040903225806453,0.1045578425475916,83.22795828980884,-1.129425777190211,81.51612903225806,38.04736536072286,49.070043529877324,-1.0911696155212915,40.851612903225806,23.03323221657546,19.583070120025265,-1.4262702079469647
545358,Max Stassi,1.0,82.0,64.0,27.0,10.0,1.0,8.0,96.0,36.0,0.0,55.0,1.0,296.0,11.0,43.0,12.0,334.0,91.0,132.0,0.0,1.0,1.0,0.186,0.275,0.307,0.582,27.0,1.28,0.2874251497005988,0.023952095808383235,0.16467065868263472,0.08083832335329341,0.24352331606217617,0.24463225806451613,0.03558126227928846,76.03249116514584,-1.6478408664732913,0.29044287692903553,0.046179225151725234,83.84551159837075,-1.0160317916271158,0.7040903225806453,0.1045578425475916,82.65984935950299,-1.167682113611645,81.51612903225806,38.04736536072286,67.47130985358132,-0.6969241833399391,40.851612903225806,23.03323221657546,66.09286165508527,-0.6013751249925634
545361,Mike Trout,6.0,41.0,100.0,69.0,19.0,2.0,33.0,117.0,44.0,6.0,99.0,6.0,357.0,0.0,1.0,4.0,407.0,221.0,125.0,0.0,0.0,0.0,0.277,0.366,0.619,0.985,64.0,0.41,0.28746928746928746,0.08108108108108109,0.24324324324324326,0.15724815724815724,0.3188405797101449,0.24463225806451613,0.03558126227928846,113.23118307927633,0.9096850381928374,0.29044287692903553,0.046179225151725234,109.77737966286838,0.6149454151256681,0.7040903225806453,0.1045578425475916,139.8968240878186,2.6866437808478403,81.51612903225806,38.04736536072286,121.44835773644638,0.459529084392028,40.851612903225806,23.03323221657546,156.66456096020212,1.0049995102344285
660271,Shohei Ohtani,129.0,113.0,113.0,79.0,22.0,6.0,33.0,140.0,66.0,13.0,132.0,4.0,495.0,9.0,11.0,5.0,568.0,265.0,164.0,0.0,3.0,0.0,0.267,0.356,0.535,0.891,86.0,1.00,0.24647887323943662,0.058098591549295774,0.2323943661971831,0.15140845070422534,0.3046153846153846,0.24463225806451613,0.03558126227928846,109.14341473706419,0.6286382354822736,0.29044287692903553,0.046179225151725234,104.87961964714042,0.306902240992227,0.7040903225806453,0.1045578425475916,126.54626422563085,1.7876198749441394,81.51612903225806,38.04736536072286,161.93114364859517,1.3268690351910033,40.851612903225806,23.03323221657546,210.51800379027162,1.9601411852342614
621493,Taylor Ward,2.0,79.0,123.0,59.0,15.0,2.0,18.0,102.0,53.0,0.0,106.0,4.0,406.0,3.0,3.0,3.0,467.0,179.0,144.0,0.0,4.0,0.0,0.261,0.349,0.441,0.79,50.0,0.64,0.21841541755888652,0.03854389721627409,0.22698072805139186,0.10706638115631692,0.30344827586206896,0.24463225806451613,0.03558126227928846,106.6907537317369,0.4600101538559354,0.29044287692903553,0.046179225151725234,104.47778202397129,0.28162878199673635,0.7040903225806453,0.1045578425475916,112.20151373540783,0.8216473803029287,81.51612903225806,38.04736536072286,130.03561535417492,0.643510286076659,40.851612903225806,23.03323221657546,122.39418825015792,0.3971820806890801
666969,Adolis Garcia,10.0,105.0,135.0,74.0,26.0,4.0,22.0,156.0,31.0,1.0,129.0,4.0,521.0,3.0,23.0,6.0,560.0,229.0,230.0,0.0,4.0,0.0,0.248,0.293,0.44,0.733,84.0,0.78,0.2785714285714286,0.039285714285714285,0.23035714285714284,0.15,0.30835734870317005,0.24463225806451613,0.03558126227928846,101.37665488686112,0.0946493103322025,0.29044287692903553,0.046179225151725234,106.16798454950975,0.38793357219128755,0.7040903225806453,0.1045578425475916,104.10596147854929,0.27649458629749235,81.51612903225806,38.04736536072286,158.25089038385437,1.2480199487547328,40.851612903225806,23.03323221657546,205.6222362602653,1.8733101238706402
669352,Bubba Thompson,2.0,21.0,18.0,11.0,2.0,0.0,1.0,33.0,6.0,0.0,27.0,2.0,97.0,1.0,10.0,0.0,107.0,32.0,38.0,2.0,0.0,0.0,0.278,0.333,0.33,0.663,7.0,1.17,0.308411214953271,0.009345794392523364,0.2523364485981308,0.06542056074766354,0.4126984126984127,0.24463225806451613,0.03558126227928846,113.63995991349756,0.9377897184638938,0.29044287692903553,0.046179225151725234,142.0927987844054,2.6474141860912046,0.7040903225806453,0.1045578425475916,94.16405519819669,-0.3929913010776038,81.51612903225806,38.04736536072286,33.122279382667195,-1.4328489900784636,40.851612903225806,23.03323221657546,17.13518635502211,-1.4696857386287752
518586,Charlie Culberson,8.0,35.0,21.0,18.0,6.0,0.0,1.0,29.0,5.0,0.0,28.0,0.0,109.0,3.0,2.0,5.0,118.0,37.0,43.0,4.0,0.0,0.0,0.257,0.289,0.339,0.628,11.0,1.67,0.2457627118644068,0.00847457627118644,0.23728813559322035,0.09322033898305085,0.34177215189873417,0.24463225806451613,0.03558126227928846,105.05564639485205,0.3475914327717099,0.29044287692903553,0.046179225151725234,117.67276082389174,1.1115230885977956,0.7040903225806453,0.1045578425475916,89.1931020580204,-0.7277342447651525,81.51612903225806,38.04736536072286,34.34903047091413,-1.4065659612663735,40.851612903225806,23.03323221657546,26.926721415034745,-1.2960236159015328
608369,Corey Seager,7.0,148.0,155.0,77.0,19.0,1.0,29.0,89.0,53.0,7.0,127.0,6.0,514.0,0.0,3.0,9.0,578.0,235.0,180.0,0.0,5.0,0.0,0.247,0.322,0.457,0.779,74.0,0.95,0.15397923875432526,0.050173010380622836,0.21972318339100347,0.12802768166089964,0.24438902743142144,0.24463225806451613,0.03558126227928846,100.96787805263992,0.06654463006114612,0.29044287692903553,0.046179225151725234,84.14357756521379,-0.99728502040259,0.7040903225806453,0.1045578425475916,110.6392141770667,0.7164424551439849,81.51612903225806,38.04736536072286,155.7973882073605,1.1954538911305526,40.851612903225806,23.03323221657546,181.14339861023373,1.4391548170525343
641680,Jonah Heim,6.0,87.0,113.0,47.0,20.0,1.0,13.0,76.0,40.0,0.0,82.0,1.0,356.0,12.0,49.0,9.0,399.0,143.0,155.0,0.0,2.0,0.0,0.23,0.308,0.402,0.71,44.0,0.77,0.19047619047619047,0.03258145363408521,0.20551378446115287,0.11027568922305764,0.25650557620817843,0.24463225806451613,0.03558126227928846,94.01867187087927,-0.4112349345468115,0.29044287692903553,0.046179225151725234,88.31532689674152,-0.7349040744913672,0.7040903225806453,0.1045578425475916,100.83933512929057,0.056520651874246125,81.51612903225806,38.04736536072286,100.59358923624853,0.01271759458649525,40.851612903225806,23.03323221657546,107.70688566013898,0.13668889659821656
