,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,baseOnBallsperplateAppearance,totalBasesperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score,baseOnBalls_mean,baseOnBalls_std,normalized_baseOnBalls,baseOnBalls_z_score,totalBases_mean,totalBases_std,normalized_totalBases,totalBases_z_score
605131,Austin Barnes,58.0,53.0,47.0,31.0,6.0,0.0,8.0,34.0,24.0,0.0,38.0,3.0,169.0,1.0,2.0,5.0,199.0,68.0,82.0,2.0,1.0,0.0,0.225,0.33,0.402,0.732,25.0,1.13,0.1708542713567839,0.04020100502512563,0.19095477386934673,0.12562814070351758,0.12060301507537688,0.3417085427135678,0.234375,0.24369277108433737,0.034033791703674425,92.32936988604058,-0.5492415081778625,0.2940070887167199,0.043586129630657326,79.71746566485808,-1.3681437012653734,0.7165120481927709,0.0929653397746485,102.16157590738266,0.16659920616406546,84.43373493975903,42.28881728279714,45.00570776255708,-1.0980145088769844,43.6566265060241,25.96354410495531,57.265075203532504,-0.7185701008539647,32.704819277108435,19.11377991644808,73.38368023577085,-0.45542113151662017,140.33734939759037,73.89358066324,48.45467032967032,-0.9789395607618212
621035,Chris Taylor,4.0,54.0,96.0,43.0,24.0,3.0,10.0,158.0,44.0,2.0,85.0,5.0,390.0,1.0,10.0,4.0,442.0,145.0,207.0,0.0,3.0,0.0,0.218,0.303,0.372,0.675,41.0,0.56,0.3574660633484163,0.02262443438914027,0.19230769230769232,0.09276018099547512,0.09954751131221719,0.32805429864253394,0.3333333333333333,0.24369277108433737,0.034033791703674425,89.4569006006971,-0.7549194432415675,0.2940070887167199,0.043586129630657326,113.37595116779815,0.902265123098987,0.7165120481927709,0.0929653397746485,94.20637122607009,-0.44653252807334054,84.43373493975903,42.28881728279714,100.67066210045664,0.013390420839963266,43.6566265060241,25.96354410495531,93.91472333379329,-0.10232141248840762,32.704819277108435,19.11377991644808,134.53674709891322,0.5909443748053029,140.33734939759037,73.89358066324,103.32245879120879,0.06309953531226246
641355,Cody Bellinger,136.0,95.0,145.0,68.0,27.0,3.0,17.0,143.0,38.0,0.0,97.0,2.0,476.0,2.0,14.0,7.0,520.0,181.0,225.0,0.0,4.0,0.0,0.204,0.263,0.38,0.643,60.0,0.66,0.275,0.032692307692307694,0.18653846153846154,0.11538461538461539,0.07307692307692308,0.34807692307692306,0.25,0.24369277108433737,0.034033791703674425,83.71196203001013,-1.1662753133689772,0.2940070887167199,0.043586129630657326,85.03196337584862,-1.009658097418369,0.7165120481927709,0.0929653397746485,89.74029140498232,-0.7907468350136394,84.43373493975903,42.28881728279714,114.88299086757992,0.2971533816187584,43.6566265060241,25.96354410495531,137.436180488478,0.6294739049456913,32.704819277108435,19.11377991644808,116.19082703997053,0.277034722908726,140.33734939759037,73.89358066324,128.9749313186813,0.5502866451650809
518692,Freddie Freeman,151.0,136.0,167.0,112.0,46.0,2.0,20.0,97.0,78.0,12.0,191.0,5.0,584.0,3.0,12.0,6.0,674.0,301.0,197.0,0.0,7.0,0.0,0.327,0.407,0.515,0.922,95.0,0.81,0.14391691394658754,0.02967359050445104,0.28338278931750743,0.14094955489614244,0.11572700296735905,0.4465875370919881,0.36075949367088606,0.24369277108433737,0.034033791703674425,134.18535090104564,2.4477798313218346,0.2940070887167199,0.043586129630657326,122.70435221324989,1.5315056766869777,0.7165120481927709,0.0929653397746485,128.6789248450913,2.2103716536220883,84.43373493975903,42.28881728279714,226.21289954337902,2.519963241052654,43.6566265060241,25.96354410495531,217.60728577342348,1.9775179107453473,32.704819277108435,19.11377991644808,238.4969607662553,2.369765735552572,140.33734939759037,73.89358066324,214.48317307692304,2.1742436780078087
666158,Gavin Lux,122.0,111.0,84.0,63.0,19.0,7.0,6.0,89.0,46.0,0.0,113.0,0.0,394.0,2.0,7.0,3.0,443.0,164.0,191.0,0.0,3.0,0.0,0.287,0.359,0.416,0.775,42.0,1.32,0.20090293453724606,0.013544018058690745,0.255079006772009,0.09480812641083522,0.1038374717832957,0.37020316027088035,0.3543046357615894,0.24369277108433737,0.034033791703674425,117.77124069908287,1.272477345243521,0.2940070887167199,0.043586129630657326,120.5088752478914,1.3834113640238845,0.7165120481927709,0.0929653397746485,108.16287066696937,0.629137181115092,84.43373493975903,42.28881728279714,133.83276255707764,0.6755039959904853,43.6566265060241,25.96354410495531,96.2053263419346,-0.06380586946556031,32.704819277108435,19.11377991644808,140.65205378522748,0.6955809254374952,140.33734939759037,73.89358066324,116.86126373626374,0.32022606551236105
608336,Joey Gallo,1.0,29.0,61.0,32.0,4.0,1.0,12.0,106.0,40.0,0.0,37.0,0.0,233.0,0.0,2.0,0.0,273.0,79.0,122.0,0.0,0.0,0.0,0.159,0.282,0.339,0.621,24.0,0.48,0.3882783882783883,0.04395604395604396,0.13553113553113552,0.08791208791208792,0.14652014652014653,0.2893772893772894,0.21739130434782608,0.24369277108433737,0.034033791703674425,65.24608805280201,-2.4884906102070783,0.2940070887167199,0.043586129630657326,73.94083771812923,-1.7578019663164652,0.7165120481927709,0.0929653397746485,86.66986152798448,-1.0273941710350947,84.43373493975903,42.28881728279714,43.82134703196347,-1.1216614222752175,43.6566265060241,25.96354410495531,54.9744721953912,-0.757085643876812,32.704819277108435,19.11377991644808,122.30613372628476,0.3816712735409183,140.33734939759037,73.89358066324,56.292925824175825,-0.8300768327512378
457759,Justin Turner,125.0,95.0,156.0,61.0,36.0,0.0,13.0,86.0,50.0,1.0,128.0,6.0,457.0,0.0,3.0,13.0,521.0,203.0,199.0,0.0,8.0,0.0,0.28,0.353,0.444,0.797,81.0,0.61,0.16506717850287908,0.02495201535508637,0.2456813819577735,0.15547024952015356,0.09596928982725528,0.3896353166986564,0.31420765027322406,0.24369277108433737,0.034033791703674425,114.89877141373941,1.0667994101798177,0.2940070887167199,0.043586129630657326,106.87077364177695,0.4634630724884469,0.7165120481927709,0.0929653397746485,111.2333005439672,0.8657845171365474,84.43373493975903,42.28881728279714,151.59817351598176,1.0302076969639793,43.6566265060241,25.96354410495531,185.5388436594453,1.4383003084254848,32.704819277108435,19.11377991644808,152.88266715785593,0.9048540267018798,140.33734939759037,73.89358066324,144.6514423076923,0.8480121011862476
571970,Max Muncy,24.0,83.0,144.0,68.0,21.0,1.0,21.0,134.0,83.0,1.0,89.0,2.0,444.0,0.0,2.0,2.0,535.0,175.0,207.0,0.0,6.0,0.0,0.2,0.325,0.394,0.719,68.0,0.58,0.2504672897196262,0.03925233644859813,0.16635514018691588,0.12710280373831775,0.15514018691588785,0.32710280373831774,0.2305084745762712,0.24369277108433737,0.034033791703674425,82.07055100981385,-1.2838055619768076,0.2940070887167199,0.043586129630657326,78.4023526719689,-1.4568536981495472,0.7165120481927709,0.0929653397746485,100.34723098006577,0.026762143969569076,84.43373493975903,42.28881728279714,105.40810502283105,0.10797807443289499,43.6566265060241,25.96354410495531,155.7610045536084,0.9375982491284698,32.704819277108435,19.11377991644808,253.78522748204085,2.6313571121330526,140.33734939759037,73.89358066324,124.69951923076923,0.4690887935229444
605141,Mookie Betts,1.0,123.0,183.0,112.0,35.0,3.0,35.0,98.0,53.0,0.0,146.0,8.0,546.0,2.0,12.0,8.0,611.0,292.0,190.0,0.0,4.0,0.0,0.267,0.339,0.535,0.874,81.0,0.67,0.16039279869067102,0.057283142389525366,0.23895253682487724,0.132569558101473,0.0867430441898527,0.4779050736497545,0.26618705035971224,0.24369277108433737,0.034033791703674425,109.5641855981015,0.6848261022043659,0.2940070887167199,0.043586129630657326,90.53763006924889,-0.6382773279653572,0.7165120481927709,0.0929653397746485,121.97980511345965,1.69405019321164,84.43373493975903,42.28881728279714,172.91666666666669,1.455852138132172,43.6566265060241,25.96354410495531,185.5388436594453,1.4383003084254848,32.704819277108435,19.11377991644808,162.0556271873273,1.0618088526501683,140.33734939759037,73.89358066324,208.07005494505492,2.052446900544604
607208,Trea Turner,152.0,151.0,168.0,97.0,39.0,4.0,20.0,120.0,43.0,1.0,187.0,3.0,620.0,3.0,25.0,9.0,674.0,294.0,249.0,0.0,6.0,2.0,0.302,0.347,0.474,0.821,97.0,0.90,0.17804154302670624,0.02967359050445104,0.2774480712166172,0.14391691394658754,0.06379821958456973,0.4362017804154303,0.3436213991769547,0.24369277108433737,0.034033791703674425,123.92653202481891,1.7132157775228887,0.2940070887167199,0.043586129630657326,116.8752089198907,1.138305026866562,0.7165120481927709,0.0929653397746485,114.58286040978302,1.1239452473417704,84.43373493975903,42.28881728279714,221.47545662100455,2.425375587459722,43.6566265060241,25.96354410495531,222.18849178970606,2.0545489967910417,32.704819277108435,19.11377991644808,131.47909375575614,0.5386260994892067,140.33734939759037,73.89358066324,209.4951923076923,2.079512851091983
