,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,babip,difstrikeOutsbaseOnBalls,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,baseOnBallsperplateAppearance,totalBasesperplateAppearance,difstrikeOutsbaseOnBallsperplateAppearance,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,obp_mean,obp_std,normalized_obp,obp_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score,baseOnBalls_mean,baseOnBalls_std,normalized_baseOnBalls,baseOnBalls_z_score,totalBases_mean,totalBases_std,normalized_totalBases,totalBases_z_score,difstrikeOutsbaseOnBalls_mean,difstrikeOutsbaseOnBalls_std,normalized_difstrikeOutsbaseOnBalls,difstrikeOutsbaseOnBalls_z_score
649557,Aledmys Diaz,92.0,77.0,103.0,35.0,13.0,0.0,12.0,53.0,18.0,0.0,74.0,2.0,305.0,1.0,1.0,7.0,327.0,123.0,122.0,0.0,2.0,0.0,0.243,0.287,0.403,0.69,38.0,0.75,0.256198347107438,35.0,0.1620795107033639,0.03669724770642202,0.22629969418960244,0.1162079510703364,0.05504587155963303,0.3761467889908257,0.10703363914373089,0.24182587064676617,0.03529482295412719,100.48552677597877,0.033266333557186195,0.29038574749160034,0.04398695150647888,88.22690139599526,-0.7772168612122813,0.30612935323383084,0.0383771179751633,93.75121887798218,-0.49845726420131115,0.6968258706467663,0.10156778292038861,99.02043380788506,-0.0672050767527003,86.61194029850746,45.69473335863136,85.43856625883164,-0.27600424319196015,43.308457711442784,26.009505533736178,87.74267662263068,-0.20409683315806743,30.507462686567163,19.81340944991171,59.00195694716243,-0.631262515327613,140.96517412935324,78.68388514235001,87.25559398602385,-0.2283208829463843,51.840796019900495,29.73574494380768,67.51439539347409,-0.5663485495898937
608324,Alex Bregman,154.0,130.0,209.0,93.0,38.0,0.0,23.0,77.0,87.0,1.0,142.0,11.0,548.0,2.0,1.0,18.0,656.0,249.0,257.0,0.0,10.0,0.0,0.259,0.366,0.454,0.82,93.0,0.62,0.259825327510917,-10.0,0.1173780487804878,0.0350609756097561,0.21646341463414634,0.14176829268292682,0.1326219512195122,0.3795731707317073,-0.01524390243902439,0.24182587064676617,0.03529482295412719,107.10185775711318,0.4865906077940983,0.29038574749160034,0.04398695150647888,89.47592289061387,-0.6947610355807913,0.30612935323383084,0.0383771179751633,119.55730351686927,1.5600610448370804,0.6968258706467663,0.10156778292038861,117.67645756879095,1.2127283456583933,86.61194029850746,45.69473335863136,163.94968119937963,1.2121322443613776,43.308457711442784,26.009505533736178,214.7386559448593,1.9105146856445907,30.507462686567163,19.81340944991171,285.1761252446184,2.8512274707816414,140.96517412935324,78.68388514235001,176.639373191219,1.3730235317587185,51.840796019900495,29.73574494380768,-19.28982725527831,-2.079678721241471
676801,Chas McCormick,119.0,83.0,83.0,47.0,12.0,2.0,14.0,106.0,46.0,0.0,88.0,1.0,359.0,3.0,4.0,5.0,407.0,146.0,129.0,0.0,1.0,0.0,0.245,0.332,0.407,0.739,44.0,1.00,0.30833333333333335,60.0,0.26044226044226043,0.0343980343980344,0.21621621621621623,0.10810810810810811,0.11302211302211303,0.35872235872235875,0.14742014742014742,0.24182587064676617,0.03529482295412719,101.31256814862057,0.08993186783680021,0.29038574749160034,0.04398695150647888,106.18060149190076,0.40802067947558235,0.30612935323383084,0.0383771179751633,108.45088734317103,0.674116456137014,0.6968258706467663,0.10156778292038861,106.05231968699573,0.41523136707917385,86.61194029850746,45.69473335863136,101.60261933482681,0.0303767983631388,43.308457711442784,26.009505533736178,101.59678345778289,0.02658805980222254,30.507462686567163,19.81340944991171,150.78277886497065,0.7819218268616497,140.96517412935324,78.68388514235001,103.57168066633726,0.06398801815057888,51.840796019900495,29.73574494380768,115.73896353166988,0.2743904346609826
543877,Christian Vazquez,35.0,30.0,30.0,8.0,3.0,0.0,1.0,18.0,4.0,0.0,26.0,0.0,104.0,2.0,0.0,3.0,108.0,32.0,39.0,0.0,0.0,0.0,0.25,0.278,0.308,0.586,10.0,1.00,0.29411764705882354,14.0,0.16666666666666666,0.009259259259259259,0.24074074074074073,0.09259259259259259,0.037037037037037035,0.2962962962962963,0.12962962962962962,0.24182587064676617,0.03529482295412719,103.38017158022508,0.23159570353583525,0.29038574749160034,0.04398695150647888,101.28515245650308,0.08484105943721788,0.30612935323383084,0.0383771179751633,90.81128518494444,-0.7329720082689747,0.6968258706467663,0.10156778292038861,84.09561479916036,-1.0911518146815748,86.61194029850746,45.69473335863136,30.018955712562466,-1.3264535285237278,43.308457711442784,26.009505533736178,23.090178058587018,-1.2806263336394206,30.507462686567163,19.81340944991171,13.11154598825832,-1.3378546864222443,140.96517412935324,78.68388514235001,22.700642337827343,-1.3848474046778474,51.840796019900495,29.73574494380768,27.005758157389636,-1.2725692963606297
676694,Jake Meyers,52.0,40.0,23.0,13.0,6.0,2.0,1.0,54.0,7.0,0.0,34.0,2.0,150.0,1.0,2.0,1.0,160.0,47.0,57.0,0.0,1.0,0.0,0.227,0.269,0.313,0.582,15.0,1.74,0.34375,47.0,0.3375,0.00625,0.2125,0.09375,0.04375,0.29375,0.29375,0.24182587064676617,0.03529482295412719,93.86919579484437,-0.42005794067972513,0.29038574749160034,0.04398695150647888,118.377021933538,1.2131836983642657,0.30612935323383084,0.0383771179751633,87.87135149190665,-0.9674867523366397,0.6968258706467663,0.10156778292038861,83.52158329882478,-1.1305343815249933,86.61194029850746,45.69473335863136,39.25555747027399,-1.1513786476351,43.308457711442784,26.009505533736178,34.63526708788053,-1.088388922839179,30.507462686567163,19.81340944991171,22.945205479452056,-1.1864420783305376,140.96517412935324,78.68388514235001,33.34156843368391,-1.1942111648320017,51.840796019900495,29.73574494380768,90.66218809980806,-0.16279383714947307
665161,Jeremy Pena,136.0,141.0,119.0,72.0,20.0,2.0,22.0,135.0,22.0,0.0,132.0,6.0,521.0,2.0,11.0,5.0,558.0,222.0,199.0,1.0,5.0,3.0,0.253,0.289,0.426,0.715,63.0,1.18,0.2981029810298103,113.0,0.24193548387096775,0.03942652329749104,0.23655913978494625,0.11290322580645161,0.03942652329749104,0.3978494623655914,0.2025089605734767,0.24182587064676617,0.03529482295412719,104.62073363918778,0.31659400495525625,0.29038574749160034,0.04398695150647888,102.65757999656412,0.1754437003226579,0.30612935323383084,0.0383771179751633,94.40453747643502,-0.4463428766307189,0.6968258706467663,0.10156778292038861,102.60813068498236,0.17893596601866404,86.61194029850746,45.69473335863136,152.40392900224023,0.9932886432505925,43.308457711442784,26.009505533736178,145.46812176909822,0.7570902208431408,30.507462686567163,19.81340944991171,72.11350293542075,-0.42937903787200404,140.96517412935324,78.68388514235001,157.4857062186772,1.0298783000361964,51.840796019900495,29.73574494380768,217.9750479846449,2.05675708127284
514888,Jose Altuve,2.0,133.0,150.0,103.0,39.0,0.0,28.0,87.0,66.0,2.0,158.0,10.0,527.0,1.0,18.0,13.0,604.0,281.0,132.0,0.0,1.0,0.0,0.3,0.387,0.533,0.92,57.0,0.89,0.31476997578692495,21.0,0.14403973509933773,0.046357615894039736,0.26158940397350994,0.09437086092715231,0.10927152317880795,0.4652317880794702,0.0347682119205298,0.24182587064676617,0.03529482295412719,124.05620589627009,1.648234060526184,0.29038574749160034,0.04398695150647888,108.39718495344883,0.5543514033186189,0.30612935323383084,0.0383771179751633,126.41714880062406,2.107262114328299,0.6968258706467663,0.10156778292038861,132.02724507718008,2.197292516743851,86.61194029850746,45.69473335863136,182.42288471480268,1.5622820061386333,43.308457711442784,26.009505533736178,131.614014933946,0.5264053278828508,30.507462686567163,19.81340944991171,216.34050880626225,1.7913392141396942,140.96517412935324,78.68388514235001,199.34001552904635,1.779714176763189,51.840796019900495,29.73574494380768,40.50863723608445,-1.0371623807703845
663656,Kyle Tucker,3.0,128.0,183.0,71.0,28.0,1.0,30.0,95.0,59.0,4.0,140.0,1.0,544.0,4.0,25.0,11.0,609.0,260.0,246.0,0.0,2.0,3.0,0.257,0.33,0.478,0.808,107.0,0.70,0.26128266033254155,36.0,0.15599343185550082,0.04926108374384237,0.22988505747126436,0.17569786535303777,0.09688013136288999,0.4269293924466338,0.059113300492610835,0.24182587064676617,0.03529482295412719,106.27481638447138,0.4299250735144843,0.29038574749160034,0.04398695150647888,89.97778389247543,-0.6616300098626332,0.30612935323383084,0.0383771179751633,107.79756874471819,0.6220020685664217,0.6968258706467663,0.10156778292038861,115.95436306778426,1.0945806451281395,86.61194029850746,45.69473335863136,161.64053075995176,1.1683635241392205,43.308457711442784,26.009505533736178,247.06490522688108,2.4487794358852675,30.507462686567163,19.81340944991171,193.3953033268102,1.4380431285923787,140.96517412935324,78.68388514235001,184.44271899484716,1.5128234409790051,51.840796019900495,29.73574494380768,69.44337811900192,-0.5327189902198586
671277,Luis Garcia,59.0,113.0,69.0,29.0,23.0,2.0,7.0,84.0,11.0,1.0,99.0,1.0,360.0,4.0,3.0,5.0,377.0,147.0,148.0,1.0,4.0,0.0,0.275,0.295,0.408,0.703,45.0,1.64,0.336996336996337,73.0,0.22281167108753316,0.01856763925729443,0.2625994694960212,0.11936339522546419,0.029177718832891247,0.38992042440318303,0.19363395225464192,0.24182587064676617,0.03529482295412719,113.71818873824759,0.9399148820310104,0.29038574749160034,0.04398695150647888,116.05126625785411,1.0596458246912464,0.30612935323383084,0.0383771179751633,96.36449327179353,-0.28999971391894225,0.6968258706467663,0.10156778292038861,100.88603618397565,0.06078826548840917,86.61194029850746,45.69473335863136,114.30294675168015,0.27110475958500224,43.308457711442784,26.009505533736178,103.90580126364159,0.06503554196227086,30.507462686567163,19.81340944991171,36.05675146771038,-0.9845586008749286,140.96517412935324,78.68388514235001,104.28107573939435,0.07669710080696858,51.840796019900495,29.73574494380768,140.8157389635317,0.7115747064714383
455117,Martin Maldonado,113.0,86.0,84.0,40.0,12.0,0.0,15.0,116.0,22.0,0.0,64.0,7.0,344.0,16.0,46.0,6.0,379.0,121.0,170.0,4.0,2.0,0.0,0.186,0.248,0.352,0.6,45.0,1.02,0.22790697674418606,94.0,0.30606860158311344,0.0395778364116095,0.16886543535620052,0.11873350923482849,0.05804749340369393,0.31926121372031663,0.24802110817941952,0.24182587064676617,0.03529482295412719,76.91484765568745,-1.5817013934118116,0.29038574749160034,0.04398695150647888,78.484215810481,-1.4203932895465994,0.30612935323383084,0.0383771179751633,81.01150620815186,-1.514687821827858,0.6968258706467663,0.10156778292038861,86.10472505033484,-0.9533128307296109,86.61194029850746,45.69473335863136,73.89281406169222,-0.4948478443027451,43.308457711442784,26.009505533736178,103.90580126364159,0.06503554196227086,30.507462686567163,19.81340944991171,72.11350293542075,-0.42937903787200404,140.96517412935324,78.68388514235001,85.83680383990965,-0.2537390482591637,51.840796019900495,29.73574494380768,181.32437619961613,1.4177954532421744
