,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
592518,Manny Machado,13,106,131,85,34,1,26,110,54,9,149,1,494,1,7,11,551.0,263,215.0,0,2,0,0.302,0.37,0.532,0.902,88.0,0.81,0.1996370235934664,0.047186932849364795,0.27041742286751363,0.15970961887477314,0.3416666666666667,0.24522500000000003,0.035177170627174285,123.15220715669281,1.6139728974149332,0.294652673484853,0.03995439588894287,115.9557327703088,1.176691378653143,0.7160625,0.09848702545203575,125.96665793837829,1.8879390371125948,77.7625,38.44517250979863,191.60906606654876,1.8529634632760066,39.90625,23.763191470590066,220.51683633516052,2.0238758779317187
663757,Trent Grisham,132,108,108,55,15,2,17,128,57,1,79,6,414,0,6,3,486.0,149,180.0,7,2,0,0.191,0.296,0.36,0.656,52.0,1.00,0.26337448559670784,0.03497942386831276,0.16255144032921812,0.10699588477366255,0.22878228782287824,0.24522500000000003,0.035177170627174285,77.88765419512693,-1.541482701229852,0.294652673484853,0.03995439588894287,77.64473511034987,-1.6486392597467356,0.7160625,0.09848702545203575,91.61211486427511,-0.6098519040891442,77.7625,38.44517250979863,101.59138402186143,0.03218869676510339,39.90625,23.763191470590066,130.3054032889585,0.5089278523454029
571976,Wil Myers,36,39,53,23,11,0,4,68,15,1,52,1,209,1,1,6,228.0,75,114.0,0,3,0,0.249,0.298,0.359,0.657,30.0,0.74,0.2982456140350877,0.017543859649122806,0.22807017543859648,0.13157894736842105,0.34285714285714286,0.24522500000000003,0.035177170627174285,101.53940258945863,0.10731391788183765,0.294652673484853,0.03995439588894287,116.35975971375933,1.2064872537750002,0.7160625,0.09848702545203575,91.75176747839748,-0.5996982823769421,77.7625,38.44517250979863,66.87027809033917,-0.6701101417462451,39.90625,23.763191470590066,75.17619420516837,-0.4168737188462345
677950,Alek Thomas,103,124,75,43,17,1,8,69,22,0,87,3,350,3,4,6,380.0,130,142.0,0,5,0,0.249,0.295,0.371,0.666,38.0,1.65,0.18157894736842106,0.021052631578947368,0.22894736842105262,0.1,0.2841726618705036,0.24522500000000003,0.035177170627174285,101.53940258945863,0.10731391788183765,0.294652673484853,0.03995439588894287,96.44326606970762,-0.26229933856288623,0.7160625,0.09848702545203575,93.00864100549882,-0.5083156869671223,77.7625,38.44517250979863,111.87911911268284,0.24027724150920662,39.90625,23.763191470590066,95.22317932654659,-0.0802186020492754
572233,Christian Walker,10,117,154,73,20,1,32,103,64,2,114,7,482,2,0,13,559.0,232,215.0,0,6,0,0.237,0.331,0.481,0.812,78.0,0.76,0.18425760286225404,0.057245080500894455,0.2039355992844365,0.13953488372093023,0.23229461756373937,0.24522500000000003,0.035177170627174285,96.6459374044245,-0.2338164171067881,0.294652673484853,0.03995439588894287,78.83675882400597,-1.5607307915365294,0.7160625,0.09848702545203575,113.39792266736492,0.9741130830143978,77.7625,38.44517250979863,146.6002250442051,0.942576080020555,39.90625,23.763191470590066,195.45810493343774,1.60305698193552
669450,Cooper Hummel,16,40,30,17,7,3,2,56,21,0,27,1,153,0,4,4,175.0,46,66.0,0,0,0,0.176,0.28,0.301,0.581,14.0,1.33,0.32,0.011428571428571429,0.15428571428571428,0.08,0.2631578947368421,0.24522500000000003,0.035177170627174285,71.77082271383422,-1.9678956199656341,0.294652673484853,0.03995439588894287,89.31121907854335,-0.7882681754356575,0.7160625,0.09848702545203575,81.13816880509731,-1.3713735325043093,77.7625,38.44517250979863,34.72110593152226,-1.3203868440715676,39.90625,23.763191470590066,35.0822239624119,-1.0901839524401526
662139,Daulton Varsho,14,110,120,67,20,3,24,116,41,0,109,5,448,6,12,6,502.0,207,154.0,2,5,2,0.243,0.311,0.462,0.773,68.0,0.92,0.23107569721115537,0.04780876494023904,0.21713147410358566,0.13545816733067728,0.2715654952076677,0.24522500000000003,0.035177170627174285,99.09266999694157,-0.06325124961247523,0.294652673484853,0.03995439588894287,92.16461265932749,-0.5778382519249791,0.7160625,0.09848702545203575,107.95147071659248,0.578121836238512,77.7625,38.44517250979863,140.1703906124417,0.8125207395554905,39.90625,23.763191470590066,170.39937353171496,1.1822380859393211
656896,Emmanuel Rivera,2,57,48,24,8,3,6,46,11,0,47,2,198,0,0,7,211.0,79,89.0,0,0,0,0.237,0.284,0.399,0.683,22.0,1.19,0.21800947867298578,0.02843601895734597,0.22274881516587677,0.10426540284360189,0.2808219178082192,0.24522500000000003,0.035177170627174285,96.6459374044245,-0.2338164171067881,0.294652673484853,0.03995439588894287,95.30608172902092,-0.3461635539447966,0.7160625,0.09848702545203575,95.38273544557913,-0.3357041178596849,77.7625,38.44517250979863,60.440443658575795,-0.8001654822113096,39.90625,23.763191470590066,55.12920908379013,-0.7535288356431935
672695,Geraldo Perdomo,117,127,94,54,10,2,4,88,45,0,72,5,369,2,8,3,431.0,98,146.0,11,1,0,0.195,0.29,0.266,0.556,35.0,1.35,0.20417633410672853,0.009280742459396751,0.16705336426914152,0.08120649651972157,0.2446043165467626,0.24522500000000003,0.035177170627174285,79.51880925680497,-1.4277725895669766,0.294652673484853,0.03995439588894287,83.01445687012807,-1.2526370584404456,0.7160625,0.09848702545203575,77.64685345203806,-1.6252140753093631,77.7625,38.44517250979863,92.5896158173927,-0.14988877988598692,39.90625,23.763191470590066,87.70555990602976,-0.20646427084813504
664983,Jake McCarthy,8,65,52,44,14,2,8,54,18,0,70,4,238,1,16,2,263.0,112,87.0,2,1,0,0.294,0.352,0.471,0.823,38.0,1.25,0.20532319391634982,0.030418250950570342,0.2661596958174905,0.1444866920152091,0.3502824858757062,0.24522500000000003,0.035177170627174285,119.88989703333672,1.3865526740891827,0.294652673484853,0.03995439588894287,118.87979217460347,1.3923327121621776,0.7160625,0.09848702545203575,114.934101422711,1.085802921848621,77.7625,38.44517250979863,90.01768204468735,-0.20191091607201275,39.90625,23.763191470590066,95.22317932654659,-0.0802186020492754
668942,Josh Rojas,4,96,108,59,21,1,8,81,49,2,104,1,381,3,19,7,439.0,151,135.0,4,4,0,0.273,0.354,0.396,0.75,47.0,0.89,0.1845102505694761,0.018223234624145785,0.23690205011389523,0.1070615034168565,0.32432432432432434,0.24522500000000003,0.035177170627174285,111.32633295952697,0.7895745878590892,0.294652673484853,0.03995439588894287,110.07004297247506,0.7426379545806815,0.7160625,0.09848702545203575,104.73946059177794,0.3445885368578614,77.7625,38.44517250979863,133.74055618067834,0.682465399090426,39.90625,23.763191470590066,117.7760375880971,0.29851840434730353
606466,Ketel Marte,34,112,133,61,36,2,10,89,49,2,104,5,434,1,4,12,492.0,174,176.0,0,4,0,0.24,0.321,0.401,0.722,46.0,0.84,0.18089430894308944,0.02032520325203252,0.21138211382113822,0.09349593495934959,0.27728613569321536,0.24522500000000003,0.035177170627174285,97.86930370068303,-0.14853383335963166,0.294652673484853,0.03995439588894287,94.10609868688994,-0.434659000724467,0.7160625,0.09848702545203575,100.82918739635156,0.06028712891619979,77.7625,38.44517250979863,133.74055618067834,0.682465399090426,39.90625,23.763191470590066,115.27016444792481,0.25643651474768364
642851,Austin Wynns,5,35,35,10,7,0,1,35,9,0,29,3,132,4,13,7,146.0,39,68.0,1,1,3,0.22,0.283,0.295,0.578,15.0,1.00,0.23972602739726026,0.00684931506849315,0.19863013698630136,0.10273972602739725,0.28865979381443296,0.24522500000000003,0.035177170627174285,89.71352839229279,-0.7170843916740072,0.294652673484853,0.03995439588894287,97.96612072120631,-0.14999299919532888,0.7160625,0.09848702545203575,80.71921096273019,-1.401834397640916,77.7625,38.44517250979863,37.29303970422762,-1.2683647078855418,39.90625,23.763191470590066,37.588097102584186,-1.0481020628405326
543063,Brandon Crawford,97,92,89,40,13,2,8,82,32,3,76,8,337,1,1,9,379.0,117,170.0,0,2,0,0.226,0.306,0.347,0.653,45.0,1.03,0.21635883905013192,0.021108179419525065,0.20052770448548812,0.11873350923482849,0.27309236947791166,0.24522500000000003,0.035177170627174285,92.16026098480987,-0.5465192241796942,0.294652673484853,0.03995439588894287,92.68280726865704,-0.5396228256552879,0.7160625,0.09848702545203575,91.19315702190801,-0.6403127692257509,77.7625,38.44517250979863,97.73348336280341,-0.04584450751393532,39.90625,23.763191470590066,112.76429130775254,0.21435462514806378
681584,David Villar,1,15,19,12,3,1,4,36,15,0,19,3,88,0,0,2,107.0,36,43.0,0,1,0,0.216,0.346,0.409,0.755,12.0,0.79,0.3364485981308411,0.037383177570093455,0.17757009345794392,0.11214953271028037,0.30612244897959184,0.24522500000000003,0.035177170627174285,88.08237333061473,-0.8307945033368824,0.294652673484853,0.03995439588894287,103.89264260157086,0.28707167858626065,0.7160625,0.09848702545203575,105.4377236623898,0.3953566454188724,77.7625,38.44517250979863,24.433370840700853,-1.5284753888156708,39.90625,23.763191470590066,30.07047768206735,-1.1743477316393924
446334,Evan Longoria,14,44,60,29,12,0,12,68,24,1,55,2,225,0,0,6,253.0,103,105.0,0,2,0,0.244,0.32,0.458,0.778,32.0,0.73,0.26877470355731226,0.04743083003952569,0.21739130434782608,0.12648221343873517,0.2925170068027211,0.24522500000000003,0.035177170627174285,99.50045876236109,-0.03482372169675641,0.294652673484853,0.03995439588894287,99.2751918192788,-0.053452608520680324,0.7160625,0.09848702545203575,108.64973378720433,0.628889944799523,77.7625,38.44517250979863,70.7281787493972,-0.5920769374672064,39.90625,23.763191470590066,80.18794048551293,-0.3327099396469947
592626,Joc Pederson,11,65,93,49,17,0,22,83,35,3,86,7,324,2,3,5,369.0,169,117.0,0,3,0,0.265,0.347,0.522,0.869,62.0,0.70,0.22493224932249323,0.05962059620596206,0.23306233062330622,0.16802168021680217,0.2882882882882883,0.24522500000000003,0.035177170627174285,108.06402283617085,0.5621543645333387,0.294652673484853,0.03995439588894287,97.8400381977556,-0.1592912382971617,0.7160625,0.09848702545203575,121.35812167234003,1.5528695206099221,77.7625,38.44517250979863,110.59315222633018,0.21426617341619372,39.90625,23.763191470590066,155.36413469068128,0.9297467483416018
663698,Joey Bart,2,41,35,26,5,0,10,88,21,0,47,4,211,11,33,3,236.0,82,99.0,0,0,1,0.223,0.305,0.389,0.694,21.0,1.17,0.3728813559322034,0.0423728813559322,0.19915254237288135,0.08898305084745763,0.3274336283185841,0.24522500000000003,0.035177170627174285,90.93689468855132,-0.6318018079268507,0.294652673484853,0.03995439588894287,111.12528674728492,0.8204592787449199,0.7160625,0.09848702545203575,96.91891420092519,-0.2240142790254618,77.7625,38.44517250979863,60.440443658575795,-0.8001654822113096,39.90625,23.763191470590066,52.62333594361785,-0.7956107252428134
664774,Wade Jr.,10,34,61,22,6,1,8,41,20,0,33,3,166,0,0,0,192.0,65,58.0,2,1,0,0.199,0.295,0.392,0.687,24.0,0.56,0.21354166666666666,0.041666666666666664,0.171875,0.125,0.211864406779661,0.24522500000000003,0.035177170627174285,81.14996431848303,-1.3140624779041015,0.294652673484853,0.03995439588894287,71.90310010560694,-2.072069039294451,0.7160625,0.09848702545203575,95.9413459020686,-0.2950896310108761,77.7625,38.44517250979863,42.436907249638324,-1.1643204355134902,39.90625,23.763191470590066,60.1409553641347,-0.6693650564439537
573262,Mike Yastrzemski,1,87,119,59,26,2,12,117,56,0,85,5,404,1,5,3,469.0,151,183.0,0,4,0,0.21,0.311,0.374,0.685,45.0,0.73,0.24946695095948826,0.0255863539445629,0.1812366737739872,0.09594882729211088,0.2616487455197133,0.24522500000000003,0.035177170627174285,85.63564073809765,-1.0013596708311954,0.294652673484853,0.03995439588894287,88.79904004440118,-0.8260399695912651,0.7160625,0.09848702545203575,95.66204067382387,-0.31539687443528047,77.7625,38.44517250979863,109.3071853399775,0.18825510532318082,39.90625,23.763191470590066,112.76429130775254,0.21435462514806378
642731,Thairo Estrada,1,141,99,60,19,2,12,78,27,0,108,11,420,3,17,9,464.0,167,190.0,1,5,0,0.257,0.315,0.398,0.713,53.0,1.42,0.16810344827586207,0.02586206896551724,0.23275862068965517,0.11422413793103449,0.2865671641791045,0.24522500000000003,0.035177170627174285,104.80171271281475,0.33473414120758815,0.294652673484853,0.03995439588894287,97.25591856672423,-0.20236845347938656,0.7160625,0.09848702545203575,99.57231386925022,-0.03109546649362001,77.7625,38.44517250979863,138.88442372608904,0.7865096714624776,39.90625,23.763191470590066,132.81127642913077,0.5510097419450228
600303,La Stella,42,52,57,16,14,0,2,29,10,0,42,1,177,0,0,4,191.0,62,76.0,0,3,0,0.237,0.277,0.35,0.627,14.0,0.91,0.1518324607329843,0.010471204188481676,0.2198952879581152,0.07329842931937172,0.2684563758389262,0.24522500000000003,0.035177170627174285,96.6459374044245,-0.2338164171067881,0.294652673484853,0.03995439588894287,91.10943154321201,-0.6556549551829542,0.7160625,0.09848702545203575,87.56218905472636,-0.9043069337430081,77.7625,38.44517250979863,54.01060922681241,-0.9302208226763741,39.90625,23.763191470590066,35.0822239624119,-1.0901839524401526
527038,Wilmer Flores,23,96,171,65,26,1,17,86,49,1,107,10,455,0,0,7,519.0,186,169.0,0,5,0,0.235,0.32,0.409,0.729,63.0,0.56,0.16570327552986513,0.03275529865125241,0.20616570327552985,0.12138728323699421,0.25210084033613445,0.24522500000000003,0.035177170627174285,95.83035987358546,-0.29067147293822576,0.294652673484853,0.03995439588894287,85.55864684835245,-1.0650100496324744,0.7160625,0.09848702545203575,101.80675569520817,0.1313624809016152,77.7625,38.44517250979863,137.59845683973637,0.7604986033694647,39.90625,23.763191470590066,157.87000783085355,0.9718286379412217
663898,Brendan Rodgers,124,157,112,67,28,3,11,94,40,0,130,2,488,0,0,24,535.0,197,225.0,0,5,0,0.266,0.321,0.404,0.725,60.0,1.40,0.17570093457943925,0.020560747663551402,0.24299065420560748,0.11214953271028037,0.30670103092783507,0.24522500000000003,0.035177170627174285,108.47181160159036,0.5905818924490575,0.294652673484853,0.03995439588894287,104.08900326628172,0.30155273718745823,0.7160625,0.09848702545203575,101.24814523871868,0.0907479940528064,77.7625,38.44517250979863,167.17569522584793,1.3587531695087616,39.90625,23.763191470590066,150.35238841033674,0.8455829691423621
