,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
649557,Aledmys Diaz,7,77,103,35,13,0,12,53,18,0,74,2,.243,305,.287,.403,.690,1,1,.500,7,1178,327,123,38,122,0,2,.256,0.75,0,25.42,7,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608324,Alex Bregman,154,130,209,93,38,0,23,77,87,1,142,11,.259,548,.366,.454,.820,2,1,.333,18,2521,656,249,93,257,0,10,.260,0.62,0,23.83,153,263,144,7,414,.983,2.64,2.69,1360.1,154,39,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650556,Bryan Abreu,55,46,39,16,7,0,2,88,26,0,45,4,.207,217,.302,.267,.569,1,7,.875,6,1019,,58,,,0,1,,1.18,0,,0,6,2,0,8,1.000,0.15,1.20,60.1,55,0,0,0,1.94,60.1,4,0,2,2,8,0,13,1.18,248,181,55,0,0,633,.620,4,0,7,0,1.000,16.89,18,3.38,13.13,3.88,6.71,2.39,0.30,27,10,,
676801,Chas McCormick,1,83,83,47,12,2,14,106,46,0,88,1,.245,359,.332,.407,.739,3,4,.571,5,1584,407,146,44,129,0,1,.308,1.00,0,25.64,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543877,Christian Vazquez,35,30,30,8,3,0,1,18,4,0,26,0,.250,104,.278,.308,.586,2,0,.000,3,407,108,32,10,39,0,0,.294,1.00,0,104.00,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,0,3.02
664299,Cristian Javier,30,67,177,44,18,1,17,194,52,0,89,6,.170,524,.252,.305,.557,3,9,.750,4,2554,,160,,,2,1,,0.38,0,,25,3,2,0,5,1.000,0.17,0.30,148.2,30,1,0,0,2.54,148.2,11,9,0,0,1,0,42,0.95,585,446,30,0,0,1625,.640,6,1,5,1,.550,17.18,0,3.73,11.74,3.15,5.39,2.66,1.03,0,0,,
682073,David Hensley,6,9,4,7,2,1,1,6,5,0,10,0,.345,29,.441,.586,1.027,0,0,.---,3,142,34,17,5,13,0,0,.409,2.25,0,29.00,4,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664285,Framber Valdez,31,285,104,71,24,2,11,194,67,0,166,11,.223,745,.296,.305,.601,0,7,1.000,25,3018,,227,,,2,2,,2.74,0,,31,23,6,1,30,.967,0.94,1.30,201.1,31,0,0,1,2.82,201.1,17,6,0,0,0,0,63,1.16,827,604,31,3,1,1947,.650,11,1,11,0,.739,14.99,0,2.90,8.67,3.00,7.42,3.17,0.49,0,0,,
593576,Hector Neris,70,43,69,29,13,1,3,79,17,0,49,6,.205,239,.275,.305,.580,1,3,.750,4,1012,,73,,,1,0,,0.62,0,,0,2,2,1,5,.800,0.06,0.55,65.1,70,1,0,1,3.72,65.1,6,4,3,7,25,4,27,1.01,263,196,70,0,0,673,.670,6,1,6,0,.600,15.49,26,4.65,10.88,2.34,6.75,3.99,0.41,7,1,,
686613,Hunter Brown,7,26,10,2,4,1,0,22,7,0,15,0,.205,73,.275,.288,.563,1,1,.500,2,309,,21,,,0,0,,2.60,0,,2,2,1,0,3,1.000,0.43,1.35,20.1,7,0,0,0,0.89,20.1,2,0,0,0,2,0,2,1.08,80,61,7,0,0,206,.670,0,0,0,0,1.000,15.20,0,3.14,9.74,3.10,6.64,0.89,0.00,0,0,,
