,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,babip,difstrikeOutsbaseOnBalls,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,baseOnBallsperplateAppearance,totalBasesperplateAppearance,difstrikeOutsbaseOnBallsperplateAppearance,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,obp_mean,obp_std,normalized_obp,obp_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score,baseOnBalls_mean,baseOnBalls_std,normalized_baseOnBalls,baseOnBalls_z_score,totalBases_mean,totalBases_std,normalized_totalBases,totalBases_z_score,difstrikeOutsbaseOnBalls_mean,difstrikeOutsbaseOnBalls_std,normalized_difstrikeOutsbaseOnBalls,difstrikeOutsbaseOnBalls_z_score
605131,Austin Barnes,5.0,54.0,53.0,31.0,6.0,0.0,8.0,37.0,27.0,0.0,38.0,3.0,179.0,9.0,21.0,5.0,212.0,68.0,89.0,2.0,1.0,0.0,0.212,0.324,0.38,0.704,26.0,1.02,0.2222222222222222,10.0,0.17452830188679244,0.03773584905660377,0.1792452830188679,0.12264150943396226,0.12735849056603774,0.32075471698113206,0.04716981132075472,0.24243678160919538,0.033282014844739194,87.44547695808839,-0.9145113885437273,0.2944701128866236,0.03917905143506083,75.4651193779322,-1.8440438963702859,0.31332758620689655,0.03408272218243956,103.4061519837121,0.3131326698605727,0.7095747126436782,0.09584086427181161,99.21435860884776,-0.05816634361589198,87.64942528735632,44.388042897484816,43.35453412890958,-1.1185315244022538,44.21264367816092,26.98116793299301,58.806707396334325,-0.6750131693109626,33.672413793103445,19.781805090462147,80.18433179723503,-0.3373005528358263,144.42528735632183,77.17424653309956,47.083167528849984,-0.9902952188013069,54.07471264367816,27.51416122355948,18.49293229886279,-1.6018919234193634
621035,Chris Taylor,5.0,56.0,100.0,45.0,25.0,3.0,10.0,160.0,44.0,2.0,89.0,5.0,402.0,1.0,10.0,4.0,454.0,150.0,212.0,0.0,3.0,0.0,0.221,0.304,0.373,0.677,43.0,0.56,0.33617021276595743,116.0,0.3524229074889868,0.022026431718061675,0.1960352422907489,0.0947136563876652,0.09691629955947137,0.3303964757709251,0.2555066079295154,0.24243678160919538,0.033282014844739194,91.15778494215817,-0.6440950678376323,0.2944701128866236,0.03917905143506083,114.1610635695953,1.064346847407769,0.31332758620689655,0.03408272218243956,97.0230561822484,-0.2736749182464776,0.7095747126436782,0.09584086427181161,95.40926246901981,-0.33988333568543305,87.64942528735632,44.388042897484816,101.5408825650777,0.030426543377072516,44.21264367816092,26.98116793299301,97.25724684778369,-0.044944076593440664,33.672413793103445,19.781805090462147,130.67076292882746,0.5220750158880106,144.42528735632183,77.17424653309956,103.8599283724632,0.07223540098039322,54.07471264367816,27.51416122355948,214.51801466680837,2.250669640741119
641355,Cody Bellinger,144.0,100.0,154.0,70.0,27.0,3.0,19.0,150.0,38.0,0.0,106.0,2.0,504.0,3.0,14.0,7.0,550.0,196.0,233.0,0.0,6.0,0.0,0.21,0.265,0.389,0.654,68.0,0.65,0.25513196480938416,112.0,0.2727272727272727,0.034545454545454546,0.19272727272727272,0.12363636363636364,0.06909090909090909,0.3563636363636364,0.20363636363636364,0.24243678160919538,0.033282014844739194,86.62051962829509,-0.9746039042561928,0.2944701128866236,0.03917905143506083,86.64103881659958,-1.0040607578884937,0.31332758620689655,0.03408272218243956,84.57601936939416,-1.417949715055224,0.7095747126436782,0.09584086427181161,92.16788427583302,-0.579864477078006,87.64942528735632,44.388042897484816,120.9363320438004,0.4134125659701813,44.21264367816092,26.98116793299301,153.80215780579746,0.8816281185793856,33.672413793103445,19.781805090462147,112.85202252944188,0.2187659916325388,144.42528735632183,77.17424653309956,135.71030640668525,0.6682891632969568,54.07471264367816,27.51416122355948,207.12084174726323,2.1052899590746854
518692,Freddie Freeman,159.0,142.0,176.0,117.0,47.0,2.0,21.0,102.0,84.0,12.0,199.0,5.0,612.0,3.0,13.0,6.0,708.0,313.0,207.0,0.0,7.0,0.0,0.325,0.407,0.511,0.918,100.0,0.81,0.3588709677419355,18.0,0.1440677966101695,0.029661016949152543,0.2810734463276836,0.14124293785310735,0.11864406779661017,0.442090395480226,0.025423728813559324,0.24243678160919538,0.033282014844739194,134.05556609140908,2.480715749210574,0.2944701128866236,0.03917905143506083,121.87008189863649,1.6437573778950756,0.31332758620689655,0.03408272218243956,129.89599955978647,2.748384160504828,0.7095747126436782,0.09584086427181161,129.37326875415093,2.17470166760196,87.64942528735632,44.388042897484816,227.04084978034226,2.508571395450129,44.21264367816092,26.98116793299301,226.1796438320551,2.067640528400603,33.672413793103445,19.781805090462147,249.46236559139788,2.5441351775911563,144.42528735632183,77.17424653309956,216.72105053720654,2.1843389500586508,54.07471264367816,27.51416122355948,33.287278137953024,-1.311132560086497
666158,Gavin Lux,1.0,122.0,91.0,66.0,20.0,7.0,6.0,95.0,47.0,0.0,116.0,0.0,421.0,2.0,7.0,3.0,471.0,168.0,208.0,0.0,3.0,0.0,0.276,0.346,0.399,0.745,42.0,1.34,0.34055727554179566,48.0,0.20169851380042464,0.012738853503184714,0.24628450106157113,0.08917197452229299,0.09978768577494693,0.35668789808917195,0.10191082802547771,0.24243678160919538,0.033282014844739194,113.84411151147356,1.0084491142551695,0.2944701128866236,0.03917905143506083,115.65087954203233,1.1763215536639877,0.31332758620689655,0.03408272218243956,110.42755736532217,0.9586210167783263,0.7095747126436782,0.09584086427181161,104.99246756191987,0.3696261258230425,87.64942528735632,44.388042897484816,132.34541997246083,0.6386984616131864,44.21264367816092,26.98116793299301,94.99545040946315,-0.08200696440035371,33.672413793103445,19.781805090462147,139.58013312852023,0.6737295280157466,144.42528735632183,77.17424653309956,116.3231197771588,0.30547382971296155,54.07471264367816,27.51416122355948,88.76607503454139,-0.22078494758824713
608336,Joey Gallo,1.0,29.0,61.0,32.0,4.0,1.0,12.0,106.0,40.0,0.0,37.0,0.0,233.0,0.0,2.0,0.0,273.0,79.0,122.0,0.0,0.0,0.0,0.159,0.282,0.339,0.621,24.0,0.48,0.21739130434782608,66.0,0.3882783882783883,0.04395604395604396,0.13553113553113552,0.08791208791208792,0.14652014652014653,0.2893772893772894,0.24175824175824176,0.24243678160919538,0.033282014844739194,65.58410771856629,-2.506963054924063,0.2944701128866236,0.03917905143506083,73.82457330449888,-1.9673474909558608,0.31332758620689655,0.03408272218243956,90.0016508006383,-0.9191632651642329,0.7095747126436782,0.09584086427181161,87.51721121604328,-0.924185245163002,87.64942528735632,44.388042897484816,42.213625336043535,-1.1410601139665542,44.21264367816092,26.98116793299301,54.28311451969322,-0.7491389449247886,33.672413793103445,19.781805090462147,118.79160266257041,0.31986899971769606,144.42528735632183,77.17424653309956,54.699562276163945,-0.8477606234647374,54.07471264367816,27.51416122355948,122.05335317249441,0.4334236199107027
457759,Justin Turner,61.0,97.0,160.0,61.0,36.0,0.0,13.0,89.0,50.0,1.0,130.0,6.0,468.0,0.0,3.0,13.0,532.0,205.0,201.0,0.0,8.0,0.0,0.278,0.35,0.438,0.788,81.0,0.61,0.31283422459893045,39.0,0.16729323308270677,0.02443609022556391,0.24436090225563908,0.15225563909774437,0.09398496240601503,0.38533834586466165,0.07330827067669173,0.24243678160919538,0.033282014844739194,114.66906884126686,1.0685416299676351,0.2944701128866236,0.03917905143506083,106.23632447187515,0.4687227239981883,0.31332758620689655,0.03408272218243956,111.70417652561493,1.0759825343997365,0.7095747126436782,0.09584086427181161,111.05243548831257,0.8182865206004616,87.64942528735632,44.388042897484816,148.3181430725854,0.9540987155133936,44.21264367816092,26.98116793299301,183.20551150396463,1.3634456600692553,33.672413793103445,19.781805090462147,148.48950332821303,0.8253840401434825,144.42528735632183,77.17424653309956,141.94190210903304,0.7849083776632408,54.07471264367816,27.51416122355948,72.12243596556488,-0.547889231337722
571970,Max Muncy,25.0,86.0,152.0,69.0,22.0,1.0,21.0,141.0,90.0,1.0,91.0,5.0,464.0,0.0,2.0,2.0,565.0,178.0,213.0,0.0,6.0,0.0,0.196,0.329,0.384,0.713,69.0,0.57,0.22727272727272727,51.0,0.24955752212389382,0.03716814159292035,0.16106194690265488,0.12212389380530973,0.1592920353982301,0.31504424778761064,0.09026548672566372,0.24243678160919538,0.033282014844739194,80.8458183197421,-1.395251514243451,0.2944701128866236,0.03917905143506083,77.18023572743066,-1.7151355929399117,0.31332758620689655,0.03408272218243956,105.00192593407805,0.45983456688733526,0.7095747126436782,0.09584086427181161,100.48272398879044,0.03573932040728876,87.64942528735632,44.388042897484816,103.8227001508098,0.07548372250567355,44.21264367816092,26.98116793299301,156.063954244118,0.9186910063862986,33.672413793103445,19.781805090462147,267.28110599078343,2.847444201846628,144.42528735632183,77.17424653309956,123.24711500198966,0.43505073456438836,54.07471264367816,27.51416122355948,94.31395472420023,-0.11175018633842217
605141,Mookie Betts,1.0,127.0,191.0,117.0,40.0,3.0,35.0,104.0,55.0,0.0,154.0,8.0,572.0,2.0,12.0,8.0,639.0,305.0,198.0,0.0,4.0,0.0,0.269,0.34,0.533,0.873,82.0,0.66,0.2723112128146453,49.0,0.162754303599374,0.054773082942097026,0.24100156494522693,0.12832550860719874,0.08607198748043818,0.47730829420970267,0.07668231611893583,0.24243678160919538,0.033282014844739194,110.95676085719705,0.7981253092615401,0.2944701128866236,0.03917905143506083,92.47499182353019,-0.565580310404059,0.31332758620689655,0.03408272218243956,108.51262862488306,0.7825787403462129,0.7095747126436782,0.09584086427181161,123.03144185443765,1.7051733474860562,87.64942528735632,44.388042897484816,175.6999541013704,1.494784865056606,44.21264367816092,26.98116793299301,185.46730794228517,1.4005085478761683,33.672413793103445,19.781805090462147,163.33845366103432,1.0781415603563758,144.42528735632183,77.17424653309956,211.18185435734182,2.0806774261775094,54.07471264367816,27.51416122355948,90.61536826442767,-0.18444002717163882
607208,Trea Turner,160.0,156.0,177.0,101.0,39.0,4.0,21.0,131.0,45.0,1.0,194.0,3.0,652.0,3.0,27.0,9.0,708.0,304.0,264.0,0.0,6.0,2.0,0.298,0.343,0.466,0.809,100.0,0.88,0.34189723320158105,86.0,0.1850282485875706,0.029661016949152543,0.2740112994350282,0.14124293785310735,0.0635593220338983,0.4293785310734463,0.12146892655367232,0.24243678160919538,0.033282014844739194,122.91864213919969,1.669466787092289,0.2944701128866236,0.03917905143506083,116.10591983343916,1.2105224240450987,0.31332758620689655,0.03408272218243956,109.47009299510265,0.8705998785622704,0.7095747126436782,0.09584086427181161,114.01195470817878,1.03739973665455,87.64942528735632,44.388042897484816,221.33630581601204,2.3959284476286267,44.21264367816092,26.98116793299301,226.1796438320551,2.067640528400603,33.672413793103445,19.781805090462147,133.64055299539172,0.5726265199305893,144.42528735632183,77.17424653309956,210.48945483485872,2.0677197356923664,54.07471264367816,27.51416122355948,159.03921777022,1.1603220282428692
