,name,div_rank,w,l,gb,wc_rank,wc_gb,wc_elim_num,elim_num,team_id,league_rank,sport_rank
0,Los Angeles Dodgers,1,104,46,-,-,-,-,-,119,1,1
1,San Diego Padres,2,83,67,21.0,2,+0.5,-,E,135,5,5
2,San Francisco Giants,3,73,77,31.0,5,9.5,4,E,137,8,8
3,Arizona Diamondbacks,4,70,81,34.5,6,13.0,E,E,109,9,9
4,Colorado Rockies,5,64,86,40.0,8,18.5,E,E,115,11,11
0,New York Mets,1,95,56,-,-,-,-,-,121,2,2
1,Atlanta Braves,2,93,57,1.5,1,+10.5,-,11,144,3,3
2,Philadelphia Phillies,3,82,67,12.0,3,-,-,1,143,6,6
3,Miami Marlins,4,61,89,33.5,9,21.5,E,E,146,12,12
4,Washington Nationals,5,52,97,42.0,12,30.0,E,E,120,15,15
0,St. Louis Cardinals,1,88,63,-,-,-,-,-,138,4,4
1,Milwaukee Brewers,2,80,70,7.5,4,2.5,11,5,158,7,7
2,Chicago Cubs,3,65,85,22.5,7,17.5,E,E,112,10,10
3,Cincinnati Reds,4,59,91,28.5,10,23.5,E,E,113,13,13
4,Pittsburgh Pirates,5,55,95,32.5,11,27.5,E,E,134,14,14
