,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,babip,difstrikeOutsbaseOnBalls,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,baseOnBallsperplateAppearance,totalBasesperplateAppearance,difstrikeOutsbaseOnBallsperplateAppearance,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,obp_mean,obp_std,normalized_obp,obp_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score,baseOnBalls_mean,baseOnBalls_std,normalized_baseOnBalls,baseOnBalls_z_score,totalBases_mean,totalBases_std,normalized_totalBases,totalBases_z_score,difstrikeOutsbaseOnBalls_mean,difstrikeOutsbaseOnBalls_std,normalized_difstrikeOutsbaseOnBalls,difstrikeOutsbaseOnBalls_z_score
605131,Austin Barnes,4,54,52,31,6,0,8,35,26,0,38,3,176,9,21,5,208.0,68,87.0,2,1,0,0.216,0.325,0.386,0.711,26.0,1.04,0.22388059701492538,9,0.16826923076923078,0.038461538461538464,0.18269230769230768,0.125,0.125,0.3269230769230769,0.04326923076923077,0.24342073170731712,0.03341154143857794,88.7352521229428,-0.8206963979116614,0.29471615482613994,0.04088815183931224,75.96482016637258,-1.7324225875895214,0.3135609756097561,0.034961889000423435,103.64810205351587,0.32718553594473604,0.71525,0.09541696515433618,99.40580216707444,-0.04454134537946943,86.98170731707317,44.33163815890928,43.68734665264633,-1.1048927887910538,44.75,26.83518773203379,58.10055865921788,-0.6987094775423421,33.22560975609756,20.091608057839544,78.25289043861258,-0.3596332227513368,144.1829268292683,76.95287826709087,47.16231075023259,-0.9899945076108759,54.103658536585364,27.657328853194233,16.634734588076185,-1.6308031327246628
621035,Chris Taylor,118,56,100,45,25,3,10,160,44,2,89,5,402,1,10,4,454.0,150,212.0,0,3,0,0.221,0.304,0.373,0.677,43.0,0.56,0.33617021276595743,116,0.3524229074889868,0.022026431718061675,0.1960352422907489,0.0947136563876652,0.09691629955947137,0.3303964757709251,0.2555066079295154,0.24342073170731712,0.03341154143857794,90.78930888504794,-0.671047510589544,0.29471615482613994,0.04088815183931224,114.065756919322,1.0138403443307789,0.3135609756097561,0.034961889000423435,96.95084007467331,-0.27346850765530173,0.71525,0.09541696515433618,94.65221950367004,-0.4008721084152167,86.98170731707317,44.33163815890928,102.32036452856642,0.04552713968502905,44.75,26.83518773203379,96.08938547486034,-0.0652128845706186,33.22560975609756,20.091608057839544,132.42796843457515,0.5362632106342717,144.1829268292683,76.95287826709087,104.03450900786602,0.07559266530020609,54.103658536585364,27.657328853194233,214.40324580187084,2.237972502404766
641355,Cody Bellinger,142,99,154,69,27,3,18,147,38,0,103,2,497,3,14,7,543.0,190,232.0,0,6,0,0.207,0.263,0.382,0.645,66.0,0.64,0.2514792899408284,109,0.27071823204419887,0.03314917127071823,0.18968692449355432,0.12154696132596685,0.06998158379373849,0.34990791896869244,0.2007366482504604,0.24342073170731712,0.03341154143857794,85.03794995115351,-1.0900643950914726,0.29471615482613994,0.04088815183931224,85.32931969378537,-1.057442387105917,0.3135609756097561,0.034961889000423435,83.87523335407592,-1.446174021350612,0.71525,0.09541696515433618,90.17825934987766,-0.7362422383312153,86.98170731707317,44.33163815890928,118.41570276901507,0.36132868867846357,44.75,26.83518773203379,147.48603351955308,0.7918707412146544,33.22560975609756,20.091608057839544,114.36960910258762,0.2376310661724022,144.1829268292683,76.95287826709087,131.77704474329695,0.5953912862324412,54.103658536585364,27.657328853194233,201.46511890003381,1.9848750309477006
518692,Freddie Freeman,157,141,172,116,46,2,20,102,84,12,196,5,604,3,13,6,700.0,306,204.0,0,7,0,0.325,0.407,0.507,0.914,98.0,0.82,0.35991820040899797,18,0.1457142857142857,0.02857142857142857,0.28,0.14,0.12,0.43714285714285717,0.025714285714285714,0.24342073170731712,0.03341154143857794,133.51368953683522,2.441649345710494,0.29471615482613994,0.04088815183931224,122.12367544674376,1.5946439897576636,0.3135609756097561,0.034961889000423435,129.7993154947106,2.6725965633353566,0.71525,0.09541696515433618,127.78748689269486,2.0829629162751453,86.98170731707317,44.33163815890928,225.33473536628108,2.45915326413485,44.75,26.83518773203379,218.9944134078212,1.9843349162202517,33.22560975609756,20.091608057839544,252.81703064782528,2.5271441737134017,144.1829268292683,76.95287826709087,212.23039837604668,2.102807286935923,54.103658536585364,27.657328853194233,33.26946917615237,-1.3053920979941502
666158,Gavin Lux,1,120,86,65,19,7,6,95,47,0,115,0,413,2,7,3,463.0,166,205.0,0,3,0,0.278,0.35,0.402,0.752,42.0,1.40,0.346031746031746,48,0.20518358531317496,0.012958963282937365,0.24838012958963282,0.09071274298056156,0.10151187904967603,0.35853131749460043,0.10367170626349892,0.24342073170731712,0.03341154143857794,114.20555597304676,1.0349498048825927,0.29471615482613994,0.04088815183931224,117.41186913757014,1.2550234945143275,0.3135609756097561,0.034961889000423435,111.62103298070937,1.042249873563827,0.71525,0.09541696515433618,105.13806361412092,0.3851516335754037,86.98170731707317,44.33163815890928,132.2117069751139,0.632015730672836,44.75,26.83518773203379,93.85474860335195,-0.10247739003954352,33.22560975609756,20.091608057839544,141.4571481005689,0.6855792828652064,144.1829268292683,76.95287826709087,115.1315233020384,0.28351211367310014,54.103658536585364,27.657328853194233,88.71858446973965,-0.22068864889244114
608336,Joey Gallo,82,29,61,32,4,1,12,106,40,0,37,0,233,0,2,0,273.0,79,122.0,0,0,0,0.159,0.282,0.339,0.621,24.0,0.48,0.21739130434782608,66,0.3882783882783883,0.04395604395604396,0.13553113553113552,0.08791208791208792,0.14652014652014653,0.2893772893772894,0.24175824175824176,0.24342073170731712,0.03341154143857794,65.319005034944,-2.5266937133837972,0.29471615482613994,0.04088815183931224,73.76294132097047,-1.8911309755988839,0.3135609756097561,0.034961889000423435,89.93466085874299,-0.9027251247601032,0.71525,0.09541696515433618,86.82278923453337,-0.9877698357682142,86.98170731707317,44.33163815890928,42.537679635471434,-1.1274500422905849,44.75,26.83518773203379,53.63128491620112,-0.7732384884801919,33.22560975609756,20.091608057839544,120.38906221325014,0.3371751143263587,144.1829268292683,76.95287826709087,54.7915080774761,-0.8470498868545112,54.103658536585364,27.657328853194233,121.98805364589205,0.4301334205685843
457759,Justin Turner,60,96,157,61,36,0,13,87,50,1,129,6,461,0,3,13,525.0,204,199.0,0,8,0,0.28,0.352,0.443,0.795,81.0,0.61,0.3143631436314363,37,0.1657142857142857,0.024761904761904763,0.24571428571428572,0.15428571428571428,0.09523809523809523,0.38857142857142857,0.07047619047619047,0.24342073170731712,0.03341154143857794,115.02717867788881,1.0948093598114397,0.29471615482613994,0.04088815183931224,106.66641053894266,0.48050567026134466,0.3135609756097561,0.034961889000423435,112.25886745488486,1.0994550205733544,0.71525,0.09541696515433618,111.14994757077945,0.8358052456500268,86.98170731707317,44.33163815890928,148.30704521556257,0.9478172796662705,44.75,26.83518773203379,181.0055865921788,1.3508383232485281,33.22560975609756,20.091608057839544,150.48632776656268,0.8348953550961412,144.1829268292683,76.95287826709087,141.4869322506978,0.7773208035587235,54.103658536585364,27.657328853194233,68.38724219542432,-0.6184132468964011
571970,Max Muncy,24,85,150,69,22,1,21,139,88,1,91,5,459,0,2,2,558.0,178,212.0,0,6,0,0.198,0.33,0.388,0.718,69.0,0.57,0.22950819672131148,51,0.24910394265232974,0.03763440860215054,0.16308243727598568,0.12365591397849462,0.15770609318996415,0.31899641577060933,0.0913978494623656,0.24342073170731712,0.03341154143857794,81.34064777936423,-1.359432392271283,0.29471615482613994,0.04088815183931224,77.87431837820489,-1.5947885920863203,0.3135609756097561,0.034961889000423435,105.24268823895457,0.4701984034685545,0.71525,0.09541696515433618,100.38448095071652,0.028820870539655253,86.98170731707317,44.33163815890928,104.61969856291621,0.09064164668409112,44.75,26.83518773203379,154.18994413407822,0.9036642576214292,33.22560975609756,20.091608057839544,264.8559368691503,2.7262322700213146,144.1829268292683,76.95287826709087,123.45428402266766,0.43945169995277067,54.103658536585364,27.657328853194233,94.2634959990984,-0.11221830398227024
605141,Mookie Betts,140,127,188,116,40,3,35,103,54,0,154,8,568,2,12,8,634.0,305,196.0,0,4,0,0.271,0.341,0.537,0.878,82.0,0.68,0.27419354838709675,49,0.16246056782334384,0.055205047318611984,0.24290220820189273,0.12933753943217666,0.08517350157728706,0.4810725552050473,0.07728706624605679,0.24342073170731712,0.03341154143857794,111.32987650609954,0.8254413626316285,0.29471615482613994,0.04088815183931224,93.03648405322403,-0.5019206179749989,0.3135609756097561,0.034961889000423435,108.75077784691973,0.7848267120209552,0.71525,0.09541696515433618,122.75428171967842,1.7056715201196468,86.98170731707317,44.33163815890928,177.04872064493514,1.5117486171545464,44.75,26.83518773203379,183.24022346368716,1.388102828717453,33.22560975609756,20.091608057839544,162.52523398788767,1.0339834514040542,144.1829268292683,76.95287826709087,211.5368349826609,2.089812321412617,54.103658536585364,27.657328853194233,90.56688831285923,-0.18453186725571752
607208,Trea Turner,158,155,175,100,39,4,20,129,45,1,192,3,645,3,27,9,701.0,299,262.0,0,6,2,0.298,0.343,0.464,0.807,97.0,0.89,0.3426294820717131,84,0.1840228245363766,0.028530670470756064,0.2738944365192582,0.1383737517831669,0.06419400855920114,0.42653352353780316,0.11982881597717546,0.24342073170731712,0.03341154143857794,122.42178302146738,1.6335453541710605,0.29471615482613994,0.04088815183931224,116.25744855209528,1.1718144521148672,0.3135609756097561,0.034961889000423435,109.38861232109522,0.8420318590304827,0.71525,0.09541696515433618,112.8276826284516,0.9615690443685262,86.98170731707317,44.33163815890928,220.7360672975815,2.368924250136726,44.75,26.83518773203379,216.75977653631287,1.9470704107513268,33.22560975609756,20.091608057839544,135.43769498990642,0.58603523471125,144.1829268292683,76.95287826709087,207.37545462234627,2.011842528272782,54.103658536585364,27.657328853194233,155.25752282204442,1.0809554900296097
