,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,baseOnBallsperplateAppearance,totalBasesperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score,baseOnBalls_mean,baseOnBalls_std,normalized_baseOnBalls,baseOnBalls_z_score,totalBases_mean,totalBases_std,normalized_totalBases,totalBases_z_score
605131,Austin Barnes,4,51,43,29,6,0,7,29,22,0,33,3,154,9,16,5,181.0,60,75.0,1,1,0,0.214,0.322,0.39,0.712,23.0,1.19,0.16022099447513813,0.03867403314917127,0.18232044198895028,0.1270718232044199,0.12154696132596685,0.3314917127071823,0.2184873949579832,0.24387804878048783,0.034154247818128654,87.74877487748773,-0.8747974465603348,0.29402660576661527,0.04177500072245906,74.3087158348549,-1.8082396050808616,0.7168048780487806,0.09142094899260762,99.32968117322805,-0.05255773541761342,81.72560975609755,40.250340275132494,40.37901962247258,-1.2105639212745056,42.103658536585364,24.71397580378209,54.627081824764666,-0.7729900963025886,31.54268292682927,18.20077211662129,69.74676203363619,-0.5243009947976168,135.2987804878049,70.15164816905553,44.34629771508405,-1.0733715094810816
621035,Chris Taylor,4,51,87,43,24,3,10,150,42,2,83,4,368,1,10,4,417.0,143,189.0,0,3,0,0.226,0.309,0.389,0.698,40.0,0.59,0.3597122302158273,0.023980815347721823,0.19904076738609114,0.09592326139088729,0.10071942446043165,0.34292565947242204,0.3459715639810427,0.24387804878048783,0.034154247818128654,92.66926692669266,-0.5234502272071228,0.29402660576661527,0.04177500072245906,117.66675436700409,1.2434460159446694,0.7168048780487806,0.09142094899260762,97.37656946476572,-0.2056955025734987,81.72560975609755,40.250340275132494,101.55935238379467,0.03166160174526003,42.103658536585364,24.71397580378209,95.00362056480812,-0.08512019892256395,31.54268292682927,18.20077211662129,133.1529093369418,0.5745534863117654,135.2987804878049,70.15164816905553,105.69200955428364,0.10977959482343538
641355,Cody Bellinger,129,93,141,66,24,3,17,139,38,0,92,2,461,2,14,7,505.0,173,222.0,0,4,0,0.2,0.261,0.375,0.636,58.0,0.66,0.27524752475247527,0.033663366336633666,0.18217821782178217,0.11485148514851486,0.07524752475247524,0.3425742574257426,0.24271844660194175,0.24387804878048783,0.034154247818128654,82.008200820082,-1.284702535805748,0.29402660576661527,0.04177500072245906,82.54982434977344,-1.2282024722285463,0.7168048780487806,0.09142094899260762,88.72707475586103,-0.8838770428352752,81.72560975609755,40.250340275132494,112.57181228083266,0.2552621958888178,42.103658536585364,24.71397580378209,137.75524981897175,0.6432126335974622,31.54268292682927,18.20077211662129,120.47167987628069,0.35478259008988894,135.2987804878049,70.15164816905553,127.86515841182566,0.5374245722828993
518692,Freddie Freeman,145,130,162,106,45,2,20,94,71,11,186,5,565,3,12,5,648.0,295,190.0,0,7,0,0.329,0.404,0.522,0.926,94.0,0.80,0.14506172839506173,0.030864197530864196,0.28703703703703703,0.14506172839506173,0.1095679012345679,0.45524691358024694,0.3624454148471616,0.24387804878048783,0.034154247818128654,134.9034903490349,2.492280072241278,0.29402660576661527,0.04177500072245906,123.26959796789751,1.6377931274041373,0.7168048780487806,0.09142094899260762,129.18438871686683,2.288262419679489,81.72560975609755,40.250340275132494,227.5908378721182,2.590646179165977,42.103658536585364,24.71397580378209,223.25850832729907,2.0998782986375146,31.54268292682927,18.20077211662129,225.09182292673495,2.1678924839203693,135.2987804878049,70.15164816905553,218.03596376582988,2.2765141472847192
666158,Gavin Lux,117,106,81,63,18,7,6,82,46,0,111,0,377,2,7,3,426.0,161,178.0,0,3,0,0.294,0.369,0.427,0.796,42.0,1.31,0.19248826291079812,0.014084507042253521,0.2605633802816901,0.09859154929577464,0.107981220657277,0.3779342723004695,0.3595890410958904,0.24387804878048783,0.034154247818128654,120.55205520552053,1.467517349127743,0.29402660576661527,0.04177500072245906,122.29813018394518,1.5694179340618777,0.7168048780487806,0.09142094899260762,111.04835142400218,0.8662688675176984,81.72560975609755,40.250340275132494,135.82033873013506,0.7273078946363288,42.103658536585364,24.71397580378209,99.75380159304852,-0.004194328642561049,31.54268292682927,18.20077211662129,145.83413879760295,0.7943243825336418,135.2987804878049,70.15164816905553,118.99589886880887,0.36636658129911376
593643,Hanser Alberto,66,49,36,12,8,2,2,25,2,0,33,0,143,1,0,6,145.0,51,76.0,0,0,0,0.231,0.241,0.357,0.598,14.0,1.36,0.1724137931034483,0.013793103448275862,0.22758620689655173,0.09655172413793103,0.013793103448275862,0.35172413793103446,0.2672413793103448,0.24387804878048783,0.034154247818128654,94.7194719471947,-0.37705555247661776,0.29402660576661527,0.04177500072245906,90.89020315476779,-0.6411783600968366,0.7168048780487806,0.09142094899260762,83.4257715471775,-1.2995366965441066,81.72560975609755,40.250340275132494,40.37901962247258,-1.2105639212745056,42.103658536585364,24.71397580378209,33.251267197682836,-1.1371565125626018,31.54268292682927,18.20077211662129,6.340614730330563,-1.623155475906999,135.2987804878049,70.15164816905553,37.69435305782144,-1.2016650027189208
608336,Joey Gallo,1,29,61,32,4,1,12,106,40,0,37,0,233,0,2,0,273.0,79,122.0,0,0,0,0.159,0.282,0.339,0.621,24.0,0.48,0.3882783882783883,0.04395604395604396,0.13553113553113552,0.08791208791208792,0.14652014652014653,0.2893772893772894,0.21739130434782608,0.24387804878048783,0.034154247818128654,65.19651965196519,-2.485138868595888,0.29402660576661527,0.04177500072245906,73.93592963501447,-1.8344775605853803,0.7168048780487806,0.09142094899260762,86.63445506822279,-1.0479532219308667,81.72560975609755,40.250340275132494,45.27344624337835,-1.1111858794329244,42.103658536585364,24.71397580378209,57.00217233888487,-0.7325271611625872,31.54268292682927,18.20077211662129,126.81229460661126,0.46466803820082714,135.2987804878049,70.15164816905553,58.38929199152732,-0.802529690423421
457759,Justin Turner,54,89,148,60,36,0,13,81,48,1,122,5,432,0,3,12,493.0,197,183.0,0,8,0,0.282,0.355,0.456,0.811,81.0,0.60,0.1643002028397566,0.02636916835699797,0.24746450304259635,0.1643002028397566,0.0973630831643002,0.3995943204868154,0.315028901734104,0.24387804878048783,0.034154247818128654,115.63156315631562,1.1161701297745308,0.29402660576661527,0.04177500072245906,107.14299167339958,0.502747949833009,0.7168048780487806,0.09142094899260762,113.14097111164041,1.0303450466132897,81.72560975609755,40.250340275132494,149.28001193762591,1.0005975097006772,42.103658536585364,24.71397580378209,192.38233164373645,1.5738601418174956,31.54268292682927,18.20077211662129,152.1747535279335,0.90420983064458,135.2987804878049,70.15164816905553,145.6036774978593,0.8795405542504705
571970,Max Muncy,24,77,136,67,20,1,20,129,81,1,85,2,421,0,2,2,510.0,167,192.0,0,6,0,0.202,0.329,0.397,0.726,63.0,0.57,0.2529411764705882,0.0392156862745098,0.16666666666666666,0.12352941176470589,0.1588235294117647,0.32745098039215687,0.23381294964028776,0.24387804878048783,0.034154247818128654,82.82828282828282,-1.226144665913546,0.29402660576661527,0.04177500072245906,79.5210178448537,-1.4413801336921455,0.7168048780487806,0.09142094899260762,101.28279288169043,0.10058003173827187,81.72560975609755,40.250340275132494,104.00656569424756,0.08135062266605066,42.103658536585364,24.71397580378209,149.63070238957278,0.8455273092974694,31.54268292682927,18.20077211662129,256.79489657838775,2.71731972447506,135.2987804878049,70.15164816905553,123.43052864031728,0.45189557679100656
605141,Mookie Betts,123,118,173,111,35,3,34,91,52,0,142,7,520,2,12,8,583.0,285,180.0,0,4,0,0.273,0.345,0.548,0.893,78.0,0.68,0.15608919382504288,0.058319039451114926,0.24356775300171526,0.13379073756432247,0.08919382504288165,0.4888507718696398,0.2706766917293233,0.24387804878048783,0.034154247818128654,111.94119411941195,0.8526597152596235,0.29402660576661527,0.04177500072245906,92.05857103427365,-0.5589446710587034,0.7168048780487806,0.09142094899260762,124.58062540406274,1.9272948256691882,81.72560975609755,40.250340275132494,173.75214504215475,1.4974877189085836,42.103658536585364,24.71397580378209,185.25706010137583,1.4524713363974913,31.54268292682927,18.20077211662129,164.85598298859463,1.1239807268664563,135.2987804878049,70.15164816905553,210.64491414664923,2.133965821464898
