,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
608324,Alex Bregman,130,108,171,82,34,0,20,70,76,1,124,7,465,1,1,17,556.0,218,214.0,0,8,0,0.267,0.372,0.469,0.841,78.0,0.63,0.12589928057553956,0.03597122302158273,0.22302158273381295,0.27154046997389036,0.24455769230769228,0.035591633736870715,109.17669261618308,0.6305500853999546,0.29097418084834614,0.046422169439664915,93.32115625592756,-0.41862995868200115,0.7032499999999999,0.10336990421188458,119.58762886597938,1.332592895874646,81.48076923076923,37.6946083513187,152.1831484540949,1.1279923742129367,40.87179487179487,22.620207337322473,190.84065244667505,1.6413733337866014
676801,Chas McCormick,1,70,72,38,11,2,12,87,37,0,70,1,298,2,2,5,337.0,121,115.0,0,1,0,0.235,0.32,0.406,0.726,38.0,0.97,0.258160237388724,0.03560830860534125,0.20771513353115728,0.29,0.24455769230769228,0.035591633736870715,96.09184556106001,-0.2685376113485659,0.29097418084834614,0.046422169439664915,99.66520024371032,-0.020985250368626335,0.7032499999999999,0.10336990421188458,103.23498044792036,0.2200834002261216,81.48076923076923,37.6946083513187,85.90984186924712,-0.30457324622574533,40.87179487179487,22.620207337322473,92.97365119196989,-0.12695705344205743
665161,Jeremy Pena,111,118,95,54,17,1,16,118,19,0,107,5,433,2,9,3,465.0,174,168.0,0,5,3,0.247,0.284,0.402,0.686,46.0,1.24,0.2537634408602151,0.034408602150537634,0.23010752688172043,0.2993421052631579,0.24455769230769228,0.035591633736870715,100.99866320673117,0.06862027493212927,0.29097418084834614,0.046422169439664915,102.8758305600912,0.18025707363133023,0.7032499999999999,0.10336990421188458,97.54710273729117,-0.16687642434727748,81.48076923076923,37.6946083513187,131.3193297144206,0.6769994937044628,40.87179487179487,22.620207337322473,112.54705144291093,0.22670902400367435
514888,Jose Altuve,2,114,130,81,33,0,24,76,57,2,130,8,449,1,15,12,515.0,235,116.0,0,1,0,0.29,0.379,0.523,0.902,52.0,0.88,0.14757281553398058,0.04660194174757282,0.2524271844660194,0.3028571428571429,0.24455769230769228,0.035591633736870715,118.58142643705276,1.276769367437952,0.29097418084834614,0.046422169439664915,104.08385444170733,0.2559760164643118,0.7032499999999999,0.10336990421188458,128.26164237468896,1.9227066283490812,81.48076923076923,37.6946083513187,159.54684918574463,1.287166332039457,40.87179487179487,22.620207337322473,127.2271016311167,0.4919585820879732
663656,Kyle Tucker,3,103,157,62,24,1,24,79,53,3,119,0,456,2,22,8,514.0,217,205.0,0,2,3,0.261,0.337,0.476,0.813,88.0,0.66,0.15369649805447472,0.04669260700389105,0.23151750972762647,0.2676056338028169,0.24455769230769228,0.035591633736870715,106.7232837933475,0.461971142259607,0.29097418084834614,0.046422169439664915,91.96885889414746,-0.5033919639602682,0.7032499999999999,0.10336990421188458,115.60611446853892,1.061721018673266,81.48076923076923,37.6946083513187,146.0467311777201,0.9953474093575032,40.87179487179487,22.620207337322473,215.30740276035135,2.0834559305937663
671277,Luis Garcia,59,84,54,23,17,2,6,63,5,0,81,1,278,4,2,4,288.0,120,127.0,1,3,0,0.291,0.303,0.432,0.735,32.0,1.56,0.21875,0.020833333333333332,0.28125,0.35377358490566035,0.24455769230769228,0.035591633736870715,118.99032790752537,1.3048658579613435,0.29097418084834614,0.046422169439664915,121.58246613985482,1.3527890836496743,0.7032499999999999,0.10336990421188458,104.51475293281196,0.30714936075513666,81.48076923076923,37.6946083513187,99.40995987727166,-0.012754323543791569,40.87179487179487,22.620207337322473,78.29360100376412,-0.3922066115263563
455117,Martin Maldonado,97,74,73,31,12,0,12,101,21,0,52,6,295,13,34,5,327.0,100,148.0,3,2,0,0.176,0.244,0.339,0.583,38.0,1.01,0.308868501529052,0.03669724770642202,0.15902140672782875,0.21739130434782608,0.24455769230769228,0.035591633736870715,71.96665880317686,-1.926230552228649,0.29097418084834614,0.046422169439664915,74.71154441057746,-1.585080520550769,0.7032499999999999,0.10336990421188458,82.90081763242091,-1.1632979726237829,81.48076923076923,37.6946083513187,63.81873967429785,-0.782095119705306,40.87179487179487,22.620207337322473,92.97365119196989,-0.12695705344205743
641820,Trey Mancini,14,19,29,12,3,0,6,29,7,0,19,1,95,0,0,1,104.0,40,43.0,0,1,0,0.2,0.26,0.421,0.681,17.0,0.66,0.27884615384615385,0.057692307692307696,0.18269230769230768,0.21311475409836064,0.24455769230769228,0.035591633736870715,81.78029409451916,-1.2519147796672587,0.29097418084834614,0.046422169439664915,73.24180911069725,-1.6772035363659537,0.7032499999999999,0.10336990421188458,96.83611802346252,-0.21524640241895251,81.48076923076923,37.6946083513187,23.318385650224215,-1.6575518877511672,40.87179487179487,22.620207337322473,41.59347553324969,-1.0553305067371033
669257,Will Smith,20,86,151,58,23,1,21,78,51,3,110,9,421,9,40,8,485.0,198,196.0,0,4,0,0.261,0.351,0.47,0.821,80.0,0.57,0.16082474226804125,0.04329896907216495,0.2268041237113402,0.27300613496932513,0.24455769230769228,0.035591633736870715,106.7232837933475,0.461971142259607,0.29097418084834614,0.046422169439664915,93.82486589475585,-0.3870574360462441,0.7032499999999999,0.10336990421188458,116.74369001066478,1.1391129835879459,81.48076923076923,37.6946083513187,135.00118008024546,0.7565864726177229,40.87179487179487,22.620207337322473,195.73400250941032,1.7297898531480345
670541,Yordan Alvarez,66,106,88,78,18,2,31,92,66,8,114,5,394,1,1,12,471.0,229,191.0,0,6,0,0.289,0.393,0.581,0.974,82.0,1.20,0.19532908704883228,0.06581740976645435,0.24203821656050956,0.2996389891696751,0.24455769230769228,0.035591633736870715,118.17252496658017,1.2486728769145607,0.29097418084834614,0.046422169439664915,102.97786157385728,0.18665237807532065,0.7032499999999999,0.10336990421188458,138.49982225382155,2.6192343125812005,81.48076923076923,37.6946083513187,139.9103139013453,0.8627024445020697,40.87179487179487,22.620207337322473,200.62735257214555,1.8182063725094675
