,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
605131,Austin Barnes,4.0,48.0,38.0,26.0,5.0,0.0,7.0,25.0,21.0,0.0,30.0,3.0,140.0,6.0,15.0,5.0,165.0,56.0,69.0,0.0,1.0,0.0,0.214,0.327,0.4,0.727,23.0,1.26,0.15151515151515152,0.04242424242424243,0.18181818181818182,0.21100917431192662,0.24528125000000003,0.035847891769804574,87.24678302968529,-0.8726105903485484,0.2939975669504304,0.04119385596432151,71.77242196276539,-2.0145818034218745,0.7169625,0.0998560528426203,101.40000348693272,0.10051969524391068,77.80625,37.021920563380526,38.55731384046911,-1.291295785645615,39.975,22.909433392486594,57.535959974984365,-0.7409611450961132
621035,Chris Taylor,3.0,44.0,79.0,39.0,23.0,3.0,8.0,138.0,40.0,2.0,73.0,4.0,331.0,1.0,9.0,4.0,378.0,126.0,169.0,0.0,3.0,0.0,0.221,0.31,0.381,0.691,34.0,0.56,0.36507936507936506,0.021164021164021163,0.1931216931216931,0.34574468085106386,0.24528125000000003,0.035847891769804574,90.10064976430118,-0.677341087613209,0.2939975669504304,0.04119385596432151,117.601204811793,1.2561852414460122,0.7169625,0.0998560528426203,96.37882037066095,-0.259999261546204,77.80625,37.021920563380526,93.82279701180816,-0.12982173606503844,39.975,22.909433392486594,85.05315822388992,-0.2608095930456128
641355,Cody Bellinger,121.0,88.0,132.0,60.0,22.0,3.0,17.0,130.0,36.0,0.0,86.0,2.0,432.0,2.0,12.0,7.0,474.0,165.0,215.0,0.0,4.0,0.0,0.199,0.262,0.382,0.644,55.0,0.67,0.2742616033755274,0.035864978902953586,0.18143459915611815,0.23875432525951557,0.24528125000000003,0.035847891769804574,81.13135431265128,-1.291045239067132,0.2939975669504304,0.04119385596432151,81.20962623468611,-1.3410553685181026,0.7169625,0.0998560528426203,89.82338685775059,-0.7306767884666303,77.80625,37.021920563380526,110.53096634267811,0.2213215812500196,39.975,22.909433392486594,137.5859912445278,0.655843369959888
518692,Freddie Freeman,136.0,122.0,154.0,98.0,44.0,2.0,17.0,88.0,62.0,7.0,171.0,5.0,529.0,2.0,11.0,5.0,602.0,270.0,181.0,0.0,6.0,0.0,0.323,0.395,0.51,0.905,84.0,0.79,0.1461794019933555,0.02823920265780731,0.2840531561461794,0.3581395348837209,0.24528125000000003,0.035847891769804574,131.6855650401325,2.1680145236731634,0.2939975669504304,0.04119385596432151,121.81717644762182,1.557076084085079,0.7169625,0.0998560528426203,126.22696445072094,1.8830856482616987,77.80625,37.021920563380526,219.77668889067394,2.5172586560023222,39.975,22.909433392486594,210.13133208255158,1.9216974617293892
666158,Gavin Lux,28.0,105.0,80.0,62.0,18.0,7.0,6.0,79.0,46.0,0.0,108.0,0.0,369.0,2.0,7.0,3.0,418.0,158.0,173.0,0.0,3.0,0.0,0.293,0.368,0.428,0.796,42.0,1.31,0.18899521531100477,0.014354066985645933,0.2583732057416268,0.3554006968641115,0.24528125000000003,0.035847891769804574,119.45470760606445,1.3311452262359944,0.2939975669504304,0.04119385596432151,120.88559118043112,1.4905895181762812,0.7169625,0.0998560528426203,111.0239377931203,0.7915143624249638,77.80625,37.021920563380526,138.80632982568878,0.8155641182447332,39.975,22.909433392486594,105.06566604127579,0.08839153571838752
608336,Joey Gallo,1.0,29.0,61.0,32.0,4.0,1.0,12.0,106.0,40.0,0.0,37.0,0.0,233.0,0.0,2.0,0.0,273.0,79.0,122.0,0.0,0.0,0.0,0.159,0.282,0.339,0.621,24.0,0.48,0.3882783882783883,0.04395604395604396,0.13553113553113552,0.21739130434782608,0.24528125000000003,0.035847891769804574,64.82354440056058,-2.4068709689833567,0.2939975669504304,0.04119385596432151,73.94323245691331,-1.8596526304542575,0.7169625,0.0998560528426203,86.61540875568807,-0.961008344193648,77.80625,37.021920563380526,47.55402040324524,-1.1022186147836606,39.975,22.909433392486594,60.03752345215759,-0.6973110040006132
457759,Justin Turner,50.0,83.0,138.0,53.0,32.0,0.0,10.0,73.0,43.0,1.0,110.0,5.0,396.0,0.0,3.0,12.0,452.0,172.0,167.0,0.0,8.0,0.0,0.278,0.35,0.434,0.784,70.0,0.60,0.16150442477876106,0.022123893805309734,0.24336283185840707,0.3115264797507788,0.24528125000000003,0.035847891769804574,113.33927888903044,0.9127105775174114,0.2939975669504304,0.04119385596432151,105.96226458000038,0.42552250548068155,0.7169625,0.0998560528426203,109.35021008769637,0.6713413768282589,77.80625,37.021920563380526,141.3768174150534,0.8695861670624344,39.975,22.909433392486594,175.10944340212632,1.3105954863923888
571970,Max Muncy,21.0,73.0,124.0,58.0,17.0,1.0,18.0,122.0,74.0,1.0,74.0,2.0,387.0,0.0,2.0,2.0,469.0,147.0,182.0,0.0,6.0,0.0,0.191,0.32,0.38,0.7,54.0,0.59,0.2601279317697228,0.03837953091684435,0.15778251599147122,0.22134387351778656,0.24528125000000003,0.035847891769804574,77.86979233023314,-1.5142103850503772,0.2939975669504304,0.04119385596432151,75.28765486522082,-1.763702176741358,0.7169625,0.0998560528426203,97.63411614972888,-0.1698695223486753,77.80625,37.021920563380526,95.10804080649048,-0.10281071165618781,39.975,22.909433392486594,135.08442776735458,0.612193228864388
605141,Mookie Betts,115.0,108.0,156.0,105.0,32.0,3.0,33.0,86.0,46.0,0.0,134.0,6.0,480.0,1.0,12.0,8.0,536.0,271.0,166.0,0.0,4.0,0.0,0.279,0.347,0.565,0.912,74.0,0.69,0.16044776119402984,0.061567164179104475,0.25,0.27671232876712326,0.24528125000000003,0.035847891769804574,113.7469741368327,0.940606220765317,0.2939975669504304,0.04119385596432151,94.1206186287176,-0.41960719089463433,0.7169625,0.0998560528426203,127.20330561221822,1.9531865565264432,77.80625,37.021920563380526,172.22266848742868,1.5178507528748493,39.975,22.909433392486594,185.11569731081926,1.4851960507743889
607208,Trea Turner,134.0,137.0,143.0,84.0,34.0,2.0,19.0,107.0,37.0,1.0,167.0,3.0,548.0,3.0,23.0,9.0,596.0,262.0,227.0,0.0,6.0,2.0,0.305,0.348,0.478,0.826,90.0,0.96,0.17953020134228187,0.031879194630872486,0.2802013422818792,0.34579439252336447,0.24528125000000003,0.035847891769804574,124.34705057969167,1.665892945210862,0.2939975669504304,0.04119385596432151,117.61811368380042,1.257392015396566,0.7169625,0.0998560528426203,115.2082570566801,1.091946826416725,77.80625,37.021920563380526,214.6357137119447,2.40921455836692,39.975,22.909433392486594,225.140712945591,2.1835983083023893
