,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
640492,Jose Azocar,3.0,43.0,39.0,17.0,6.0,3.0,0.0,34.0,12.0,0.0,40.0,0.0,154.0,6.0,4.0,4.0,168.0,52.0,77.0,1.0,1.0,0.0,0.26,0.311,0.338,0.649,8.0,1.10,0.20238095238095238,0.0,0.23809523809523808,0.047619047619047616,0.3305785123966942,0.24486335403726708,0.034484144344613284,106.18167059838166,0.4389450934744564,0.29410776537452055,0.03993361395671118,112.40047061516087,0.913284409012134,0.7179813664596273,0.09550454649188758,90.39231800683422,-0.7222835874676053,78.67080745341615,38.23002360670137,50.844781304279174,-1.0115297822269067,40.745341614906835,23.758493087500728,19.634146341463413,-1.3782583556250063
605137,Josh Bell,18.0,42.0,26.0,21.0,4.0,0.0,3.0,29.0,22.0,0.0,26.0,0.0,123.0,0.0,0.0,0.0,146.0,39.0,65.0,0.0,0.0,1.0,0.211,0.331,0.317,0.648,11.0,1.62,0.19863013698630136,0.02054794520547945,0.1780821917808219,0.07534246575342465,0.25274725274725274,0.24486335403726708,0.034484144344613284,86.17050960099434,-0.981997804523076,0.29410776537452055,0.03993361395671118,85.93695322032765,-1.035731769033061,0.7179813664596273,0.09550454649188758,90.25303862623817,-0.7327542931746363,78.67080745341615,38.23002360670137,33.049107847781464,-1.3777341074982605,40.745341614906835,23.758493087500728,26.996951219512194,-1.2519877209954773
665742,Juan Soto,1.0,31.0,35.0,22.0,3.0,1.0,3.0,17.0,27.0,0.0,24.0,1.0,107.0,0.0,0.0,1.0,136.0,38.0,45.0,0.0,0.0,1.0,0.224,0.385,0.355,0.74,6.0,0.89,0.125,0.022058823529411766,0.17647058823529413,0.04411764705882353,0.2413793103448276,0.24486335403726708,0.034484144344613284,91.47959313091343,-0.6050129540339345,0.29410776537452055,0.03993361395671118,82.0717229405528,-1.3204027836511774,0.7179813664596273,0.09550454649188758,103.06674164107446,0.23055063187220123,78.67080745341615,38.23002360670137,30.506868782567505,-1.4300490111084538,40.745341614906835,23.758493087500728,14.72560975609756,-1.4624387787113593
595777,Jurickson Profar,6.0,142.0,152.0,73.0,32.0,2.0,14.0,88.0,69.0,0.0,119.0,4.0,496.0,1.0,5.0,11.0,574.0,197.0,189.0,2.0,3.0,0.0,0.24,0.336,0.397,0.733,56.0,0.93,0.15331010452961671,0.024390243902439025,0.2073170731707317,0.0975609756097561,0.26448362720403024,0.24486335403726708,0.034484144344613284,98.01384978312151,-0.1410315995857612,0.29410776537452055,0.03993361395671118,89.92745460740672,-0.7418346409269007,0.7179813664596273,0.09550454649188758,102.09178597690212,0.15725569192298525,78.67080745341615,38.23002360670137,151.26322438023055,1.0549089103757319,40.745341614906835,23.758493087500728,137.4390243902439,0.6420717984474611
671277,Luis Garcia,59.0,89.0,54.0,23.0,17.0,2.0,6.0,64.0,5.0,0.0,83.0,1.0,286.0,4.0,2.0,4.0,296.0,122.0,129.0,1.0,3.0,0.0,0.29,0.302,0.427,0.729,34.0,1.65,0.21621621621621623,0.02027027027027027,0.28040540540540543,0.11486486486486487,0.3515981735159817,0.24486335403726708,0.034484144344613284,118.43340182127184,1.3089101330647812,0.29410776537452055,0.03993361395671118,119.54739551614767,1.4396495194194519,0.7179813664596273,0.09550454649188758,101.53466845451793,0.11537286909486183,78.67080745341615,38.23002360670137,105.5029212063793,0.113240645392251,40.745341614906835,23.758493087500728,83.4451219512195,-0.28391285550241985
592518,Manny Machado,13.0,107.0,132.0,87.0,34.0,1.0,28.0,110.0,54.0,9.0,151.0,1.0,498.0,1.0,7.0,11.0,555.0,271.0,217.0,0.0,2.0,0.0,0.303,0.371,0.544,0.915,90.0,0.81,0.1981981981981982,0.05045045045045045,0.27207207207207207,0.16216216216216217,0.3397790055248619,0.24486335403726708,0.034484144344613284,123.74248535119092,1.6858949835539228,0.29410776537452055,0.03993361395671118,115.52874338159111,1.1436791120345349,0.7179813664596273,0.09550454649188758,127.4406332453826,2.0629241306025996,78.67080745341615,38.23002360670137,191.9390494236539,1.8919473681388261,40.745341614906835,23.758493087500728,220.88414634146338,2.0731389909154587
663757,Trent Grisham,132.0,108.0,108.0,55.0,15.0,2.0,17.0,128.0,57.0,1.0,79.0,6.0,414.0,0.0,6.0,3.0,486.0,149.0,180.0,7.0,2.0,0.0,0.191,0.296,0.36,0.656,52.0,1.00,0.26337448559670784,0.03497942386831276,0.16255144032921812,0.10699588477366255,0.22878228782287824,0.24486335403726708,0.034484144344613284,78.00268878573422,-1.5619744975832928,0.29410776537452055,0.03993361395671118,77.78859137960671,-1.6358518821375998,0.7179813664596273,0.09550454649188758,91.36727367100654,-0.6489886475183894,78.67080745341615,38.23002360670137,100.41844307595139,0.008610838171864223,40.745341614906835,23.758493087500728,127.62195121951218,0.47371095227475546
642851,Austin Wynns,5.0,35.0,35.0,10.0,7.0,0.0,1.0,35.0,9.0,0.0,29.0,3.0,132.0,4.0,13.0,7.0,146.0,39.0,68.0,1.0,1.0,3.0,0.22,0.283,0.295,0.578,15.0,1.00,0.23972602739726026,0.00684931506849315,0.19863013698630136,0.10273972602739725,0.28865979381443296,0.24486335403726708,0.034484144344613284,89.8460289678614,-0.721008292645978,0.29410776537452055,0.03993361395671118,98.14762743406314,-0.13642570807624102,0.7179813664596273,0.09550454649188758,80.5034819845149,-1.4657036926667961,78.67080745341615,38.23002360670137,36.86246644560241,-1.2992617520829703,40.745341614906835,23.758493087500728,36.8140243902439,-1.0836268748227715
543063,Brandon Crawford,98.0,94.0,89.0,40.0,13.0,2.0,8.0,83.0,32.0,3.0,77.0,8.0,341.0,1.0,1.0,10.0,383.0,118.0,172.0,0.0,2.0,0.0,0.226,0.305,0.346,0.651,45.0,1.06,0.21671018276762402,0.020887728459530026,0.2010443864229765,0.1174934725848564,0.27380952380952384,0.24486335403726708,0.034484144344613284,92.29637521243944,-0.5470152847279127,0.29410776537452055,0.03993361395671118,93.0983659886883,-0.5082996391711605,0.7179813664596273,0.09550454649188758,90.6708767680263,-0.7013421760535437,78.67080745341615,38.23002360670137,97.87620401073741,-0.043704065438329165,40.745341614906835,23.758493087500728,110.44207317073169,0.17907947147252065
681584,David Villar,1.0,15.0,20.0,14.0,4.0,1.0,5.0,37.0,15.0,0.0,21.0,3.0,92.0,0.0,0.0,2.0,111.0,42.0,45.0,0.0,1.0,0.0,0.228,0.351,0.457,0.808,14.0,0.75,0.3333333333333333,0.04504504504504504,0.1891891891891892,0.12612612612612611,0.3137254901960784,0.24486335403726708,0.034484144344613284,93.11315729396546,-0.489017615421891,0.29410776537452055,0.03993361395671118,106.67025054458404,0.49125843813745174,0.7179813664596273,0.09550454649188758,112.53773952160562,0.9425586199502993,78.67080745341615,38.23002360670137,26.693510184746565,-1.508521366523744,40.745341614906835,23.758493087500728,34.359756097560975,-1.125717086365948
446334,Evan Longoria,14.0,44.0,60.0,29.0,12.0,0.0,12.0,68.0,24.0,1.0,55.0,2.0,225.0,0.0,0.0,6.0,253.0,103.0,105.0,0.0,2.0,0.0,0.244,0.32,0.458,0.778,32.0,0.73,0.26877470355731226,0.04743083003952569,0.21739130434782608,0.12648221343873517,0.2925170068027211,0.24486335403726708,0.034484144344613284,99.64741394617354,-0.025036260973717684,0.29410776537452055,0.03993361395671118,99.45912391338129,-0.03983507662301439,0.7179813664596273,0.09550454649188758,108.35935810372422,0.6284374487393737,78.67080745341615,38.23002360670137,69.91157429338386,-0.6191680051504564,40.745341614906835,23.758493087500728,78.53658536585365,-0.36809327858877267
592626,Joc Pederson,11.0,65.0,93.0,50.0,18.0,0.0,22.0,84.0,35.0,3.0,88.0,7.0,327.0,2.0,3.0,5.0,372.0,172.0,117.0,0.0,3.0,0.0,0.269,0.349,0.526,0.875,62.0,0.70,0.22580645161290322,0.05913978494623656,0.23655913978494625,0.16666666666666666,0.29464285714285715,0.24486335403726708,0.034484144344613284,109.85718996524871,0.6999346053515544,0.29410776537452055,0.03993361395671118,100.18193731391459,0.013399532757457264,0.7179813664596273,0.09550454649188758,121.86945802154072,1.6440959023213655,78.67080745341615,38.23002360670137,111.85851886941418,0.24402790441773445,40.745341614906835,23.758493087500728,152.16463414634146,0.8946130677065195
663698,Joey Bart,2.0,41.0,36.0,27.0,6.0,0.0,11.0,88.0,21.0,0.0,50.0,4.0,215.0,11.0,33.0,3.0,240.0,89.0,99.0,0.0,0.0,1.0,0.233,0.313,0.414,0.727,23.0,1.14,0.36666666666666664,0.04583333333333333,0.20833333333333334,0.09583333333333334,0.33620689655172414,0.24486335403726708,0.034484144344613284,95.1551124977805,-0.34402344215683656,0.29410776537452055,0.03993361395671118,114.31418552434141,1.0542279299549466,0.7179813664596273,0.09550454649188758,101.25610969332584,0.09443145768080011,78.67080745341615,38.23002360670137,63.555976630348965,-0.7499552641759398,40.745341614906835,23.758493087500728,56.448170731707314,-0.7469051824773603
664774,Wade Jr.,10.0,34.0,64.0,22.0,6.0,1.0,8.0,42.0,20.0,0.0,34.0,3.0,171.0,0.0,0.0,0.0,197.0,66.0,61.0,2.0,1.0,0.0,0.199,0.292,0.386,0.678,24.0,0.53,0.2131979695431472,0.04060913705583756,0.17258883248730963,0.1218274111675127,0.21311475409836064,0.24486335403726708,0.034484144344613284,81.26981711183828,-1.3299838203592058,0.29410776537452055,0.03993361395671118,72.4614509334623,-2.028191371909337,0.7179813664596273,0.09550454649188758,94.43142004411956,-0.4186331219637106,78.67080745341615,38.23002360670137,43.2180641086373,-1.1684744930574869,40.745341614906835,23.758493087500728,58.90243902439024,-0.7048149709341839
670768,Luis Gonzalez,3.0,76.0,78.0,30.0,16.0,2.0,4.0,64.0,28.0,1.0,71.0,4.0,284.0,2.0,10.0,5.0,321.0,103.0,116.0,0.0,5.0,0.0,0.25,0.321,0.363,0.684,34.0,0.97,0.19937694704049844,0.012461059190031152,0.22118380062305296,0.1059190031152648,0.3031674208144796,0.24486335403726708,0.034484144344613284,102.09776019075159,0.1489567469443476,0.29410776537452055,0.03993361395671118,103.08038634356438,0.22686790756729186,0.7179813664596273,0.09550454649188758,95.26709632769584,-0.35580888772152547,78.67080745341615,38.23002360670137,90.24948681509554,-0.2006487762689093,40.745341614906835,23.758493087500728,83.4451219512195,-0.28391285550241985
573262,Mike Yastrzemski,1.0,88.0,120.0,59.0,26.0,2.0,12.0,119.0,56.0,0.0,86.0,5.0,409.0,1.0,5.0,3.0,474.0,152.0,186.0,0.0,4.0,0.0,0.21,0.31,0.372,0.682,45.0,0.73,0.2510548523206751,0.02531645569620253,0.18143459915611815,0.0949367088607595,0.2624113475177305,0.24486335403726708,0.034484144344613284,85.76211856023134,-1.0109966391760867,0.29410776537452055,0.03993361395671118,89.22285584114807,-0.7937277575515603,0.7179813664596273,0.09550454649188758,94.98853756650375,-0.37675029913558716,78.67080745341615,38.23002360670137,109.31627980420022,0.19171300080754108,40.745341614906835,23.758493087500728,110.44207317073169,0.17907947147252065
642731,Thairo Estrada,1.0,141.0,99.0,60.0,19.0,2.0,12.0,78.0,27.0,0.0,108.0,11.0,420.0,3.0,17.0,9.0,464.0,167.0,190.0,1.0,5.0,0.0,0.257,0.315,0.398,0.713,53.0,1.42,0.16810344827586207,0.02586206896551724,0.23275862068965517,0.11422413793103449,0.2865671641791045,0.24486335403726708,0.034484144344613284,104.95649747609264,0.3519485895154238,0.29410776537452055,0.03993361395671118,97.43610945266482,-0.18882841917564014,0.7179813664596273,0.09550454649188758,99.30619836498119,-0.05215842221763185,78.67080745341615,38.23002360670137,137.28090952155375,0.7671769405196683,40.745341614906835,23.758493087500728,130.0762195121951,0.5158011638179318
600303,La Stella,43.0,52.0,58.0,17.0,14.0,0.0,2.0,30.0,11.0,0.0,43.0,1.0,180.0,0.0,0.0,4.0,195.0,63.0,76.0,0.0,3.0,0.0,0.239,0.282,0.35,0.632,14.0,0.90,0.15384615384615385,0.010256410256410256,0.2205128205128205,0.07179487179487179,0.271523178807947,0.24486335403726708,0.034484144344613284,97.60545874235852,-0.1700304342387721,0.29410776537452055,0.03993361395671118,92.3209825698366,-0.565553285286317,0.7179813664596273,0.09550454649188758,88.02456853670142,-0.9002855844871299,78.67080745341615,38.23002360670137,54.65813990210011,-0.9330574268116167,40.745341614906835,23.758493087500728,34.359756097560975,-1.125717086365948
527038,Wilmer Flores,23.0,96.0,171.0,65.0,26.0,1.0,17.0,86.0,49.0,1.0,107.0,10.0,455.0,0.0,0.0,7.0,519.0,186.0,169.0,0.0,5.0,0.0,0.235,0.32,0.409,0.729,63.0,0.56,0.16570327552986513,0.03275529865125241,0.20616570327552985,0.12138728323699421,0.25210084033613445,0.24486335403726708,0.034484144344613284,95.9718945793065,-0.2860257728508156,0.29410776537452055,0.03993361395671118,85.71716561618359,-1.051918944374091,0.7179813664596273,0.09550454649188758,101.53466845451793,0.11537286909486183,78.67080745341615,38.23002360670137,136.0097899889468,0.7410194887145716,40.745341614906835,23.758493087500728,154.6189024390244,0.936703279249696
677950,Alek Thomas,104.0,125.0,77.0,43.0,17.0,1.0,8.0,70.0,22.0,0.0,87.0,3.0,354.0,3.0,4.0,6.0,384.0,130.0,144.0,0.0,5.0,0.0,0.246,0.292,0.367,0.659,38.0,1.62,0.18229166666666666,0.020833333333333332,0.2265625,0.09895833333333333,0.28113879003558717,0.24486335403726708,0.034484144344613284,100.46419602769956,0.03296140833230408,0.29410776537452055,0.03993361395671118,95.59040023223511,-0.32476337736404215,0.7179813664596273,0.09550454649188758,91.78511181279468,-0.6175765303972969,78.67080745341615,38.23002360670137,110.58739933680721,0.21787045261263777,40.745341614906835,23.758493087500728,93.26219512195122,-0.11555200932971421
608348,Carson Kelly,2.0,66.0,79.0,33.0,14.0,0.0,6.0,53.0,27.0,0.0,55.0,4.0,251.0,11.0,38.0,5.0,284.0,87.0,126.0,0.0,2.0,0.0,0.219,0.303,0.347,0.65,32.0,0.84,0.18661971830985916,0.02112676056338028,0.1936619718309859,0.11267605633802817,0.25257731958762886,0.24486335403726708,0.034484144344613284,89.4376379270984,-0.7500071272989889,0.29410776537452055,0.03993361395671118,85.87917400480525,-1.0399871604886928,0.7179813664596273,0.09550454649188758,90.53159738743027,-0.7118128817605746,78.67080745341615,38.23002360670137,69.91157429338386,-0.6191680051504564,40.745341614906835,23.758493087500728,78.53658536585365,-0.36809327858877267
572233,Christian Walker,10.0,119.0,154.0,73.0,20.0,1.0,32.0,104.0,64.0,2.0,115.0,7.0,486.0,2.0,0.0,14.0,563.0,233.0,218.0,0.0,6.0,0.0,0.237,0.33,0.479,0.809,78.0,0.77,0.1847246891651865,0.056838365896980464,0.20426287744227353,0.13854351687388988,0.23314606741573032,0.24486335403726708,0.034484144344613284,96.78867666083251,-0.22802810354479386,0.29410776537452055,0.03993361395671118,79.27232629129638,-1.5265760325342428,0.7179813664596273,0.09550454649188758,112.67701890220168,0.9530293256573302,78.67080745341615,38.23002360670137,146.17874624980263,0.9502791031553451,40.745341614906835,23.758493087500728,191.4329268292683,1.5680564523973421
669450,Cooper Hummel,16.0,40.0,30.0,17.0,7.0,3.0,2.0,57.0,22.0,0.0,28.0,1.0,155.0,0.0,5.0,4.0,178.0,47.0,66.0,0.0,0.0,0.0,0.181,0.287,0.303,0.59,14.0,1.33,0.3202247191011236,0.011235955056179775,0.15730337078651685,0.07865168539325842,0.2708333333333333,0.24486335403726708,0.034484144344613284,73.91877837810415,-1.8519628441134015,0.29410776537452055,0.03993361395671118,92.08642722794168,-0.5828280923038213,0.7179813664596273,0.09550454649188758,82.17483455166746,-1.3400552241824257,78.67080745341615,38.23002360670137,35.59134691299543,-1.325419203888067,40.745341614906835,23.758493087500728,34.359756097560975,-1.125717086365948
