,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,babip,normalized_avg,normalized_ops
664731,P.J. Higgins,1.0,30.0,37.0,17.0,6.0,1.0,6.0,41.0,12.0,0.0,31.0,1.0,137.0,2.0,11.0,1.0,152.0,57.0,56.0,2.0,0.0,0.0,0.226,0.293,0.416,0.709,20.0,0.81,0.26973684210526316,0.039473684210526314,0.2777777777777778,91.91201741322031,98.21285728221638
542364,Rafael Ortega,21.0,67.0,94.0,31.0,14.0,1.0,6.0,65.0,41.0,1.0,66.0,2.0,285.0,7.0,9.0,9.0,336.0,100.0,130.0,1.0,6.0,1.0,0.232,0.326,0.351,0.677,28.0,0.71,0.19345238095238096,0.017857142857142856,0.2727272727272727,94.35215946843856,93.78011901277925
673548,Seiya Suzuki,1.0,61.0,87.0,39.0,20.0,1.0,10.0,87.0,33.0,3.0,78.0,3.0,310.0,3.0,8.0,7.0,349.0,130.0,122.0,0.0,3.0,0.0,0.252,0.327,0.419,0.746,39.0,0.7,0.2492836676217765,0.02865329512893983,0.3148148148148148,102.485966319166,103.33821090625305
575929,Willson Contreras,37.0,118.0,79.0,62.0,21.0,2.0,20.0,98.0,42.0,0.0,94.0,23.0,387.0,10.0,24.0,11.0,454.0,179.0,160.0,0.0,2.0,1.0,0.243,0.35,0.463,0.813,52.0,1.49,0.21585903083700442,0.04405286343612335,0.2730627306273063,98.82575323633866,112.61925665788704
543228,Yan Gomes,9.0,71.0,58.0,18.0,7.0,0.0,6.0,32.0,6.0,0.0,45.0,2.0,204.0,11.0,22.0,11.0,214.0,70.0,104.0,0.0,2.0,2.0,0.221,0.248,0.343,0.591,19.0,1.22,0.14953271028037382,0.028037383177570093,0.23214285714285715,89.87856570053845,81.86713491366696
606157,Aristides Aquino,41.0,29.0,30.0,15.0,6.0,0.0,4.0,70.0,9.0,0.0,28.0,0.0,157.0,2.0,2.0,0.0,166.0,46.0,85.0,0.0,0.0,0.0,0.178,0.223,0.293,0.516,18.0,0.97,0.42168674698795183,0.024096385542168676,0.2891566265060241,72.3908809714744,71.4779045946737
592567,Colin Moran,2.0,32.0,24.0,9.0,3.0,0.0,5.0,29.0,14.0,0.0,22.0,0.0,104.0,0.0,0.0,3.0,121.0,40.0,51.0,0.0,3.0,0.0,0.212,0.298,0.385,0.683,23.0,1.33,0.2396694214876033,0.04132231404958678,0.2328767123287671,86.21835261771108,94.61125743829871
456781,Donovan Solano,24.0,44.0,39.0,20.0,12.0,0.0,3.0,39.0,12.0,0.0,60.0,4.0,180.0,0.0,0.0,3.0,198.0,81.0,78.0,0.0,2.0,0.0,0.333,0.384,0.45,0.834,21.0,1.13,0.19696969696969696,0.015151515151515152,0.40714285714285714,135.42788406461224,115.52824114720515
641584,Jake Fraley,6.0,31.0,34.0,22.0,5.0,0.0,7.0,26.0,15.0,0.0,28.0,1.0,118.0,1.0,3.0,0.0,135.0,54.0,38.0,0.0,1.0,0.0,0.237,0.326,0.458,0.784,17.0,0.91,0.1925925925925926,0.05185185185185185,0.2441860465116279,96.38561118112041,108.60208760120966
663697,Jonathan India,5.0,54.0,78.0,35.0,14.0,1.0,8.0,67.0,15.0,0.0,66.0,11.0,265.0,4.0,2.0,4.0,291.0,106.0,83.0,0.0,0.0,0.0,0.249,0.316,0.4,0.716,28.0,0.69,0.23024054982817868,0.027491408934707903,0.30526315789473685,101.2658952915569,99.18251877865575
571657,Kyle Farmer,3.0,112.0,108.0,48.0,22.0,0.0,8.0,72.0,26.0,0.0,104.0,14.0,391.0,3.0,4.0,14.0,436.0,150.0,148.0,1.0,4.0,0.0,0.266,0.331,0.384,0.715,57.0,1.04,0.1651376146788991,0.01834862385321101,0.3047619047619048,108.17963111467523,99.04399570773583
669222,Nick Senzel,2.0,81.0,89.0,39.0,11.0,0.0,4.0,67.0,23.0,0.0,76.0,5.0,310.0,3.0,6.0,6.0,350.0,99.0,112.0,2.0,1.0,9.0,0.245,0.307,0.319,0.626,22.0,0.91,0.19142857142857142,0.011428571428571429,0.3,99.6391339214114,86.71544239586383
670770,TJ Friedl,1.0,28.0,44.0,19.0,6.0,4.0,2.0,21.0,7.0,0.0,31.0,5.0,120.0,0.0,6.0,2.0,136.0,51.0,38.0,0.0,4.0,0.0,0.258,0.316,0.425,0.741,16.0,0.64,0.15441176470588236,0.014705882352941176,0.2871287128712871,104.92610837438426,102.64559555165351
592325,Ben Gamel,14.0,71.0,75.0,35.0,18.0,2.0,6.0,82.0,35.0,1.0,74.0,3.0,301.0,1.0,5.0,3.0,340.0,114.0,102.0,0.0,1.0,0.0,0.246,0.329,0.379,0.708,39.0,0.95,0.2411764705882353,0.01764705882352941,0.3177570093457944,100.04582426394776,98.07433421129646
676632,Bligh Madris,3.0,34.0,25.0,10.0,6.0,0.0,1.0,31.0,10.0,0.0,19.0,0.0,109.0,1.0,2.0,0.0,119.0,28.0,46.0,0.0,0.0,0.0,0.174,0.244,0.257,0.501,6.0,1.36,0.2605042016806723,0.008403361344537815,0.23376623376623376,70.76411960132891,69.40005853087504
668804,Bryan Reynolds,11.0,107.0,92.0,57.0,14.0,3.0,21.0,107.0,44.0,3.0,102.0,7.0,406.0,3.0,5.0,10.0,459.0,185.0,152.0,0.0,2.0,0.0,0.251,0.333,0.456,0.789,48.0,1.16,0.23311546840958605,0.0457516339869281,0.2892857142857143,102.07927597662965,109.29470295580921
663647,Ke'Bryan Hayes,1.0,108.0,100.0,44.0,20.0,3.0,6.0,99.0,39.0,0.0,101.0,3.0,407.0,3.0,14.0,8.0,450.0,145.0,151.0,0.0,1.0,0.0,0.248,0.318,0.356,0.674,35.0,1.08,0.22,0.013333333333333334,0.31353135313531355,100.85920494902052,93.36454980001953
621028,Kevin Newman,25.0,63.0,55.0,25.0,15.0,2.0,1.0,38.0,12.0,0.0,58.0,2.0,213.0,2.0,5.0,4.0,228.0,80.0,66.0,0.0,1.0,0.0,0.272,0.316,0.376,0.692,18.0,1.15,0.16666666666666666,0.0043859649122807015,0.32571428571428573,110.61977316989349,95.8579650765779
656308,Michael Chavis,5.0,66.0,82.0,31.0,13.0,2.0,13.0,100.0,13.0,1.0,79.0,2.0,324.0,1.0,1.0,2.0,342.0,135.0,143.0,0.0,3.0,0.0,0.244,0.275,0.417,0.692,40.0,0.8,0.29239766081871343,0.038011695906432746,0.308411214953271,99.23244357887502,95.8579650765779
665833,Oneil Cruz,3.0,48.0,30.0,23.0,6.0,1.0,10.0,81.0,14.0,1.0,39.0,0.0,197.0,4.0,6.0,2.0,212.0,77.0,88.0,0.0,1.0,0.0,0.198,0.25,0.391,0.641,30.0,1.6,0.38207547169811323,0.04716981132075472,0.27102803738317754,80.52468782220187,88.79328845966248
672779,Tucupita Marcano,1.0,36.0,37.0,15.0,6.0,1.0,2.0,38.0,9.0,0.0,29.0,1.0,135.0,1.0,2.0,1.0,150.0,43.0,49.0,4.0,1.0,0.0,0.215,0.267,0.319,0.586,12.0,0.97,0.25333333333333335,0.013333333333333334,0.28125,87.43842364532021,81.17451955906742
