,name,div_rank,w,l,gb,wc_rank,wc_gb,wc_elim_num,elim_num,team_id,league_rank,sport_rank
0,Houston Astros,1,102,53,-,-,-,-,-,117,1,1
1,Seattle Mariners,2,83,70,18.0,3,-,-,E,136,6,6
2,Los Angeles Angels,3,68,86,33.5,8,15.5,E,E,108,11,11
3,Texas Rangers,4,66,87,35.0,9,17.0,E,E,140,12,12
4,Oakland Athletics,5,56,98,45.5,12,27.5,E,E,133,15,15
0,New York Yankees,1,95,59,-,-,-,-,-,147,2,2
1,Toronto Blue Jays,2,87,68,8.5,1,+3.0,-,E,141,3,3
2,Tampa Bay Rays,3,85,69,10.0,2,+1.5,-,E,139,5,5
3,Baltimore Orioles,4,80,74,15.0,4,3.5,6,E,110,7,7
4,Boston Red Sox,5,73,81,22.0,7,10.5,E,E,111,10,10
0,Cleveland Guardians,1,86,68,-,-,-,-,-,114,4,4
1,Chicago White Sox,2,76,78,10.0,5,7.5,2,E,145,8,8
2,Minnesota Twins,3,75,79,11.0,6,8.5,1,E,142,9,9
3,Kansas City Royals,4,63,91,23.0,10,20.5,E,E,118,13,13
4,Detroit Tigers,5,61,92,24.5,11,22.0,E,E,116,14,14
