,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,baseOnBallsperplateAppearance,totalBasesperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score,baseOnBalls_mean,baseOnBalls_std,normalized_baseOnBalls,baseOnBalls_z_score,totalBases_mean,totalBases_std,normalized_totalBases,totalBases_z_score
649557,Aledmys Diaz,7,72,93,35,13,0,12,50,18,0,73,2,286,1,1,7,308.0,122,113.0,0,2,0,0.255,0.302,0.427,0.729,38.0,0.77,0.16233766233766234,0.03896103896103896,0.237012987012987,0.12337662337662338,0.05844155844155844,0.3961038961038961,0.26991150442477874,0.24388888888888888,0.036070938067915774,104.55580865603646,0.3080349917762242,0.28938684206845017,0.044419904414463134,93.27013712701394,-0.43843718036750784,0.7064248366013072,0.10605948509720839,103.19569219951335,0.2128537902857216,89.0718954248366,43.519672589586214,81.95626651012621,-0.3693018460042925,45.18300653594771,25.704658063557872,84.10241573846376,-0.27944376922606246,32.10457516339869,19.351038119403043,56.06677524429967,-0.7288795090148787,145.83660130718954,76.03716694350169,83.65526822928338,-0.31348618399868816
608324,Alex Bregman,147,121,198,90,38,0,21,74,84,1,136,11,519,2,1,17,624.0,237,246.0,0,10,0,0.262,0.37,0.457,0.827,90.0,0.61,0.11858974358974358,0.03365384615384615,0.21794871794871795,0.14423076923076922,0.1346153846153846,0.3798076923076923,0.26497695852534564,0.24388888888888888,0.036070938067915774,107.42596810933942,0.5020970365952453,0.28938684206845017,0.044419904414463134,91.564964264225,-0.5495258007614411,0.7064248366013072,0.10605948509720839,117.06836412756863,1.1368635562220588,89.0718954248366,43.519672589586214,152.68564719694746,1.0783193388819932,45.18300653594771,25.704658063557872,199.18993201215102,1.743535874051966,32.10457516339869,19.351038119403043,261.64495114006513,2.6817902231594704,145.83660130718954,76.03716694350169,162.51064401918165,1.1989320796308482
676801,Chas McCormick,1,80,80,43,11,2,13,101,43,0,80,1,340,3,4,5,385.0,134,125.0,0,1,0,0.235,0.322,0.394,0.716,41.0,1.00,0.2623376623376623,0.033766233766233764,0.2077922077922078,0.10649350649350649,0.11168831168831168,0.34805194805194806,0.29515418502202645,0.24388888888888888,0.036070938067915774,96.35535307517085,-0.24642799342097904,0.28938684206845017,0.044419904414463134,101.992952724579,0.12983690599069442,0.7064248366013072,0.10605948509720839,101.35543980089376,0.09028106623294203,89.0718954248366,43.519672589586214,89.81508658643969,-0.2084550476835941,45.18300653594771,25.704658063557872,90.7420801388688,-0.1627334051907916,32.10457516339869,19.351038119403043,133.93729641693812,0.5630408440814657,145.83660130718954,76.03716694350169,91.88365526822928,-0.15566862605473655
665161,Jeremy Pena,127,133,115,68,20,1,19,129,22,0,122,6,493,2,11,5,530.0,201,191.0,1,5,3,0.247,0.285,0.408,0.693,55.0,1.16,0.24339622641509434,0.035849056603773584,0.23018867924528302,0.10377358490566038,0.04150943396226415,0.37924528301886795,0.29428571428571426,0.24388888888888888,0.036070938067915774,101.27562642369021,0.0862497976973429,0.28938684206845017,0.044419904414463134,101.69284552892883,0.11028551911221628,0.7064248366013072,0.10605948509720839,98.09960863410527,-0.12657836862966798,89.0718954248366,43.519672589586214,136.96800704432053,0.7566257422405963,45.18300653594771,25.704658063557872,121.7271806740923,0.3819149603071391,32.10457516339869,19.351038119403043,68.52605863192183,-0.5221722525194636,145.83660130718954,76.03716694350169,137.82548290234394,0.7254794057989933
514888,Jose Altuve,134,127,145,96,34,0,26,86,64,2,149,10,506,1,18,13,581.0,261,126.0,0,1,0,0.294,0.384,0.516,0.9,55.0,0.88,0.14802065404475043,0.04475043029259897,0.25645438898450945,0.09466437177280551,0.11015490533562823,0.44922547332185886,0.31139240506329113,0.24388888888888888,0.036070938067915774,120.54669703872437,1.389237812910769,0.28938684206845017,0.044419904414463134,107.6042030237283,0.4953987021114784,0.7064248366013072,0.10605948509720839,127.40208913520166,1.8251565451338212,89.0718954248366,43.519672589586214,167.28059876724393,1.3770348214775758,45.18300653594771,25.704658063557872,121.7271806740923,0.3819149603071391,32.10457516339869,19.351038119403043,199.3485342019544,1.648253940682395,145.83660130718954,76.03716694350169,178.96741809707345,1.5145671955187514
663656,Kyle Tucker,3,122,174,69,28,1,29,91,57,4,135,0,520,4,23,11,582.0,252,238.0,0,2,3,0.26,0.332,0.485,0.817,104.0,0.70,0.1563573883161512,0.04982817869415808,0.23195876288659795,0.17869415807560138,0.0979381443298969,0.4329896907216495,0.263681592039801,0.24388888888888888,0.036070938067915774,106.60592255125285,0.44665073807552497,0.28938684206845017,0.044419904414463134,91.11733973634884,-0.5786876484200518,0.7064248366013072,0.10605948509720839,115.65278535939972,1.0425768454122284,89.0718954248366,43.519672589586214,151.56295861461697,1.055341224836179,45.18300653594771,25.704658063557872,230.1750325473745,2.2881842395498966,32.10457516339869,19.351038119403043,177.54478827361564,1.2865162418154186,145.83660130718954,76.03716694350169,172.79612781786403,1.3962040270607876
671277,Luis Garcia,59,106,63,26,20,2,6,75,9,1,89,1,328,4,3,5,343.0,131,143.0,1,4,0,0.271,0.289,0.399,0.688,38.0,1.68,0.21865889212827988,0.01749271137026239,0.2594752186588921,0.11078717201166181,0.026239067055393587,0.3819241982507289,0.33067729083665337,0.24388888888888888,0.036070938067915774,111.11617312072894,0.7516053799339868,0.28938684206845017,0.044419904414463134,114.268253688755,0.9295483480319922,0.7064248366013072,0.10605948509720839,97.39181925002082,-0.17372172403458322,89.0718954248366,43.519672589586214,99.91928382741415,-0.0016520212712675898,45.18300653594771,25.704658063557872,84.10241573846376,-0.27944376922606246,32.10457516339869,19.351038119403043,28.033387622149835,-1.1939708361295627,145.83660130718954,76.03716694350169,89.82655850849281,-0.19512301554072445
455117,Martin Maldonado,107,82,81,39,12,0,14,109,22,0,62,7,329,14,42,6,363.0,116,166.0,3,2,0,0.188,0.253,0.353,0.606,44.0,1.01,0.3002754820936639,0.03856749311294766,0.17079889807162535,0.12121212121212122,0.06060606060606061,0.31955922865013775,0.23076923076923078,0.24388888888888888,0.036070938067915774,77.08428246013668,-1.549416008634405,0.28938684206845017,0.044419904414463134,79.74420299131836,-1.3196248860034347,0.7064248366013072,0.10605948509720839,85.78407335103579,-0.9468727526751918,89.0718954248366,43.519672589586214,69.60669210449075,-0.6220611005082471,45.18300653594771,25.704658063557872,97.38174453927383,-0.04602304115552073,32.10457516339869,19.351038119403043,68.52605863192183,-0.5221722525194636,145.83660130718954,76.03716694350169,79.54107470981042,-0.39239496297066395
641820,Trey Mancini,20,34,38,16,6,0,8,44,16,0,27,1,142,0,0,3,160.0,57,58.0,0,1,0,0.19,0.275,0.401,0.676,21.0,0.89,0.275,0.05,0.16875,0.13125,0.1,0.35625,0.2087912087912088,0.24388888888888888,0.036070938067915774,77.90432801822324,-1.4939697101146847,0.28938684206845017,0.044419904414463134,72.14951699214518,-1.814403572894664,0.7064248366013072,0.10605948509720839,95.69312472821814,-0.2868657770063787,89.0718954248366,43.519672589586214,30.312591722923393,-1.4262950921117392,45.18300653594771,25.704658063557872,46.47765080283524,-0.940802498759264,32.10457516339869,19.351038119403043,49.8371335504886,-0.8322331372625863,145.83660130718954,76.03716694350169,39.08483843499305,-1.1683312895284261
669257,Will Smith,23,98,170,64,25,3,23,86,56,4,127,10,477,10,43,11,547.0,227,224.0,0,4,0,0.266,0.353,0.476,0.829,85.0,0.58,0.15722120658135283,0.04204753199268738,0.23217550274223034,0.15539305301645337,0.10237659963436929,0.4149908592321755,0.27956989247311825,0.24388888888888888,0.036070938067915774,109.06605922551253,0.612989633634686,0.28938684206845017,0.044419904414463134,96.60767244109535,-0.22100339306753466,0.7064248366013072,0.10605948509720839,117.35147988120241,1.155720898384025,89.0718954248366,43.519672589586214,142.581449955973,0.8715163124696665,45.18300653594771,25.704658063557872,188.12382467814263,1.5490186006598479,32.10457516339869,19.351038119403043,174.4299674267101,1.2348394276915649,145.83660130718954,76.03716694350169,155.65365482006007,1.0674174480108884
